ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
10012,RFCE,RFC East,MSW,BIOMASS,0.265840803,Yes,,1435494.321,604589.596,1435494.321,604589.596,75745,30851,18951.67101
59446,RFCE,RFC East,SUN,SOLAR,,,,0,0,62111,32684,6531,3437,
56884,RFCE,RFC East,LFG,BIOMASS,0.136883205,Yes,,332267.001,141672.999,332267.001,141672.999,30185.001,12870,11007.68561
5083,RFCE,RFC East,NG,GAS,1,,,1111670.717,627800.706,1111670.717,627800.706,116354,63892,9554.211432
2384,RFCE,RFC East,NG,GAS,1,,,10154.308,9668.064,10154.308,9668.064,662,662,15338.83384
58951,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
57397,RFCE,RFC East,SUN,SOLAR,,,,0,0,45801,24101,4816,2534,
10805,RFCE,RFC East,NG,GAS,0.403199254,,Yes,942998.7101,402648.1093,942998.71,402648.109,140797,64234.174,6697.576724
50561,RFCE,RFC East,NG,GAS,1,,Yes,3189328.753,1168093.166,3189328.753,1168093.166,347225,123558,9185.193327
2400,RFCE,RFC East,NG,GAS,1,,,610556.3,237838.3,610556.3,237838.3,39882.996,15114.996,15308.68694
50799,RFCE,RFC East,NG,GAS,1,,Yes,657149.068,388163.925,657149.068,388163.925,66088,38869,9943.545999
50852,RFCE,RFC East,NG,GAS,0.990906755,,Yes,1440843.145,609802.422,1440843.145,609802.422,149382.91,62797.8,9645.301092
59367,RFCE,RFC East,SUN,SOLAR,,,,0,0,7569,3983,796,419,
54640,RFCE,RFC East,NG,GAS,0.765010867,,Yes,5959278.765,3025856.516,5959278.765,3025856.516,725866,372826,8209.888278
55938,RFCE,RFC East,NG,GAS,1,,,3255927.187,2444438.924,3255927.187,2444438.924,319302,239137,10197.0147
2401,RFCE,RFC East,NG,GAS,1,,,986470.805,389855.663,986470.805,389855.663,73326.005,25400.003,13453.21902
57574,RFCE,RFC East,SUN,SOLAR,,,,0,0,19517,10270,2052,1080,
57776,RFCE,RFC East,SUN,SOLAR,,,,0,0,20409,10740,2146,1129,
57485,RFCE,RFC East,SUN,SOLAR,,,,0,0,116317,61208,12231,6436,
7138,RFCE,RFC East,DFO,OIL,1,,,76830.5,6229.9,76830.5,6229.9,4328,695,17751.96396
57486,RFCE,RFC East,SUN,SOLAR,,,,0,0,43166,22715,4539,2388,
57487,RFCE,RFC East,SUN,SOLAR,,,,0,0,40667,21399,4276,2250,
58564,RFCE,RFC East,SUN,SOLAR,,,,0,0,108939,57325,11455,6028,
59366,RFCE,RFC East,SUN,SOLAR,,,,0,0,86264,45393,9071,4773,
59538,RFCE,RFC East,NG,GAS,,,,,,,,,,
58359,RFCE,RFC East,SUN,SOLAR,,,,0,0,34085,17936,3584,1886,
2393,RFCE,RFC East,NG,GAS,1,,,861591.769,224589.813,861591.769,224589.813,66319.001,16496.999,12991.62768
8227,RFCE,RFC East,NG,GAS,1,,,12615,3281.001,12615,3281.001,-906.999,-236.44,-13908.50486
52068,RFCE,RFC East,WAT,HYDRO,,,,0,0,164484.999,69129.999,17295.999,7269,
56877,RFCE,RFC East,SUN,SOLAR,,,,0,0,12173,6406,1280,674,
59628,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
58095,RFCE,RFC East,SUN,SOLAR,,,,0,0,18260,9608,1920,1010,
59627,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
56701,RFCE,RFC East,NG,GAS,1,,,111065,50747,111065,50747,10265,4690,10819.77594
57869,RFCE,RFC East,SUN,SOLAR,,,,0,0,32963,17345,3466,1824,
10123,RFCE,RFC East,NG,GAS,1,,Yes,152872.2399,68111.25612,152872.24,68111.256,28830,12845,5302.540404
2434,RFCE,RFC East,NG,GAS,1,,,726704.872,376006.227,726704.872,376006.227,76431,34922,9507.985922
2403,RFCE,RFC East,BIT,COAL,1,,,13100969.44,8837409.845,13100969.44,8837409.845,1060444,739085,12354.23035
54707,RFCE,RFC East,NG,GAS,1,,Yes,1183.878204,541.419875,1183.878,541.42,204,93,5803.324531
58016,RFCE,RFC East,SUN,SOLAR,,,,0,0,16296,8575,1714,902,
59631,RFCE,RFC East,SUN,SOLAR,,,,0,0,82965,62610,8724,6584,
57799,RFCE,RFC East,SUN,SOLAR,,,,0,0,17661,9293,1857,977,
59185,RFCE,RFC East,SUN,SOLAR,,,,0,0,12990,4547,1366,478,
58653,RFCE,RFC East,SUN,SOLAR,,,,0,0,21491,11309,2260,1189,
58654,RFCE,RFC East,SUN,SOLAR,,,,0,0,29263,15399,3077,1619,
56300,RFCE,RFC East,WND,WIND,,,,0,0,198132,54001,20834,5678,
58793,RFCE,RFC East,SUN,SOLAR,,,,0,0,135281,71187,14225,7485,
57723,RFCE,RFC East,SUN,SOLAR,,,,0,0,64612,34000,6794,3575,
58049,RFCE,RFC East,SUN,SOLAR,,,,0,0,0,0,-64,-33.678,
59910,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
2404,RFCE,RFC East,NG,GAS,1,,,5829998.362,2322595.98,5829998.362,2322595.98,581499.999,229950.005,10025.79256
58877,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
10045,RFCE,RFC East,LFG,BIOMASS,0.895262557,Yes,,58226,24827,58226,24827,4605,1964,12644.08252
59601,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
50788,RFCE,RFC East,LFG,BIOMASS,,,,,,,,,,
59369,RFCE,RFC East,SUN,SOLAR,,,,0,0,5743,3022,604,318,
57488,RFCE,RFC East,SUN,SOLAR,,,,0,0,28549,15023,3002,1580,
50006,RFCE,RFC East,NG,GAS,0.431338878,,Yes,29575648.43,11769226.92,29575648.43,11769226.92,4618093.989,1867772.003,6404.297639
2406,RFCE,RFC East,NG,GAS,0.836424977,,,41809968.94,19077104.26,41809968.94,19077104.26,5540305.956,2427846,7546.509033
57381,RFCE,RFC East,SUN,SOLAR,,,,0,0,36140,19017,3800,2000,
58505,RFCE,RFC East,SUN,SOLAR,,,,0,0,87436,46010,9194,4838,
58504,RFCE,RFC East,SUN,SOLAR,,,,0,0,15609,8214,1641,864,
10043,RFCE,RFC East,BIT,COAL,0.66897694,,Yes,9117411.803,3188830.393,9117411.803,3188830.393,846077,308780,10776.10171
57868,RFCE,RFC East,SUN,SOLAR,,,,0,0,10214,5374,1074,565,
57661,RFCE,RFC East,SUN,SOLAR,,,,0,0,42166,22189,4434,2333,
57750,RFCE,RFC East,SUN,SOLAR,,,,0,0,38336,20173,4031,2121,
10061,RFCE,RFC East,NG,GAS,0.291814397,,Yes,566485.8569,0,566485.857,0,55837.08,25512.698,10145.33455
57384,RFCE,RFC East,SUN,SOLAR,,,,0,0,33057,17396,3476,1829,
57588,RFCE,RFC East,SUN,SOLAR,,,,0,0,34311,18055,3608,1899,
57662,RFCE,RFC East,SUN,SOLAR,,,,0,0,168271,88546,17694,9311,
57863,RFCE,RFC East,SUN,SOLAR,,,,0,0,31439,16544,3306,1740,
59277,RFCE,RFC East,SUN,SOLAR,,,,0,0,18696,9838,1966,1035,
58882,RFCE,RFC East,SUN,SOLAR,,,,0,0,102537,53957,10782,5674,
2408,RFCE,RFC East,BIT,COAL,1,,,6139296.089,3006737.691,6139296.089,3006737.691,419786,180025,14624.82334
58070,RFCE,RFC East,SUN,SOLAR,,,,0,0,14997,7892,1577,830,
10224,RFCE,RFC East,NG,GAS,1,,Yes,168903.7172,60171.53797,168903.717,60171.538,30404,14115,5555.312367
8008,RFCE,RFC East,NG,GAS,1,,,351624,324324,351624,324324,13737,6277,25596.85521
2382,RFCE,RFC East,DFO,OIL,1,,,14983.5,2282,14983.5,2282,2363.001,86.001,6340.877554
58090,RFCE,RFC East,SUN,SOLAR,,,,0,0,47074,24771,4950,2605,
59909,RFCE,RFC East,NG,GAS,,,,,,,,,,
56119,RFCE,RFC East,LFG,BIOMASS,0.646659902,Yes,Yes,866283.9701,351389.2961,866283.97,351389.296,81206,31817,10667.73354
57728,RFCE,RFC East,SUN,SOLAR,,,,0,0,54245,28545,5704,3002,
58822,RFCE,RFC East,SUN,SOLAR,,,,0,0,19019,10008,2000,1052,
2383,RFCE,RFC East,DFO,OIL,1,,,2145.9,2145.9,2145.9,2145.9,2097.999,75.999,1022.831755
55618,RFCE,RFC East,LFG,BIOMASS,0.654808499,Yes,,670004,285681,670004,285681,34950,14902,19170.35765
58364,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
59844,RFCE,RFC East,SUN,SOLAR,,,,0,0,26534,13963,2790,1468,
57471,RFCE,RFC East,SUN,SOLAR,,,,0,0,15872,8352,1669,878,
2409,RFCE,RFC East,DFO,OIL,1,,,762,706,762,706,47,2,16212.76596
56169,RFCE,RFC East,NG,GAS,0.723813477,,Yes,54694.49086,24991.04569,54694.491,24991.046,7048,3220,7760.285309
50385,RFCE,RFC East,NG,GAS,0.783591784,,Yes,3557197.272,1807872.091,3557197.272,1807872.091,401632.38,202840.58,8856.848823
58079,RFCE,RFC East,NG,GAS,,,,,,,,,,
57948,RFCE,RFC East,SUN,SOLAR,,,,0,0,158789,83556,16697,8786,
57724,RFCE,RFC East,SUN,SOLAR,,,,0,0,36422,19166,3830,2015,
10308,RFCE,RFC East,NG,GAS,0.713646117,,Yes,11605790.14,7751478.273,11605790.14,7751478.273,1401194.1,951787.8,8282.785473
58358,RFCE,RFC East,SUN,SOLAR,,,,0,0,56850,29916,5978,3146,
59318,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
54980,RFCE,RFC East,LFG,BIOMASS,0,Yes,Yes,1199514,511455.996,1199514,511455.996,113990.004,48603.996,10522.97533
2388,RFCE,RFC East,NUC,NUCLEAR,,,,0,0,50736174,19827953,4850907,1895759,
58569,RFCE,RFC East,SUN,SOLAR,,,,0,0,76270,40135,8020,4220,
59001,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
59544,RFCE,RFC East,SUN,SOLAR,,,,0,0,12915,6796,1358,715,
50311,RFCE,RFC East,WAT,HYDRO,,,,0,0,,,,,
58896,RFCE,RFC East,SUN,SOLAR,,,,0,0,11907,6267,1252,659,
50628,RFCE,RFC East,PRG,OTHF,0.635857585,,Yes,,,14531759.55,,274944.94,114560.392,
10099,RFCE,RFC East,NG,GAS,1,,Yes,1916507.204,833080.199,1916507.204,833080.199,225068.13,95448,8515.231383
56511,RFCE,RFC East,LFG,BIOMASS,0.683141665,Yes,,120876,51540,120876,51540,9227,3934,13100.24927
56883,RFCE,RFC East,SUN,SOLAR,,,,0,0,22842.999,12021,2402.001,1263.999,
57448,RFCE,RFC East,SUN,SOLAR,,,,0,0,258522,136037,27184,14305,
59364,RFCE,RFC East,SUN,SOLAR,,,,0,0,13542,7126,1424,749,
56889,RFCE,RFC East,SUN,SOLAR,,,,0,0,6380,3358,671,353,
58584,RFCE,RFC East,NG,GAS,0.693074581,,Yes,662704.318,302797.622,721807.144,333897.619,67304,31296,10724.58017
2397,RFCE,RFC East,KER,OIL,,,,,,,,,,
57204,RFCE,RFC East,SUN,SOLAR,,,,0,0,23869,12561,2510,1321,
6118,RFCE,RFC East,NUC,NUCLEAR,,,,0,0,108500894,43690166,10373816,4177235,
59059,RFCE,RFC East,SUN,SOLAR,,,,0,0,22285,11726,2343,1233,
59055,RFCE,RFC East,NG,GAS,1,,,24342,11122,37638,18118,4256,2042,8843.515038
55239,RFCE,RFC East,NG,GAS,0.075497064,,,39101413.37,18988879.56,39101413.37,18988879.56,5428446.001,2645070,7203.058364
59278,RFCE,RFC East,SUN,SOLAR,,,,0,0,16737,8808,1760,926,
58030,RFCE,RFC East,SUN,SOLAR,,,,0,0,82357,43337,8660,4557,
58036,RFCE,RFC East,SUN,SOLAR,,,,0,0,85989,45248,9042,4758,
59319,RFCE,RFC East,SUN,SOLAR,,,,0,0,3832,0,403,0,
2410,RFCE,RFC East,NUC,NUCLEAR,,,,13824.8,1928.1,170499727.8,65119872.1,16283135,6208168,10470.93989
2390,RFCE,RFC East,NG,GAS,1,,,43245.5,16674.6,43245.5,16674.6,1673,380,25849.07352
57843,RFCE,RFC East,LFG,BIOMASS,0.316450373,Yes,,132460,56479,132460,56479,10155,4330,13043.82078
57667,RFCE,RFC East,SUN,SOLAR,,,,0,0,46818,24636,4923,2591,
58172,RFCE,RFC East,DFO,OIL,,,,,,,,,,
2411,RFCE,RFC East,NG,GAS,1,,,682739.187,490818.117,682739.187,490818.117,34675,26852,19689.66653
7288,RFCE,RFC East,DFO,OIL,1,,,368828.405,185206.654,368828.405,185206.654,28716,10518,12844.00352
57951,RFCE,RFC East,SUN,SOLAR,,,,0,0,12315,6481,1295,681,
57341,RFCE,RFC East,SUN,SOLAR,,,,0,0,22728,11960,2390,1258,
59057,RFCE,RFC East,SUN,SOLAR,,,,0,0,23893,12573,2513,1322,
58402,RFCE,RFC East,SUN,SOLAR,,,,0,0,24783,13041,2606,1371,
57864,RFCE,RFC East,SUN,SOLAR,,,,0,0,12771,6721.001,1342.999,706.999,
57726,RFCE,RFC East,SUN,SOLAR,,,,0,0,24374,12826,2563,1349,
57846,RFCE,RFC East,LFG,BIOMASS,0.490487062,Yes,,172125,73391,172125,73391,14176,6044,12142.00056
57746,RFCE,RFC East,SUN,SOLAR,,,,0,0,37936,19962,3989,2099,
57745,RFCE,RFC East,SUN,SOLAR,,,,0,0,63062,33184,6631,3489,
58356,RFCE,RFC East,SUN,SOLAR,,,,0,0,84593,44514,8895,4681,
58483,RFCE,RFC East,SUN,SOLAR,,,,0,0,237304,124872,24953,13131,
58917,RFCE,RFC East,SUN,SOLAR,,,,0,0,14370,7562,1511,795,
57815,RFCE,RFC East,SUN,SOLAR,,,,0,0,63993,33675,6729,3541,
57647,RFCE,RFC East,SUN,SOLAR,,,,0,0,46143,24280,4852,2553,
57352,RFCE,RFC East,SUN,SOLAR,,,,0,0,14409,7582,1515,797,
50960,RFCE,RFC East,MSW,BIOMASS,0.101137325,Yes,Yes,5157070.91,2181083.542,5157070.91,2181083.542,291439,121030,17695.19834
58040,RFCE,RFC East,SUN,SOLAR,,,,0,0,27864,14662,2930,1542,
50411,RFCE,RFC East,NG,GAS,0.163930583,,Yes,388212.7154,177379.2795,388212.715,177379.279,64536.999,29487.999,6015.351215
50094,RFCE,RFC East,NG,GAS,1,,Yes,21170.84513,9639.755813,21170.845,9639.756,3720,1694,5691.087401
57742,RFCE,RFC East,SUN,SOLAR,,,,0,0,14551,7657,1530,805,
57660,RFCE,RFC East,SUN,SOLAR,,,,0,0,64289,33829,6760,3557,
58123,RFCE,RFC East,SUN,SOLAR,,,,0,0,26095,13732,2744,1444,
56888,RFCE,RFC East,SUN,SOLAR,,,,0,0,34996,18416,3680,1936,
57848,RFCE,RFC East,LFG,BIOMASS,0.769216134,Yes,,78710,33560,93202,41186,9488,4198,9823.145025
57383,RFCE,RFC East,SUN,SOLAR,,,,0,0,16605,8738,1746,919,
2385,RFCE,RFC East,DFO,OIL,1,,,34498.9,13899,34498.9,13899,1175,444,29360.76596
56963,RFCE,RFC East,NG,GAS,1,,,4171817.912,1633009.354,4171817.912,1633009.354,357976,0,11653.90393
59186,RFCE,RFC East,SUN,SOLAR,,,,0,0,59951,38838,6304,4084,
6776,RFCE,RFC East,DFO,OIL,1,,,36733.6,1043,36733.6,1043,2409,88,15248.48485
50885,RFCE,RFC East,MSW,BIOMASS,0.164111763,Yes,,2041622.936,875786.993,2041622.936,875786.993,86036,35923,23729.86815
58357,RFCE,RFC East,SUN,SOLAR,,,,0,0,56586,29776,5950,3131,
57805,RFCE,RFC East,SUN,SOLAR,,,,0,0,21892,11520,2302,1211,
58361,RFCE,RFC East,SUN,SOLAR,,,,0,0,42376,22299,4456,2345,
59751,RFCE,RFC East,SUN,SOLAR,,,,0,0,,,,,
59116,RFCE,RFC East,LFG,BIOMASS,0.352192732,Yes,,209432,89299,209432,89299,16502,7036,12691.31014
57839,RFCE,RFC East,NG,GAS,,,,,,,,,,
6522,RFCE,RFC East,WAT,HYDRO,,,,0,0,0,0,-236904,-95789.001,
57382,RFCE,RFC East,SUN,SOLAR,,,,0,0,51925,27324,5460,2873,
7789,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,236837.001,112803.001,24904.001,11862,
55210,AZNM,WECC Southwest,NG,GAS,1,,,4332916.34,3008133.99,4332916.34,3008133.99,545740,388528,7939.524939
57577,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,107149,62378,11267,6559,
57567,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,42395,24680,4458,2595,
2475,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
58939,SPSO,SPP South,WND,WIND,,,,0,0,29,0,3,0,
58940,SPSO,SPP South,WND,WIND,,,,0,0,38,0,4,0,
2465,NWPP,WECC Northwest,NG,GAS,0.813121272,,,1329957.861,609138.566,1329957.861,609138.566,137532,62040,9670.170295
56656,AZNM,WECC Southwest,WND,WIND,,,,0,0,,,,,
59252,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
56336,AZNM,WECC Southwest,WND,WIND,,,,0,0,2510515,715256,263987,75211,
54221,NWPP,WECC Northwest,NG,GAS,,,,,,,,,,
58689,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,30346,17667,3191,1858,
55977,NWPP,WECC Northwest,NG,GAS,0.399989209,,,2608031.476,1320479.229,2608031.476,1320479.229,328679,166726,7934.889287
58465,SPSO,SPP South,WND,WIND,,,,0,0,345907,130696,36373,13743,
58464,SPSO,SPP South,WND,WIND,,,,0,0,332431,125604,34956,13208,
59251,SPSO,SPP South,SUN,SOLAR,,,,0,0,,,,,
59846,SPSO,SPP South,SUN,SOLAR,,,,0,0,,,,,
56293,SPSO,SPP South,WND,WIND,,,,0,0,3011627,1200371,316680,126222,
2453,SPSO,SPP South,NG,GAS,1,,,5819,2805,5819,2805,272,131,21393.38235
54667,AZNM,WECC Southwest,NG,GAS,1,,Yes,403665.223,180169.807,403665.223,180169.807,29640,12644,13618.93465
59619,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57243,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,593834,273603,62443,28770,
59653,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
2454,SPSO,SPP South,NG,GAS,0.946945365,,,11216322.32,3659270.36,11216322.32,3659270.36,1054420,338961,10637.4332
57575,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,201001,117015,21136,12305,
55252,SPSO,SPP South,NG,GAS,,,,,,,,,,
58098,AZNM,WECC Southwest,WND,WIND,,,,0,0,,,,,
7593,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,,,,,
6402,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,121716,57972.999,12798.999,6096,
87,AZNM,WECC Southwest,SUB,COAL,0.304539115,,,14946929.18,7172793.348,14946929.18,7172793.348,1389687,667174,10755.60841
59393,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,36643,21332,3853,2243,
50906,AZNM,WECC Southwest,NG,GAS,0.46840304,,Yes,828136,399300,828136,399300,74101,35433.049,11175.77361
2442,NWPP,WECC Northwest,BIT,COAL,0.601559411,,,83750954.8,36074541.22,83750954.8,36074541.22,8729344,3706357,9594.18655
54734,AZNM,WECC Southwest,DFO,OIL,1,,,1605.997,677.004,1605.997,677.004,165.001,68.993,9733.256162
59047,AZNM,WECC Southwest,WND,WIND,,,,0,0,,,,,
50997,AZNM,WECC Southwest,NG,GAS,,,Yes,,,,,,,
58576,SPSO,SPP South,SUN,SOLAR,,,,0,0,50042,29132,5262,3063,
57591,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,76014,44252,7993,4653,
56945,AZNM,WECC Southwest,WND,WIND,,,,0,0,2626890,844640,276224,88816,
56458,SPSO,SPP South,NG,GAS,0.551629937,,,20971781.39,10406776.97,20971781.39,10406776.97,2705124,1350524,7752.613703
58240,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,28529,16608,3000,1746,
58284,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
2447,AZNM,WECC Southwest,DFO,OIL,,,,,,,,,,
57576,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,99104,57693,10421,6067,
57872,SPSO,SPP South,NG,GAS,1,,,616740,297371,616740,297371,66615,32120,9258.275163
58629,AZNM,WECC Southwest,GEO,GEOTHERMAL,,,,0,0,83079,32319,8736,3399,
7967,AZNM,WECC Southwest,NG,GAS,1,,,262262.904,166081.275,262262.904,166081.275,22265,10735,11779.15581
58256,AZNM,WECC Southwest,SUN,SOLAR,,,,,,14617,8509,1537,895,
57571,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,154776,90103,16275,9475,
55343,AZNM,WECC Southwest,NG,GAS,0.732516977,,,15806609.1,7725983.861,15806609.1,7725983.861,2052629,1012392,7700.665388
59010,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,830005,550991,87277,57938,
57947,AZNM,WECC Southwest,WND,WIND,,,,0,0,1119954,409243,117766,43033,
2446,SPSO,SPP South,NG,GAS,0.957090369,,,4252960.734,1596616.339,4252960.734,1596616.339,419237,155592,10144.52621
58521,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,179036,104228,18826,10960,
59618,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57106,SPSO,SPP South,WND,WIND,,,,0,0,29548,9912,3107,1042,
54814,NWPP,WECC Northwest,NG,GAS,0.950257663,,Yes,1668907.227,725951.7169,1668907.227,725951.717,244835,118051,6816.456908
59838,SPSO,SPP South,WND,WIND,,,,0,0,,,,,
584,AZNM,WECC Southwest,WAT,HYDRO,,,,0,0,577046,274841,60678,28900,
54975,AZNM,WECC Southwest,NG,GAS,0,,Yes,410811.5598,198080.3953,410811.56,198080.395,34948,16851,11754.93762
56097,AZNM,WECC Southwest,WND,WIND,,,,0,0,4654582,1548817,489441,162862,
58520,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,175708,102289,18476,10756,
55312,AZNM,WECC Southwest,DFO,OIL,,,Yes,,,,,,,
58899,AZNM,WECC Southwest,SUN,SOLAR,,,,,,6326,3683,665,387,
7975,AZNM,WECC Southwest,NG,GAS,1,,,703211.644,256508.522,703211.644,256508.522,57106,27263,12314.14639
58125,SPSO,SPP South,DFO,OIL,1,,,12659,4964,12659,4964,706,277,17930.5949
57369,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,28047,16327,2949,1717,
57357,AZNM,WECC Southwest,WND,WIND,,,,0,0,2218779,652235,233310,68584,
2450,AZNM,WECC Southwest,NG,GAS,1,,,955404.317,740758.497,955404.317,740758.497,72579,57267,13163.64674
55039,AZNM,WECC Southwest,NG,GAS,1,,,217575.837,107474.106,217575.837,107474.106,18434,8661,11802.96393
2444,AZNM,WECC Southwest,NG,GAS,0.84019031,,,10901905.22,5243958.626,10901905.22,5243958.626,965505,462573,11291.40213
58589,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,22242,12949,2339,1362,
57338,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,489080,284722,51428,29939,
58771,SPSO,SPP South,WND,WIND,,,,0,0,,,,,
2451,NWPP,WECC Northwest,BIT,COAL,0.26673021,,,117727882.3,51515064.52,117727882.3,51515064.52,10360010,4486725,11363.68423
56304,SPSO,SPP South,WND,WIND,,,,0,0,3829165,1287559,402646,135390,
59558,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,323,0,34,0,
58479,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,43337,25229,4557,2653,
58540,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,20296,11815,2134,1242,
10339,AZNM,WECC Southwest,NG,GAS,0.332774088,Yes,Yes,210600.7815,96394.74725,210600.782,96394.747,34709,15887,6067.613055
59560,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57736,SPSO,SPP South,SUN,SOLAR,,,,0,0,210352,122459,22119,12877,
57737,SPSO,SPP South,SUN,SOLAR,,,,0,0,211358,123045,22225,12939,
57738,SPSO,SPP South,SUN,SOLAR,,,,0,0,212368,123632,22331,13000,
57739,SPSO,SPP South,SUN,SOLAR,,,,0,0,220613,128431,23198,13505,
57740,ERCT,ERCOT All,SUN,SOLAR,,,,0,0,209534,121982,22033,12827,
58794,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,11061,7459,1163,784,
58588,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,23203,13508,2440,1420,
57986,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,257890,150134,27118,15787,
57985,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,312850,182129,32897,19151,
57258,SPSO,SPP South,WND,WIND,,,,0,0,51250,17194,5389,1808,
57476,AZNM,WECC Southwest,DFO,OIL,,,,,,,,,,
2469,SPSO,SPP South,DFO,OIL,,,,,,,,,,
50905,AZNM,WECC Southwest,NG,GAS,,,,,,,,,,
55802,AZNM,WECC Southwest,NG,GAS,1,,,783272.048,466151.705,783272.048,466151.705,64342,38980,12173.57322
57887,SPSO,SPP South,WND,WIND,,,,0,0,902158,308942,94864,32486,
58010,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,87,51,9,5,
59869,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
55514,AZNM,WECC Southwest,NG,GAS,0.809532869,,,11669512.04,6576791.162,11669512.04,6576791.162,1653509,923643,7057.422752
58489,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,497242,245751,52286,25841,
6509,NWPP,WECC Northwest,DFO,OIL,,,,,,,,,,
10287,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,1030246,400378,108333,42101,
55991,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,495746.999,149213,52129,15690,
6510,NWPP,WECC Northwest,DFO,OIL,1,,,249.999,116.001,249.999,116.001,-291,-145.128,-859.1030928
55322,AZNM,WECC Southwest,NG,GAS,0.544690685,,,45091573.47,20728397.62,45091573.47,20728397.62,6075067,2779847,7422.39937
57348,AZNM,WECC Southwest,NG,GAS,0,,Yes,710982,351899,710982,351899,64263,31807,11063.62915
2322,AZNM,WECC Southwest,NG,GAS,1,,,1399985.598,1146689.93,1399985.598,1146689.93,518486.995,498517.998,2700.13638
56944,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,188953,93386,19869,9820,
57205,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,983868,453494.001,103455.999,47685.999,
58017,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,2139616.999,996838,224986.001,104819.999,
58915,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,1476789,691662,155287.999,72730.001,
59814,AZNM,WECC Southwest,SUN,SOLAR,,,,0,0,,,,,
57275,NWPP,WECC Northwest,SUN,SOLAR,,,,0,0,,,,,
10018,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,695210,270176,73103,28410,
55077,AZNM,WECC Southwest,NG,GAS,0.787006392,,,11123508.36,5033754.954,11123508.36,5033754.954,1539121,687656,7227.1825
10681,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,,,,,
56642,NWPP,WECC Northwest,SUB,COAL,,,,,,,,,,
50760,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,,,,,
57213,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,983820,382337,103451,40204,
6511,NWPP,WECC Northwest,DFO,OIL,,,,,,,,,,
6513,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,112656,50355,11846,5295,
