,MECS_NAICS,MECS_Region,MECS_FT_byp,MECS_FT,End_use,Byp_fraction
96,312,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
97,312,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
98,312,South,Petroleum_coke,Other,Process Heating,0.0
99,312,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
100,312,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
101,312,US,Petroleum_coke,Other,Process Heating,0.0
102,312,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
103,312,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
104,312,West,Petroleum_coke,Other,Process Heating,0.0
105,312,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
106,312,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
107,312,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
108,312,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
109,312,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
110,312,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
111,312,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.04090909146326632
112,312,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0045454546070295915
113,312,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
114,312,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.022499999916180968
115,312,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0024999999906867745
116,312,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
117,312,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
118,312,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
119,312,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
120,312,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
121,312,Midwest,Biomass,Other,Conventional Boiler Use,0.0
122,312,Midwest,Biomass,Other,Process Heating,0.0
123,312,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
124,312,Northeast,Biomass,Other,Conventional Boiler Use,0.0
125,312,Northeast,Biomass,Other,Process Heating,0.0
126,312,South,Biomass,Other,CHP and/or Cogeneration Process,0.4500000091438944
127,312,South,Biomass,Other,Conventional Boiler Use,0.05000000101598826
128,312,South,Biomass,Other,Process Heating,0.0
129,312,US,Biomass,Other,CHP and/or Cogeneration Process,0.24750000075437129
130,312,US,Biomass,Other,Conventional Boiler Use,0.02750000008381903
131,312,US,Biomass,Other,Process Heating,0.0
132,312,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
133,312,West,Biomass,Other,Conventional Boiler Use,0.0
134,312,West,Biomass,Other,Process Heating,0.0
135,312,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.9
136,312,Midwest,Steam,Other,Conventional Boiler Use,0.1
137,312,Midwest,Steam,Other,Process Heating,0.0
138,312,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.0
139,312,Northeast,Steam,Other,Conventional Boiler Use,0.0
140,312,Northeast,Steam,Other,Process Heating,0.0
141,312,South,Steam,Other,CHP and/or Cogeneration Process,0.368181807929573
142,312,South,Steam,Other,Conventional Boiler Use,0.040909089769952556
143,312,South,Steam,Other,Process Heating,0.0
144,312,US,Steam,Other,CHP and/or Cogeneration Process,0.6074999994132668
145,312,US,Steam,Other,Conventional Boiler Use,0.06749999993480742
146,312,US,Steam,Other,Process Heating,0.0
147,312,West,Steam,Other,CHP and/or Cogeneration Process,0.8549999993294478
148,312,West,Steam,Other,Conventional Boiler Use,0.0949999999254942
149,312,West,Steam,Other,Process Heating,0.0
150,313,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
151,313,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
152,313,Midwest,Waste_gas,Other,Process Heating,0.0
153,313,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
154,313,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
155,313,Northeast,Waste_gas,Other,Process Heating,0.0
156,313,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
157,313,South,Waste_gas,Other,Conventional Boiler Use,0.0
158,313,South,Waste_gas,Other,Process Heating,0.0
159,313,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
160,313,US,Waste_gas,Other,Conventional Boiler Use,0.0
161,313,US,Waste_gas,Other,Process Heating,0.0
162,313,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
163,313,West,Waste_gas,Other,Conventional Boiler Use,0.0
164,313,West,Waste_gas,Other,Process Heating,0.0
165,313,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
166,313,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
167,313,Midwest,Petroleum_coke,Other,Process Heating,0.0
168,313,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
169,313,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
170,313,Northeast,Petroleum_coke,Other,Process Heating,0.0
171,313,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
172,313,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
173,313,South,Petroleum_coke,Other,Process Heating,0.0
174,313,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
175,313,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
176,313,US,Petroleum_coke,Other,Process Heating,0.0
177,313,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
178,313,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
179,313,West,Petroleum_coke,Other,Process Heating,0.0
180,313,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
181,313,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
182,313,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
183,313,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
184,313,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
185,313,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
186,313,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.012857143048729217
187,313,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.001428571449858802
188,313,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
189,313,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.007500000111758709
190,313,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0008333333457509677
191,313,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
192,313,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
193,313,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
194,313,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
195,313,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
196,313,Midwest,Biomass,Other,Conventional Boiler Use,0.0
197,313,Midwest,Biomass,Other,Process Heating,0.0
198,313,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
199,313,Northeast,Biomass,Other,Conventional Boiler Use,0.0
200,313,Northeast,Biomass,Other,Process Heating,0.0
201,313,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
202,313,South,Biomass,Other,Conventional Boiler Use,0.0
203,313,South,Biomass,Other,Process Heating,0.0
204,313,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
205,313,US,Biomass,Other,Conventional Boiler Use,0.0
206,313,US,Biomass,Other,Process Heating,0.0
207,313,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
208,313,West,Biomass,Other,Conventional Boiler Use,0.0
209,313,West,Biomass,Other,Process Heating,0.0
210,313,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.9
211,313,Midwest,Steam,Other,Conventional Boiler Use,0.1
212,313,Midwest,Steam,Other,Process Heating,0.0
213,313,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.9
214,313,Northeast,Steam,Other,Conventional Boiler Use,0.1
215,313,Northeast,Steam,Other,Process Heating,0.0
216,313,South,Steam,Other,CHP and/or Cogeneration Process,0.8871428569512707
217,313,South,Steam,Other,Conventional Boiler Use,0.0985714285501412
218,313,South,Steam,Other,Process Heating,0.0
219,313,US,Steam,Other,CHP and/or Cogeneration Process,0.8924999998882414
220,313,US,Steam,Other,Conventional Boiler Use,0.09916666665424904
221,313,US,Steam,Other,Process Heating,0.0
222,313,West,Steam,Other,CHP and/or Cogeneration Process,0.9
223,313,West,Steam,Other,Conventional Boiler Use,0.1
224,313,West,Steam,Other,Process Heating,0.0
225,314,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
226,314,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
227,314,Midwest,Waste_gas,Other,Process Heating,0.0
228,314,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
229,314,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
230,314,Northeast,Waste_gas,Other,Process Heating,0.0
231,314,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.9
232,314,South,Waste_gas,Other,Conventional Boiler Use,0.1
233,314,South,Waste_gas,Other,Process Heating,0.0
234,314,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.9
235,314,US,Waste_gas,Other,Conventional Boiler Use,0.1
236,314,US,Waste_gas,Other,Process Heating,0.0
237,314,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
238,314,West,Waste_gas,Other,Conventional Boiler Use,0.0
239,314,West,Waste_gas,Other,Process Heating,0.0
240,314,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
241,314,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
242,314,Midwest,Petroleum_coke,Other,Process Heating,0.0
243,314,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
244,314,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
245,314,Northeast,Petroleum_coke,Other,Process Heating,0.0
246,314,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
247,314,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
248,314,South,Petroleum_coke,Other,Process Heating,0.0
249,314,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
250,314,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
251,314,US,Petroleum_coke,Other,Process Heating,0.0
252,314,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
253,314,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
254,314,West,Petroleum_coke,Other,Process Heating,0.0
255,314,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
256,314,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
257,314,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
258,314,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
259,314,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
260,314,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
261,314,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
262,314,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
263,314,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
264,314,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
265,314,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
266,314,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
267,314,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
268,314,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
269,314,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
270,314,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
271,314,Midwest,Biomass,Other,Conventional Boiler Use,0.0
272,314,Midwest,Biomass,Other,Process Heating,0.0
273,314,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
274,314,Northeast,Biomass,Other,Conventional Boiler Use,0.0
275,314,Northeast,Biomass,Other,Process Heating,0.0
276,314,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
277,314,South,Biomass,Other,Conventional Boiler Use,0.0
278,314,South,Biomass,Other,Process Heating,0.0
279,314,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
280,314,US,Biomass,Other,Conventional Boiler Use,0.0
281,314,US,Biomass,Other,Process Heating,0.0
282,314,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
283,314,West,Biomass,Other,Conventional Boiler Use,0.0
284,314,West,Biomass,Other,Process Heating,0.0
285,314,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.9
286,314,Midwest,Steam,Other,Conventional Boiler Use,0.1
287,314,Midwest,Steam,Other,Process Heating,0.0
288,314,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.0
289,314,Northeast,Steam,Other,Conventional Boiler Use,0.0
290,314,Northeast,Steam,Other,Process Heating,0.0
291,314,South,Steam,Other,CHP and/or Cogeneration Process,0.0
292,314,South,Steam,Other,Conventional Boiler Use,0.0
293,314,South,Steam,Other,Process Heating,0.0
294,314,US,Steam,Other,CHP and/or Cogeneration Process,0.0
295,314,US,Steam,Other,Conventional Boiler Use,0.0
296,314,US,Steam,Other,Process Heating,0.0
297,314,West,Steam,Other,CHP and/or Cogeneration Process,0.0
298,314,West,Steam,Other,Conventional Boiler Use,0.0
299,314,West,Steam,Other,Process Heating,0.0
300,315,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
301,315,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
302,315,Midwest,Waste_gas,Other,Process Heating,0.0
303,315,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
304,315,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
305,315,Northeast,Waste_gas,Other,Process Heating,0.0
306,315,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
307,315,South,Waste_gas,Other,Conventional Boiler Use,0.0
308,315,South,Waste_gas,Other,Process Heating,0.0
309,315,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
310,315,US,Waste_gas,Other,Conventional Boiler Use,0.0
311,315,US,Waste_gas,Other,Process Heating,0.0
312,315,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
313,315,West,Waste_gas,Other,Conventional Boiler Use,0.0
314,315,West,Waste_gas,Other,Process Heating,0.0
315,315,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
316,315,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
317,315,Midwest,Petroleum_coke,Other,Process Heating,0.0
318,315,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
319,315,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
320,315,Northeast,Petroleum_coke,Other,Process Heating,0.0
321,315,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
322,315,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
323,315,South,Petroleum_coke,Other,Process Heating,0.0
324,315,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
325,315,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
326,315,US,Petroleum_coke,Other,Process Heating,0.0
327,315,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
328,315,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
329,315,West,Petroleum_coke,Other,Process Heating,0.0
330,315,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
331,315,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
332,315,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
333,315,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
334,315,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
335,315,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
336,315,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
337,315,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
338,315,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
339,315,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
340,315,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
341,315,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
342,315,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
343,315,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
344,315,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
345,315,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
346,315,Midwest,Biomass,Other,Conventional Boiler Use,0.0
347,315,Midwest,Biomass,Other,Process Heating,0.0
348,315,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
349,315,Northeast,Biomass,Other,Conventional Boiler Use,0.0
350,315,Northeast,Biomass,Other,Process Heating,0.0
351,315,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
352,315,South,Biomass,Other,Conventional Boiler Use,0.0
353,315,South,Biomass,Other,Process Heating,0.0
354,315,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
355,315,US,Biomass,Other,Conventional Boiler Use,0.0
356,315,US,Biomass,Other,Process Heating,0.0
357,315,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
358,315,West,Biomass,Other,Conventional Boiler Use,0.0
359,315,West,Biomass,Other,Process Heating,0.0
360,315,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.0
361,315,Midwest,Steam,Other,Conventional Boiler Use,0.0
362,315,Midwest,Steam,Other,Process Heating,0.0
363,315,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.0
364,315,Northeast,Steam,Other,Conventional Boiler Use,0.0
365,315,Northeast,Steam,Other,Process Heating,0.0
366,315,South,Steam,Other,CHP and/or Cogeneration Process,0.9
367,315,South,Steam,Other,Conventional Boiler Use,0.1
368,315,South,Steam,Other,Process Heating,0.0
369,315,US,Steam,Other,CHP and/or Cogeneration Process,0.9
370,315,US,Steam,Other,Conventional Boiler Use,0.1
371,315,US,Steam,Other,Process Heating,0.0
372,315,West,Steam,Other,CHP and/or Cogeneration Process,0.0
373,315,West,Steam,Other,Conventional Boiler Use,0.0
374,315,West,Steam,Other,Process Heating,0.0
375,316,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
376,316,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
377,316,Midwest,Waste_gas,Other,Process Heating,0.0
378,316,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
379,316,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
380,316,Northeast,Waste_gas,Other,Process Heating,0.0
381,316,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
382,316,South,Waste_gas,Other,Conventional Boiler Use,0.0
383,316,South,Waste_gas,Other,Process Heating,0.0
384,316,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
385,316,US,Waste_gas,Other,Conventional Boiler Use,0.0
386,316,US,Waste_gas,Other,Process Heating,0.0
387,316,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
388,316,West,Waste_gas,Other,Conventional Boiler Use,0.0
389,316,West,Waste_gas,Other,Process Heating,0.0
390,316,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
391,316,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
392,316,Midwest,Petroleum_coke,Other,Process Heating,0.0
393,316,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
394,316,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
395,316,Northeast,Petroleum_coke,Other,Process Heating,0.0
396,316,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
397,316,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
398,316,South,Petroleum_coke,Other,Process Heating,0.0
399,316,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
400,316,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
401,316,US,Petroleum_coke,Other,Process Heating,0.0
402,316,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
403,316,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
404,316,West,Petroleum_coke,Other,Process Heating,0.0
405,316,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
406,316,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
407,316,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
408,316,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
