,NAICS,Description,Utilization Rate,UR_Standard Error,Weekly_op_hours,Hours_Standard Error,Q,Year
2641,33991,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",75.220702854,7.4060634838,41.786636,1.0255094404,q2,2014
2642,33991,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",71.9398902,7.80096704,47.225777,5.41923557,q3,2014
2643,33991,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",69.2272829,4.25849629,41.134937,0.42985956,q4,2014
2644,33992,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",68.240472793,7.9004472268,46.046307,4.0380136799,q1,2014
2645,33992,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",75.220702854,7.4060634838,41.786636,1.0255094404,q2,2014
2646,33992,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",71.9398902,7.80096704,47.225777,5.41923557,q3,2014
2647,33992,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",69.2272829,4.25849629,41.134937,0.42985956,q4,2014
2648,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",68.240472793,7.9004472268,46.046307,4.0380136799,q1,2014
2649,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",75.220702854,7.4060634838,41.786636,1.0255094404,q2,2014
2650,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",71.9398902,7.80096704,47.225777,5.41923557,q3,2014
2651,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",69.2272829,4.25849629,41.134937,0.42985956,q4,2014
2652,33994,Office supplies (except paper) and sign mfg.,66.385048633,4.2270437827,52.364613,5.4468862146,q1,2014
2653,33994,Office supplies (except paper) and sign mfg.,67.861754355,3.2493382896,48.183685,2.7846958984,q2,2014
2654,33994,Office supplies (except paper) and sign mfg.,70.3531791,2.27023984,45.806470000000004,2.88271653,q3,2014
2655,33994,Office supplies (except paper) and sign mfg.,67.9328064,2.3903517,45.96403,3.07045526,q4,2014
2656,33995,Office supplies (except paper) and sign mfg.,66.385048633,4.2270437827,52.364613,5.4468862146,q1,2014
2657,33995,Office supplies (except paper) and sign mfg.,67.861754355,3.2493382896,48.183685,2.7846958984,q2,2014
2658,33995,Office supplies (except paper) and sign mfg.,70.3531791,2.27023984,45.806470000000004,2.88271653,q3,2014
2659,33995,Office supplies (except paper) and sign mfg.,67.9328064,2.3903517,45.96403,3.07045526,q4,2014
2660,51111,Newspaper and book publishers,48.365563957,8.7290670187,52.495630000000006,4.4770553449,q1,2014
2661,51111,Newspaper and book publishers,47.503979542,9.1816969695,53.811946999999996,4.8534459706,q2,2014
2662,51111,Newspaper and book publishers,51.6201399,10.295189,60.3198,8.63008505,q3,2014
2663,51111,Newspaper and book publishers,52.8857551,10.5367016,55.07212,5.58487455,q4,2014
2664,51113,Newspaper and book publishers,48.365563957,8.7290670187,52.495630000000006,4.4770553449,q1,2014
2665,51113,Newspaper and book publishers,47.503979542,9.1816969695,53.811946999999996,4.8534459706,q2,2014
2666,51113,Newspaper and book publishers,51.6201399,10.295189,60.3198,8.63008505,q3,2014
2667,51113,Newspaper and book publishers,52.8857551,10.5367016,55.07212,5.58487455,q4,2014
2668,51114,All other publishers,56.396503085,7.4912478022,74.24985,20.242389344,q1,2014
2669,51114,All other publishers,70.212647352,4.8402425711,83.10209,18.900320692,q2,2014
2670,51114,All other publishers,68.9482859,5.73461901,69.53564,19.2264576,q3,2014
2671,51114,All other publishers,63.5923947,6.57067797,51.38262,6.69118708,q4,2014
2672,51119,All other publishers,56.396503085,7.4912478022,74.24985,20.242389344,q1,2014
2673,51119,All other publishers,70.212647352,4.8402425711,83.10209,18.900320692,q2,2014
2674,51119,All other publishers,68.9482859,5.73461901,69.53564,19.2264576,q3,2014
2675,51119,All other publishers,63.5923947,6.57067797,51.38262,6.69118708,q4,2014
2676,31-33,All manufacturing 1/,69.8610244,0.67544722,66.69079,0.99813531,q1,2015
2677,31191,Snack food mfg.,72.4009031,5.55591703,113.04843999999999,7.20599802,q1,2015
2678,31192,Coffee and tea mfg.,67.831376,4.22712261,134.30956,11.5101194,q1,2015
2679,3121,Beverage mfg.,68.286291,3.04926074,68.240425,5.85565844,q1,2015
2680,3122,Tobacco mfg.,58.0734924,2.14802284,55.73887,16.4657021,q1,2015
2681,3131,"Fiber, yarn, and thread mills",76.4566572,3.02121486,101.57545999999999,20.9018805,q1,2015
2682,3132,Fabric mills,74.7050475,6.56996688,110.23128999999999,15.1166747,q1,2015
2683,3133,"Textile and fabric finishing, and fabric coating mills",68.5523761,4.64540794,77.765816,20.7597005,q1,2015
2684,3141,Textile furnishings mills,66.1095588,6.20275485,47.243137,5.99870091,q1,2015
2685,3149,Other textile product mills,75.1486133,2.83259656,57.757103,9.94506391,q1,2015
2686,31511,Hosiery and sock mills,49.8403585,3.11492606,79.45694,23.4569286,q1,2015
2687,31519,Other apparel knitting mills,52.3136953,26.5906349,42.4871,37.1266327,q1,2015
2688,31521,Cut and sew apparel contractors,61.072035,5.84362774,37.071220000000004,4.58827346,q1,2015
2689,31522,Men's and boy's cut and sew apparel mfg.,75.2457234,26.6638247,42.763096000000004,1.45900468,q1,2015
2690,31523,Women's and girl's cut and sew apparel mfg.,70.957403,22.3332398,40.0,6.6298e-14,q1,2015
2691,31529,Other cut and sew apparel mfg.,74.279487,5.19057344,43.65041,11.5093319,q1,2015
2692,3159,Apparel accessories and other apparel mfg.,65.5072094,7.02076244,40.394802,1.08841269,q1,2015
2693,3161,Leather and hide tanning and finishing,70.4514933,1.34340506,58.64869300000001,2.81726193,q1,2015
2694,3162,Footwear mfg.,68.4729549,3.44792362,43.616135,3.16204314,q1,2015
2695,3169,Other leather and allied product mfg.,47.3005121,3.5631065,42.617477,2.30186055,q1,2015
2696,3211,Sawmills and wood preservation,63.3759705,6.07582578,47.50332,3.18403212,q1,2015
2697,3212,"Veneer, plywood, and engineered wood product mfg.",64.5211535,8.17215001,67.50539,8.81642785,q1,2015
2698,3219,Other wood product mfg.,63.4685179,2.37176043,50.194065,4.82286546,q1,2015
2699,32211,Pulp mills,92.1305719,2.00568219,168.0,5.8127e-14,q1,2015
2700,32212,Paper mills,82.2165035,4.17023377,146.61518999999998,11.2368837,q1,2015
2701,32213,Paperboard mills,95.4153419,1.76440805,137.15382,16.1006464,q1,2015
2702,3222,Converted paper product mfg.,72.974787,2.29329593,89.972664,8.45611492,q1,2015
2703,3231,Printing and related support activities,56.1478505,3.95676133,60.665325,3.58256367,q1,2015
2704,32411,Petroleum refineries,77.9962678,2.04780431,162.2157,1.63030229,q1,2015
2705,32511,Petrochemical mfg.,78.9407337,3.91337987,167.59648,1.45645473,q1,2015
2706,325193,Ethyl alcohol mfg.,90.7634973,2.70292616,167.22925,0.56662045,q1,2015
2707,325211,Plastics material and resin mfg.,62.9688229,6.16212879,65.41173,11.7339362,q1,2015
2708,325212,Synthetic rubber mfg.,56.405053,5.5977674,69.43646,29.694293,q1,2015
2709,32522,Artificial and synthetic fibers and filaments mfg.,70.8272347,5.54039298,62.936436,60.1891015,q1,2015
2710,32531,Fertilizer mfg.,67.179378,4.84046717,106.208855,13.611753,q1,2015
2711,32532,Pesticide and other agricultural chemical mfg.,46.9077636,4.79999464,64.53442,72.3729305,q1,2015
2712,3254,Pharmaceutical and medicine mfg.,55.2950994,2.04587051,69.88948,17.5973107,q1,2015
2713,3255,"Paint, coating, and adhesive mfg.",63.156487,4.59819515,55.40214,7.01466771,q1,2015
2714,3256,"Soap, cleaning compound, and toilet preparation mfg.",57.8433219,3.37288627,63.228080000000006,8.62855035,q1,2015
2715,3259,Other chemical product and preparation mfg.,65.3533312,3.70676639,81.95025,16.5837232,q1,2015
2716,3261,Plastics product mfg.,65.7084133,4.10435348,78.54406,6.11600605,q1,2015
2717,32621,Tire mfg.,87.0819871,4.4140442,59.359993,16.1438174,q1,2015
2718,3271,Clay product and refractory mfg.,50.9527341,6.24423594,112.15053600000002,16.0682891,q1,2015
2719,3272,Glass and glass product mfg.,81.2765272,3.84683216,79.480965,11.0642605,q1,2015
2720,32731,Cement mfg.,61.0797391,1.73731898,128.42145,19.7797284,q1,2015
2721,3274,Lime and gypsum product mfg.,56.7747799,8.7005172,67.14256999999999,37.0811588,q1,2015
2722,3279,Other nonmetallic mineral product mfg,66.1196539,3.46379889,57.08565,5.30097588,q1,2015
2723,3313,Alumina and aluminum production and processing,69.6226745,4.98993546,120.99172,25.5371547,q1,2015
2724,3314,Nonferrous metal (except aluminum) production and processing,55.9300249,5.14350186,72.36793,12.7460412,q1,2015
2725,3315,Foundries,74.1018437,2.32721875,68.08667,9.63094479,q1,2015
2726,3331,"Agriculture, construction, and mining machinery mfg.",62.0077616,2.67391182,72.501396,11.2235461,q1,2015
2727,3332,Industrial machinery mfg.,57.4766139,3.84827572,54.264824,4.59475924,q1,2015
2728,3333,Commercial and service industry machinery mfg.,79.4420228,3.30042337,64.80058000000001,15.481423,q1,2015
2729,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",55.467105,4.45686705,67.66473,8.43577248,q1,2015
2730,3335,Metalworking machinery mfg.,63.3704059,8.43673548,59.479847,5.30171894,q1,2015
2731,3336,"Engine, turbine, and power transmission equipment mfg.",79.3416904,2.56665536,94.292755,15.5355041,q1,2015
2732,3339,Other general purpose machinery mfg.,66.606281,3.23720795,60.07023,6.23299912,q1,2015
2733,3341,Computer and peripheral equipment mfg.,55.7569198,3.85830305,45.9346,4.06245592,q1,2015
2734,3342,Communications equipment mfg.,63.2354013,5.06116365,58.42100500000001,9.10903909,q1,2015
2735,334411,Electron tube mfg.,56.7880545,1.16861636,70.60624,10.7496422,q1,2015
2736,334413,Semiconductor and related device mfg.,88.7191996,1.66770436,64.81597,37.5047694,q1,2015
2737,3345,"Navigational, measuring, electromedical, and control instruments mfg.",63.3452439,4.87553259,58.330481999999996,5.50003608,q1,2015
2738,3351,Electric lighting equipment mfg.,50.1446022,3.77839947,43.43934,7.53056369,q1,2015
2739,3352,Household appliance mfg.,59.2744171,13.1673258,52.294006,16.1162622,q1,2015
2740,336111,Automobile mfg.,81.3738662,2.26395675,98.32018000000001,4.40583044,q1,2015
2741,336112,Light truck and utility vehicle mfg.,93.6883975,0.9786682,102.03107,2.53937897,q1,2015
2742,33612,Heavy duty truck mfg.,62.5490247,3.38569272,74.0635,3.9992304,q1,2015
2743,3362,Motor vehicle body and trailer mfg.,69.2536321,3.31148818,48.850765,4.77662847,q1,2015
2744,3363,Motor vehicle parts mfg.,72.8602325,6.36752005,85.0142,8.68922665,q1,2015
2745,3364,Aerospace product and parts mfg.,86.5234039,1.47990566,86.27882,24.0184761,q1,2015
2746,3371,Household and institutional furniture and kitchen cabinet mfg.,67.7017543,3.1820569,42.622826,1.04916915,q1,2015
2747,3372,Office furniture (incl. fixtures) mfg.,62.6894469,4.55804005,51.649155,6.80847201,q1,2015
2748,3379,Other furniture related product mfg.,80.5490132,2.97839315,55.775673,6.36646703,q1,2015
2749,3391,Medical equipment and supplies mfg.,73.3922411,2.68228826,52.58237,3.48212331,q1,2015
2750,33999,All other miscellaneous mfg.,82.9484575,13.9974302,63.55883000000001,10.0698377,q1,2015
2751,51112,Periodical publishers,78.3590977,3.98025531,56.368652000000004,42.9231852,q1,2015
2752,31-33,All manufacturing 1/,74.1,0.7,66.6,1,q2,2015
2753,31191,Snack food mfg.,78.6,3.2,138.0,14.5,q2,2015
2754,31192,Coffee and tea mfg.,61.6,2.9,50.3,15.3,q2,2015
2755,3121,Beverage mfg.,80.1,2.4,73.9,11.6,q2,2015
2756,3122,Tobacco mfg.,62.4,0.6,40.8,11.7,q2,2015
2757,3131,"Fiber, yarn, and thread mills",84.4,3.8,98.4,61.6,q2,2015
2758,3132,Fabric mills,61.0,11.2,85.4,15.8,q2,2015
2759,3133,"Textile and fabric finishing, and fabric coating mills",71.4,8.9,74.7,18.7,q2,2015
2760,3141,Textile furnishings mills,65.9,8.4,67.0,14.9,q2,2015
2761,3149,Other textile product mills,63.2,9.8,48.8,4.2,q2,2015
2762,31511,Hosiery and sock mills,57.1,12.8,94.7,11.9,q2,2015
2763,31519,Other apparel knitting mills,0,0,67.95,0,q2,2015
2764,31521,Cut and sew apparel contractors,69.3,8.3,41.2,2.5,q2,2015
2765,31522,Men's and boy's cut and sew apparel mfg.,61.3,8.9,32.7,8.6,q2,2015
2766,31524,Women's and girl's cut and sew apparel mfg.,88.0,8.0,35.4,9.6,q2,2015
2767,31528,Other cut and sew apparel mfg.,76.2,4.8,40.4,2.4,q2,2015
2768,3159,Apparel accessories and other apparel mfg.,81.1,4.7,43.0,2.4,q2,2015
2769,3161,Leather and hide tanning and finishing,61.8,3.8,53.4,13.3,q2,2015
2770,3162,Footwear mfg.,67.4,5.1,40.3,0.7,q2,2015
2771,3169,Other leather and allied product mfg.,66.4,7.3,44.2,4.2,q2,2015
2772,3211,Sawmills and wood preservation,73.9,4.7,46.5,3.1,q2,2015
2773,3212,"Veneer, plywood, and engineered wood product mfg.",75.4,2.4,64.0,9.9,q2,2015
2774,3219,Other wood product mfg.,72.9,2.5,48.4,3.6,q2,2015
2775,32211,Pulp mills,85.9,2.6,168.0,0,q2,2015
2776,32212,Paper mills,88.2,1.9,160.0,3.8,q2,2015
2777,32213,Paperboard mills,96.3,1.1,138.2,28.5,q2,2015
2778,3222,Converted paper product mfg.,79.7,1.6,87.9,9.5,q2,2015
2779,3231,Printing and related support activities,77.1,2.3,59.3,3,q2,2015
2780,32411,Petroleum refineries,88.6,1.4,166.5,0.9,q2,2015
2781,32511,Petrochemical mfg.,87.1,3.9,150.6,18.9,q2,2015
2782,325193,Ethyl alcohol mfg.,95.4,1.2,166.8,0.5,q2,2015
2783,325211,Plastics material and resin mfg.,75.4,3.0,120.3,22.6,q2,2015
2784,325212,Synthetic rubber mfg.,66.6,3.9,155.3,4.9,q2,2015
2785,32522,Artificial and synthetic fibers and filaments mfg.,86.0,1.9,79.4,23.1,q2,2015
2786,32531,Fertilizer mfg.,78.9,5.3,61.1,15.5,q2,2015
2787,32532,Pesticide and other agricultural chemical mfg.,59.7,1.4,113.3,22,q2,2015
2788,3254,Pharmaceutical and medicine mfg.,62.6,3.5,64.3,8,q2,2015
2789,3255,"Paint, coating, and adhesive mfg.",55.8,4.0,61.4,9.4,q2,2015
2790,3256,"Soap, cleaning compound, and toilet preparation mfg.",58.6,6.0,84.1,28.7,q2,2015
2791,3259,Other chemical product and preparation mfg.,54.5,5.4,73.2,10.8,q2,2015
2792,3261,Plastics product mfg.,76.2,3.2,99.5,6.8,q2,2015
2793,32621,Tire mfg.,93.3,2.3,82.1,28.9,q2,2015
2794,3271,Clay product and refractory mfg.,65.6,4.8,76.1,15.5,q2,2015
2795,3272,Glass and glass product mfg.,81.0,6.2,67.3,9.2,q2,2015
2796,32731,Cement mfg.,72.2,3.9,133.9,31.6,q2,2015
2797,3274,Lime and gypsum product mfg.,70.6,4.8,108.2,34.3,q2,2015
2798,3279,Other nonmetallic mineral product mfg,77.7,3.0,58.9,7.1,q2,2015
2799,3313,Alumina and aluminum production and processing,90.3,2.0,87.7,28.7,q2,2015
2800,3314,Nonferrous metal (except aluminum) production and processing,60.4,2.2,91.3,25.1,q2,2015
2801,3315,Foundries,73.6,3.4,71.1,9.1,q2,2015
2802,3331,"Agriculture, construction, and mining machinery mfg.",61.8,3.0,61.6,7.3,q2,2015
2803,3332,Industrial machinery mfg.,62.9,3.4,54.3,8.2,q2,2015
2804,3333,Commercial and service industry machinery mfg.,73.0,3.4,61.2,7.7,q2,2015
2805,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",72.6,6.3,61.2,11.8,q2,2015
2806,3335,Metalworking machinery mfg.,73.9,2.6,57.3,3.6,q2,2015
2807,3336,"Engine, turbine, and power transmission equipment mfg.",74.1,2.0,80.3,16.7,q2,2015
2808,3339,Other general purpose machinery mfg.,72.4,2.1,60.0,4.1,q2,2015
2809,3341,Computer and peripheral equipment mfg.,70.0,2.0,45.5,3.7,q2,2015
2810,3342,Communications equipment mfg.,58.6,5.5,60.7,15.3,q2,2015
2811,334413,Semiconductor and related device mfg.,86.3,2.1,48.6,6.4,q2,2015
2812,3345,"Navigational, measuring, electromedical, and control instruments mfg.",59.8,5.0,53.2,5.8,q2,2015
2813,3351,Electric lighting equipment mfg.,50.8,9.0,39.1,6.3,q2,2015
2814,3352,Household appliance mfg.,67.2,9.9,48.2,15.7,q2,2015
2815,336111,Automobile mfg.,68.9,11.5,50.6,31.3,q2,2015
2816,336112,Light truck and utility vehicle mfg.,95.9,0.6,62.5,36.5,q2,2015
2817,33612,Heavy duty truck mfg.,70.3,2.5,66.0,9.5,q2,2015
2818,3362,Motor vehicle body and trailer mfg.,83.2,2.3,48.6,4.3,q2,2015
2819,3363,Motor vehicle parts mfg.,86.5,2.1,103.7,10.1,q2,2015
2820,3364,Aerospace product and parts mfg.,90.1,4.1,92.6,9.5,q2,2015
2821,3371,Household and institutional furniture and kitchen cabinet mfg.,73.9,3.6,44.5,2.4,q2,2015
2822,3372,Office furniture (incl. fixtures) mfg.,75.5,4.2,56.1,4.2,q2,2015
2823,3379,Other furniture related product mfg.,86.7,2.9,59.8,10,q2,2015
2824,3391,Medical equipment and supplies mfg.,75.1,3.4,66.6,8,q2,2015
2825,33999,All other miscellaneous mfg.,53.1,2.9,56.9,11.6,q2,2015
2826,51112,Periodical publishers,94.7,25.4,50.0,33.5,q2,2015
2827,31-33,All manufacturing 1/,72.8,0.7,66.8,1,q3,2015
2828,31191,Snack food mfg.,80.8,2.7,126.6,9.8,q3,2015
2829,31192,Coffee and tea mfg.,62.2,2.3,69.6,58.9,q3,2015
2830,3121,Beverage mfg.,78.4,2.2,72.4,11.4,q3,2015
2831,3122,Tobacco mfg.,59.5,0.7,40.1,4.5,q3,2015
2832,3131,"Fiber, yarn, and thread mills",82.7,3.0,101.4,54.4,q3,2015
2833,3132,Fabric mills,55.6,11.8,81.4,16.2,q3,2015
2834,3133,"Textile and fabric finishing, and fabric coating mills",70.7,6.6,79.7,21,q3,2015
2835,3141,Textile furnishings mills,75.0,1.4,69.7,15.7,q3,2015
2836,3149,Other textile product mills,55.8,9.8,47.3,3.7,q3,2015
2837,31521,Cut and sew apparel contractors,81.4,15.2,42.3,1.9,q3,2015
2838,31522,Men's and boy's cut and sew apparel mfg.,73.2,6.4,40.2,0.5,q3,2015
2839,31524,Women's and girl's cut and sew apparel mfg.,84.0,15.8,33.9,6.4,q3,2015
2840,31528,Other cut and sew apparel mfg.,73.8,7.8,38.1,2.3,q3,2015
2841,3159,Apparel accessories and other apparel mfg.,70.9,7.0,42.9,2.2,q3,2015
2842,3161,Leather and hide tanning and finishing,52.6,4.1,42.1,2.7,q3,2015
2843,3162,Footwear mfg.,61.9,3.6,40.0,0.2,q3,2015
2844,3169,Other leather and allied product mfg.,60.4,7.6,38.2,5.1,q3,2015
2845,3211,Sawmills and wood preservation,76.7,3.4,49.5,3.7,q3,2015
2846,3212,"Veneer, plywood, and engineered wood product mfg.",75.1,3.3,54.1,6.2,q3,2015
2847,3219,Other wood product mfg.,71.0,3.9,53.1,5.6,q3,2015
2848,32211,Pulp mills,76.2,12.5,168.0,0,q3,2015
2849,32212,Paper mills,87.2,2.0,162.6,5.3,q3,2015
2850,32213,Paperboard mills,91.2,1.4,139.2,22.5,q3,2015
2851,3222,Converted paper product mfg.,79.2,1.7,95.1,9.3,q3,2015
2852,3231,Printing and related support activities,77.8,2.8,59.9,3.3,q3,2015
2853,32411,Petroleum refineries,92.9,0.9,167.2,0.5,q3,2015
2854,32511,Petrochemical mfg.,86.9,2.5,150.0,18.3,q3,2015
2855,325193,Ethyl alcohol mfg.,95.1,1.4,167.0,0.5,q3,2015
2856,325211,Plastics material and resin mfg.,74.6,3.1,122.0,16.2,q3,2015
2857,325212,Synthetic rubber mfg.,68.0,4.4,120.1,34.5,q3,2015
2858,32522,Artificial and synthetic fibers and filaments mfg.,82.6,2.1,63.7,21.9,q3,2015
2859,32531,Fertilizer mfg.,73.7,8.7,62.1,19.3,q3,2015
2860,32532,Pesticide and other agricultural chemical mfg.,46.0,1.7,143.9,12,q3,2015
2861,3254,Pharmaceutical and medicine mfg.,61.6,3.7,64.6,8.8,q3,2015
2862,3255,"Paint, coating, and adhesive mfg.",58.1,4.4,63.7,11,q3,2015
2863,3256,"Soap, cleaning compound, and toilet preparation mfg.",49.5,5.1,65.3,13.3,q3,2015
2864,3259,Other chemical product and preparation mfg.,57.2,7.3,69.5,8.7,q3,2015
2865,3261,Plastics product mfg.,72.2,3.2,100.8,6.3,q3,2015
2866,32621,Tire mfg.,89.1,3.5,86.1,35.1,q3,2015
2867,3271,Clay product and refractory mfg.,69.8,4.0,63.7,12.7,q3,2015
2868,3272,Glass and glass product mfg.,81.4,5.8,90.0,13.8,q3,2015
2869,32731,Cement mfg.,74.5,5.9,133.9,31.6,q3,2015
2870,3274,Lime and gypsum product mfg.,71.0,4.1,110.8,33.1,q3,2015
2871,3279,Other nonmetallic mineral product mfg,78.1,2.8,68.4,13.4,q3,2015
2872,3313,Alumina and aluminum production and processing,91.1,2.6,88.5,30.7,q3,2015
2873,3314,Nonferrous metal (except aluminum) production and processing,60.0,2.1,101.0,27,q3,2015
2874,3315,Foundries,68.4,1.8,79.8,11.9,q3,2015
2875,3331,"Agriculture, construction, and mining machinery mfg.",55.2,3.3,57.9,6.7,q3,2015
2876,3332,Industrial machinery mfg.,61.1,4.6,54.8,7.4,q3,2015
2877,3333,Commercial and service industry machinery mfg.,74.6,3.0,61.7,7.7,q3,2015
2878,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",65.1,5.9,53.7,6.1,q3,2015
2879,3335,Metalworking machinery mfg.,69.1,3.1,56.6,3.2,q3,2015
2880,3336,"Engine, turbine, and power transmission equipment mfg.",62.6,5.4,69.8,12.7,q3,2015
2881,3339,Other general purpose machinery mfg.,69.4,2.4,67.4,4.8,q3,2015
2882,3341,Computer and peripheral equipment mfg.,63.1,3.0,43.9,2.1,q3,2015
2883,3342,Communications equipment mfg.,54.6,4.8,71.8,19.7,q3,2015
2884,334413,Semiconductor and related device mfg.,83.6,1.6,52.2,10.7,q3,2015
2885,3345,"Navigational, measuring, electromedical, and control instruments mfg.",62.3,3.3,52.3,5.3,q3,2015
2886,3351,Electric lighting equipment mfg.,59.4,9.2,43.3,2,q3,2015
2887,3352,Household appliance mfg.,64.6,6.7,48.4,16.1,q3,2015
2888,336111,Automobile mfg.,68.2,11.2,50.9,31.4,q3,2015
2889,336112,Light truck and utility vehicle mfg.,95.4,1.4,66.6,33.7,q3,2015
2890,33612,Heavy duty truck mfg.,67.5,3.3,66.7,11.9,q3,2015
2891,3362,Motor vehicle body and trailer mfg.,82.0,2.9,46.7,4.1,q3,2015
2892,3363,Motor vehicle parts mfg.,83.7,2.2,89.5,10.5,q3,2015
2893,3364,Aerospace product and parts mfg.,86.1,3.6,84.1,15.4,q3,2015
2894,3371,Household and institutional furniture and kitchen cabinet mfg.,72.4,4.0,48.4,3.6,q3,2015
2895,3372,Office furniture (incl. fixtures) mfg.,71.4,5.0,52.4,3.1,q3,2015
2896,3379,Other furniture related product mfg.,82.3,2.5,56.3,6.7,q3,2015
2897,3391,Medical equipment and supplies mfg.,65.1,7.1,54.8,5.1,q3,2015
2898,33999,All other miscellaneous mfg.,53.4,5.5,62.1,11.6,q3,2015
2899,51112,Periodical publishers,96.8,22.0,45.2,7.1,q3,2015
2900,31-33,All manufacturing 1/,70.6,0.7,68.2,1.2,q4,2015
2901,31191,Snack food mfg.,77.2,2.8,88.3,35.3,q4,2015
2902,31192,Coffee and tea mfg.,60.7,5.0,70.4,48,q4,2015
2903,3121,Beverage mfg.,72.7,2.0,68.1,10.7,q4,2015
2904,3122,Tobacco mfg.,56.8,0.9,40.7,4.7,q4,2015
2905,3131,"Fiber, yarn, and thread mills",76.1,3.8,90.4,62.3,q4,2015
2906,3132,Fabric mills,54.8,11.0,72.4,11.4,q4,2015
2907,3133,"Textile and fabric finishing, and fabric coating mills",66.9,12.0,82.7,32,q4,2015
2908,3141,Textile furnishings mills,69.8,2.1,71.4,18.7,q4,2015
2909,3149,Other textile product mills,62.9,10.8,49.8,5.7,q4,2015
2910,31521,Cut and sew apparel contractors,64.6,11.1,40.9,0.9,q4,2015
2911,31522,Men's and boy's cut and sew apparel mfg.,73.4,7.3,44.4,3.8,q4,2015
2912,31524,Women's and girl's cut and sew apparel mfg.,100.0,0.0,39.9,16,q4,2015
2913,31528,Other cut and sew apparel mfg.,54.7,3.4,38.3,1.5,q4,2015
2914,3159,Apparel accessories and other apparel mfg.,78.8,4.5,57.9,15,q4,2015
2915,3161,Leather and hide tanning and finishing,47.6,6.6,42.8,2.7,q4,2015
2916,3162,Footwear mfg.,55.0,2.0,45.1,17.4,q4,2015
2917,3169,Other leather and allied product mfg.,74.7,3.6,38.0,8,q4,2015
2918,3211,Sawmills and wood preservation,78.2,3.4,49.3,3.3,q4,2015
2919,3212,"Veneer, plywood, and engineered wood product mfg.",73.2,2.8,53.9,6.4,q4,2015
2920,3219,Other wood product mfg.,70.3,3.4,54.5,4.9,q4,2015
2921,32211,Pulp mills,68.5,18.1,168.0,0,q4,2015
2922,32212,Paper mills,85.1,2.1,160.8,7.2,q4,2015
2923,32213,Paperboard mills,86.4,4.1,137.0,27.7,q4,2015
2924,3222,Converted paper product mfg.,78.4,1.7,101.3,13.5,q4,2015
2925,3231,Printing and related support activities,76.4,3.3,60.0,4.2,q4,2015
2926,32411,Petroleum refineries,85.5,2.9,168.0,0,q4,2015
2927,32511,Petrochemical mfg.,87.5,2.6,146.9,24.6,q4,2015
2928,325193,Ethyl alcohol mfg.,93.6,1.5,167.6,0.1,q4,2015
2929,325211,Plastics material and resin mfg.,72.9,4.7,95.5,20.7,q4,2015
2930,325212,Synthetic rubber mfg.,61.1,5.6,156.5,6.5,q4,2015
2931,32522,Artificial and synthetic fibers and filaments mfg.,86.5,6.1,83.7,23.3,q4,2015
2932,32531,Fertilizer mfg.,74.9,2.8,55.9,16.7,q4,2015
2933,32532,Pesticide and other agricultural chemical mfg.,65.5,2.7,133.4,7.3,q4,2015
2934,3254,Pharmaceutical and medicine mfg.,60.6,3.5,75.9,11.1,q4,2015
2935,3255,"Paint, coating, and adhesive mfg.",47.9,6.2,60.5,9.6,q4,2015
2936,3256,"Soap, cleaning compound, and toilet preparation mfg.",53.4,6.4,79.4,18.8,q4,2015
2937,3259,Other chemical product and preparation mfg.,58.6,7.6,76.5,12.2,q4,2015
2938,3261,Plastics product mfg.,72.2,2.9,102.4,8.2,q4,2015
2939,32621,Tire mfg.,87.1,3.7,80.1,29.7,q4,2015
2940,3271,Clay product and refractory mfg.,69.7,5.1,68.0,16.5,q4,2015
2941,3272,Glass and glass product mfg.,77.5,5.8,85.1,16.4,q4,2015
2942,32731,Cement mfg.,58.4,7.1,98.7,39.4,q4,2015
2943,3274,Lime and gypsum product mfg.,60.3,7.0,98.0,26,q4,2015
2944,3279,Other nonmetallic mineral product mfg,75.0,3.3,74.4,18.7,q4,2015
2945,3313,Alumina and aluminum production and processing,81.5,2.9,104.7,27.7,q4,2015
2946,3314,Nonferrous metal (except aluminum) production and processing,58.9,1.9,101.1,31.3,q4,2015
2947,3315,Foundries,65.3,2.5,73.1,11.5,q4,2015
2948,3331,"Agriculture, construction, and mining machinery mfg.",51.7,3.2,54.7,6.2,q4,2015
2949,3332,Industrial machinery mfg.,61.3,3.5,54.0,9.2,q4,2015
2950,3333,Commercial and service industry machinery mfg.,80.3,4.8,53.5,5.8,q4,2015
