,NAICS,Description,Utilization Rate,UR_Standard Error,Weekly_op_hours,Hours_Standard Error,Q,Year
39,3259,Other chemical product and preparation mfg.,61.872843391,3.6005273239,73.63949000000001,10.350306042,q1,2010
40,3261,Plastics product mfg.,56.149301181,4.0153431835,98.55832,7.6032163136,q1,2010
41,32621,Tire mfg.,73.071728119,6.1121793323,56.21323,13.127381601,q1,2010
42,3271,Clay product and refractory mfg.,49.532910477,3.5934495038,61.6355,7.8229419803,q1,2010
43,3272,Glass and glass product mfg.,76.316633948,7.0684948538,76.815025,15.255978579,q1,2010
44,32731,Cement mfg.,39.028452917,4.4579534908,95.95141600000001,21.512796367,q1,2010
45,3274,Lime and gypsum product mfg.,63.707604399,8.036834772,117.078865,17.285649307,q1,2010
46,3279,Other nonmetallic mineral product mfg,54.290013598,8.499215386,63.10889,14.616593977,q1,2010
47,3313,Alumina and aluminum production and processing,66.426745476,5.9425800923,85.09498599999999,22.555844601,q1,2010
48,3314,Nonferrous metal (except aluminum) production and processing,67.154865772,2.9054138663,82.83315999999999,18.888509669,q1,2010
49,3315,Foundries,60.801490358,2.9744523155,63.959553,7.4459252247,q1,2010
50,3331,"Agriculture, construction, and mining machinery mfg.",63.284770582,2.9004762459,60.80124300000001,7.2491813934,q1,2010
51,3332,Industrial machinery mfg.,55.484111375,4.2572506903,51.57458,3.4339638337,q1,2010
52,3333,Commercial and service industry machinery mfg.,76.355658676,4.8537097288,48.474236,3.1437481752,q1,2010
53,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",64.066919558,2.5433217485,63.937378,6.7118795513,q1,2010
54,3335,Metalworking machinery mfg.,55.088216906,2.2987631213,54.280926,3.5711675804,q1,2010
55,3336,"Engine, turbine, and power transmission equipment mfg.",47.659022688,0.663995428,65.37184,7.3161082648,q1,2010
56,3339,Other general purpose machinery mfg.,58.434674431,2.1537526372,52.92037,3.4863420066,q1,2010
57,3341,Computer and peripheral equipment mfg.,72.745075077,2.2911367522,44.796093,3.3542408006,q1,2010
58,3342,Communications equipment mfg.,73.120445641,8.8669953126,46.805015999999995,4.237610626,q1,2010
59,334411,Electron tube mfg.,47.778357689,0.3008881918,48.918243,1.5164521821,q1,2010
60,334413,Semiconductor and related device mfg.,68.21696646,9.5878152525,71.60524000000001,16.277855363,q1,2010
61,3345,"Navigational, measuring, electromedical, and control instruments mfg.",62.237473523,2.9284037353,50.887886,4.0864003849,q1,2010
62,3351,Electric lighting equipment mfg.,50.913513916,7.2432979273,39.556435,1.3327749622,q1,2010
63,3352,Household appliance mfg.,63.365523941,0.3921984073,56.065,9.4301796748,q1,2010
64,336111,Automobile mfg.,51.770156882,3.9150846775,41.972034,1.6973438164,q1,2010
65,336112,Light truck and utility vehicle mfg.,77.923420106,6.80908383,94.100716,5.9309094752,q1,2010
66,33612,Heavy duty truck mfg.,37.135339781,0.5241833245,38.8398,5.0924686716,q1,2010
67,3362,Motor vehicle body and trailer mfg.,46.657613413,2.4902140896,43.43568,0.8753364559,q1,2010
68,3363,Motor vehicle parts mfg.,53.841606223,12.890397503,71.48306,6.9966599125,q1,2010
69,3364,Aerospace product and parts mfg.,77.719730644,0.8992824131,85.97328,8.9489395439,q1,2010
70,3371,Household and institutional furniture and kitchen cabinet mfg.,65.002208085,3.3129033321,40.992912,1.1428320649,q1,2010
71,3372,Office furniture (incl. fixtures) mfg.,51.163994366,3.4432361542,42.216854,3.1199152195,q1,2010
72,3379,Other furniture related product mfg.,68.36145495,2.8956131208,48.007736,2.2677288646,q1,2010
73,3391,Medical equipment and supplies mfg.,78.217816534,6.2693926487,59.657978,4.8887003096,q1,2010
74,33999,All other miscellaneous mfg.,59.154105973,5.0925043512,47.254982,5.2183083392,q1,2010
75,51112,Periodical publishers,91.347320313,5.3621082696,56.34301800000001,17.107897585,q1,2010
76,31-33,All manufacturing 1/,68.85905,0.97139,61.556430000000006,0.87601,q2,2010
77,31191,Snack food mfg.,71.764327133,2.4710485091,66.00646,11.694026854,q2,2010
78,31192,Coffee and tea mfg.,72.480025486,2.474283621,131.89643999999998,4.7055646359,q2,2010
79,3121,Beverage mfg.,82.123450028,1.6776652529,85.858765,13.558820164,q2,2010
80,3122,Tobacco mfg.,66.941292243,3.4434630454,65.06423000000001,18.562762401,q2,2010
81,3131,"Fiber, yarn, and thread mills",83.068181898,4.3887464059,126.19873,7.5063793254,q2,2010
82,3132,Fabric mills,70.218468095,5.9256520753,76.31801,10.44122231,q2,2010
83,3133,"Textile and fabric finishing, and fabric coating mills",50.675155225,11.710458722,49.129814,8.4448383421,q2,2010
84,3141,Textile furnishings mills,60.91501077,2.7376464261,45.478905,5.5683777851,q2,2010
85,3149,Other textile product mills,71.596026023,5.4431852728,52.062034999999995,5.1850683597,q2,2010
86,31511,Hosiery and sock mills,51.129859314,3.988979925,82.21334,11.344423142,q2,2010
87,31519,Other apparel knitting mills,86.462564357,1.9759522129,46.018883,6.0919683074,q2,2010
88,31521,Cut and sew apparel contractors,72.17845,7.02685,35.53224,5.70939,q2,2010
89,31522,Men's and boy's cut and sew apparel mfg.,64.220373677,7.8559815181,43.946735,3.4189183991,q2,2010
90,31523,Women's and girl's cut and sew apparel mfg.,74.146175194,2.3036252304,30.448788,2.359178559,q2,2010
91,31529,Other cut and sew apparel mfg.,64.341150938,10.500857071,55.21161,3.8049253787,q2,2010
92,3159,Apparel accessories and other apparel mfg.,88.201665646,4.9747284351,37.20208,1.6875804366,q2,2010
93,3161,Leather and hide tanning and finishing,64.723905413,10.771545139,41.14999,0.7186192347,q2,2010
94,3162,Footwear mfg.,62.495238887,3.7917175174,39.881446999999994,2.2317153829,q2,2010
95,3169,Other leather and allied product mfg.,44.19380861,3.0576616992,40.912459999999996,1.9539343489,q2,2010
96,3211,Sawmills and wood preservation,53.090911709,5.2603817108,47.135690000000004,2.8879329428,q2,2010
97,3212,"Veneer, plywood, and engineered wood product mfg.",59.916991189,6.7547205816,59.491615,6.6314221966,q2,2010
98,3219,Other wood product mfg.,59.56244225,4.5288435076,46.00993,2.1879487519,q2,2010
99,32211,Pulp mills,84.544161418,7.9404322243,136.00423999999998,18.284961998,q2,2010
100,32212,Paper mills,82.516864011,2.9727027319,140.53273000000002,17.621376039,q2,2010
101,32213,Paperboard mills,96.189345436,2.0025676782,157.13433999999998,5.2371915694,q2,2010
102,3222,Converted paper product mfg.,71.756891148,2.4144239925,89.35596,6.1097613224,q2,2010
103,3231,Printing and related support activities,60.728570955,2.8041033002,60.82893000000001,3.5259724691,q2,2010
104,32411,Petroleum refineries,88.055506684,1.9125559229,166.2013,0.9239308957,q2,2010
105,32511,Petrochemical mfg.,76.347867597,4.8144168035,164.94571000000002,2.7178536252,q2,2010
106,325193,Ethyl alcohol mfg.,94.386284246,1.9194812629,151.34747,10.564998092,q2,2010
107,325211,Plastics material and resin mfg.,76.97873157,3.4536159915,86.41727,19.969595404,q2,2010
108,325212,Synthetic rubber mfg.,73.530742703,4.241842211,59.205353,10.944743333,q2,2010
109,32522,Artificial and synthetic fibers and filaments mfg.,91.932327247,2.066707005,49.75669,9.3541571961,q2,2010
110,32531,Fertilizer mfg.,79.864519591,3.5674237064,94.73350500000001,10.613946068,q2,2010
111,32532,Pesticide and other agricultural chemical mfg.,56.534138859,4.7159314989,69.68791999999999,16.839845417,q2,2010
112,3254,Pharmaceutical and medicine mfg.,63.097638422,4.5982418307,66.88022,14.57784794,q2,2010
113,3255,"Paint, coating, and adhesive mfg.",67.799108305,3.9015820506,55.22302,5.5970493751,q2,2010
114,3256,"Soap, cleaning compound, and toilet preparation mfg.",67.261325107,3.1003020035,60.88155,7.3999193633,q2,2010
115,3259,Other chemical product and preparation mfg.,66.062416811,3.6520836785,76.639046,9.7044995035,q2,2010
116,3261,Plastics product mfg.,66.923570571,3.5348083832,86.15642,6.262792658,q2,2010
117,32621,Tire mfg.,85.630829388,2.4683462867,61.535053000000005,14.321315114,q2,2010
118,3271,Clay product and refractory mfg.,47.420867663,5.9986464613,101.17375,20.192674395,q2,2010
119,3272,Glass and glass product mfg.,77.328242765,3.2117416791,73.376625,8.823854058,q2,2010
120,32731,Cement mfg.,69.886141781,3.2341819514,138.06212,17.429132356,q2,2010
121,3274,Lime and gypsum product mfg.,43.481657834,6.4243607525,56.74187,10.008412641,q2,2010
122,3279,Other nonmetallic mineral product mfg,66.388688688,3.4773830892,45.558567,2.7288261721,q2,2010
123,3313,Alumina and aluminum production and processing,80.059312919,5.433596513,148.43233,12.114325033,q2,2010
124,3314,Nonferrous metal (except aluminum) production and processing,61.571976882,3.2594415593,80.31004,14.623011676,q2,2010
125,3315,Foundries,73.682300167,1.9797347424,66.36480999999999,9.4409017776,q2,2010
126,3331,"Agriculture, construction, and mining machinery mfg.",63.006566533,3.8734063798,56.53405,7.1986561586,q2,2010
127,3332,Industrial machinery mfg.,57.325723651,8.6121752557,53.659416,5.3027213121,q2,2010
128,3333,Commercial and service industry machinery mfg.,80.439961554,2.5465614446,71.4541,11.51047474,q2,2010
129,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",60.887280027,4.6805394938,54.445719999999994,4.8497953452,q2,2010
130,3335,Metalworking machinery mfg.,56.229151831,3.3998422859,56.51324,3.8765385719,q2,2010
131,3336,"Engine, turbine, and power transmission equipment mfg.",56.575939276,2.18599232,78.34019,13.68947757,q2,2010
132,3339,Other general purpose machinery mfg.,62.760835847,2.1590556589,51.30086,3.7694078439,q2,2010
133,3341,Computer and peripheral equipment mfg.,78.796293967,4.3596171278,49.344414,5.0803214935,q2,2010
134,3342,Communications equipment mfg.,68.365703338,2.4670768156,62.254909999999995,6.1169238811,q2,2010
135,334411,Electron tube mfg.,62.564849603,2.5046411687,55.10743000000001,8.9542210141,q2,2010
136,334413,Semiconductor and related device mfg.,82.715456155,4.1200140424,52.088932,6.9882707524,q2,2010
137,3345,"Navigational, measuring, electromedical, and control instruments mfg.",70.365271398,2.9072278905,44.507233,2.2451303567,q2,2010
138,3351,Electric lighting equipment mfg.,50.424629441,3.7082726551,40.365559999999995,6.0048583359,q2,2010
139,3352,Household appliance mfg.,69.786287437,2.6941922862,59.50553000000001,12.884230043,q2,2010
140,336111,Automobile mfg.,54.455279076,3.6647924429,77.465225,1.1989076836,q2,2010
141,336112,Light truck and utility vehicle mfg.,77.418637638,5.8375330199,88.909676,11.442414538,q2,2010
142,33612,Heavy duty truck mfg.,32.236298782,3.6227751,70.772064,7.63170355,q2,2010
143,3362,Motor vehicle body and trailer mfg.,57.584740757,3.8297857049,46.58226,2.8471329699,q2,2010
144,3363,Motor vehicle parts mfg.,56.112558403,4.7060063592,67.36576,5.4089340961,q2,2010
145,3364,Aerospace product and parts mfg.,75.661722002,2.1437054625,72.387474,16.853068717,q2,2010
146,3371,Household and institutional furniture and kitchen cabinet mfg.,62.600100645,2.45341414,40.758488,0.539141999,q2,2010
147,3372,Office furniture (incl. fixtures) mfg.,64.776709506,3.4891037124,49.76409,5.7797158628,q2,2010
148,3379,Other furniture related product mfg.,69.691102891,5.7035767374,47.426216,4.9237132868,q2,2010
149,3391,Medical equipment and supplies mfg.,71.883540804,2.5241131116,46.67779,2.5466659052,q2,2010
150,33999,All other miscellaneous mfg.,76.516186624,10.047634841,59.16485,7.3711167784,q2,2010
151,51112,Periodical publishers,94.840186395,4.039024609,41.922703000000006,1.435562397,q2,2010
152,31-33,All manufacturing 1/,71.020716437,1.8212419622,62.001305,0.9069418281,q3,2010
153,31191,Snack food mfg.,71.26886983,2.4331040239,77.138374,15.414224569,q3,2010
154,31192,Coffee and tea mfg.,70.793405286,2.4123324929,117.30115,9.9299017373,q3,2010
155,3121,Beverage mfg.,78.930531889,1.8924638119,80.6805,11.649610758,q3,2010
156,3122,Tobacco mfg.,62.955241004,2.9985402059,65.303635,18.689622647,q3,2010
157,3131,"Fiber, yarn, and thread mills",82.104618223,3.0225424646,132.44089,6.567379484,q3,2010
158,3132,Fabric mills,70.101087315,5.7684360125,79.72193,11.092936571,q3,2010
159,3133,"Textile and fabric finishing, and fabric coating mills",60.414668009,13.789200804,50.15811,7.7303329154,q3,2010
160,3141,Textile furnishings mills,59.280947161,3.247374275,48.89748,5.0965308548,q3,2010
161,3149,Other textile product mills,69.83107682,5.9050194914,52.095413,5.0803156418,q3,2010
162,31511,Hosiery and sock mills,54.023343749,4.7114902457,101.48017,14.715039871,q3,2010
163,31519,Other apparel knitting mills,84.051744625,5.9519653387,46.018883,6.0919683074,q3,2010
164,31521,Cut and sew apparel contractors,70.588747249,1.6737568323,35.451817,5.5114197842,q3,2010
165,31522,Men's and boy's cut and sew apparel mfg.,63.087336231,6.4163888113,41.36063,0.9693403178,q3,2010
166,31523,Women's and girl's cut and sew apparel mfg.,77.459282131,1.7521217602,30.448788,2.359178559,q3,2010
167,31529,Other cut and sew apparel mfg.,64.547387626,13.897379266,46.428143,4.0148311978,q3,2010
168,3159,Apparel accessories and other apparel mfg.,79.769419754,5.4167797694,37.220898,1.0151190507,q3,2010
169,3161,Leather and hide tanning and finishing,61.352792118,13.981781963,36.127983,2.8831759499,q3,2010
170,3162,Footwear mfg.,56.310675849,5.3768931074,41.84185,1.7889061157,q3,2010
171,3169,Other leather and allied product mfg.,49.099853947,14.899958776,44.490505,3.0071067322,q3,2010
172,3211,Sawmills and wood preservation,53.262465831,5.6092520396,47.587868,2.7074657241,q3,2010
173,3212,"Veneer, plywood, and engineered wood product mfg.",54.533354508,5.5613319796,62.35994300000001,7.529721638,q3,2010
174,3219,Other wood product mfg.,56.908232408,2.8831579044,45.314842,2.1961397518,q3,2010
175,32211,Pulp mills,78.310407685,9.3812620479,115.76801,22.477472267,q3,2010
176,32212,Paper mills,80.567694683,3.4194796414,141.74643,18.331443805,q3,2010
177,32213,Paperboard mills,93.986104521,3.1623272549,156.5038,5.476772184,q3,2010
178,3222,Converted paper product mfg.,72.598448662,2.7117668275,87.62736,6.6401583497,q3,2010
179,3231,Printing and related support activities,60.023340868,2.8904117619,57.374083999999996,3.5635542382,q3,2010
180,32411,Petroleum refineries,89.55189724,0.7816501489,166.16368,0.946153583,q3,2010
181,32511,Petrochemical mfg.,77.070127353,5.2123584936,165.43517,2.3540027018,q3,2010
182,325193,Ethyl alcohol mfg.,93.166761677,2.9580029351,157.20695,9.5710447161,q3,2010
183,325211,Plastics material and resin mfg.,78.560849674,3.9531387363,95.056564,18.572313796,q3,2010
184,325212,Synthetic rubber mfg.,62.778459323,7.9251068802,58.81691,10.864547127,q3,2010
185,32522,Artificial and synthetic fibers and filaments mfg.,90.973509262,1.4091792607,49.75669,9.3541571961,q3,2010
186,32531,Fertilizer mfg.,64.952569137,8.1765964311,82.19625,12.735506613,q3,2010
187,32532,Pesticide and other agricultural chemical mfg.,38.514512841,2.2552150736,65.898705,12.99505689,q3,2010
188,3254,Pharmaceutical and medicine mfg.,64.673950072,3.4144909782,66.9308,14.312724238,q3,2010
189,3255,"Paint, coating, and adhesive mfg.",69.140993227,3.6728185118,53.592926,5.8438355518,q3,2010
190,3256,"Soap, cleaning compound, and toilet preparation mfg.",66.034621725,2.7030352279,61.00951800000001,7.6851438451,q3,2010
191,3259,Other chemical product and preparation mfg.,68.722319415,3.7156331667,73.529495,9.4818431553,q3,2010
192,3261,Plastics product mfg.,66.183319112,4.3928937615,84.79928000000001,6.4540081654,q3,2010
193,32621,Tire mfg.,84.454333492,2.4463507122,67.21833000000001,15.574056223,q3,2010
194,3271,Clay product and refractory mfg.,55.216128642,4.8867371237,75.99513,16.372770062,q3,2010
195,3272,Glass and glass product mfg.,81.056475066,3.1299185258,75.36496,10.101920833,q3,2010
196,32731,Cement mfg.,68.552981199,3.7980052298,136.73299,16.556597786,q3,2010
197,3274,Lime and gypsum product mfg.,41.330400717,6.8087445019,56.21921,9.8501623194,q3,2010
198,3279,Other nonmetallic mineral product mfg,66.38585374,3.2644840394,44.051582,2.0097268143,q3,2010
199,3313,Alumina and aluminum production and processing,53.562857056,16.419409908,112.57333,24.397759416,q3,2010
200,3314,Nonferrous metal (except aluminum) production and processing,63.199323385,3.85408707,79.202515,14.922267779,q3,2010
201,3315,Foundries,71.098850055,2.1332866943,68.91566,11.349627469,q3,2010
202,3331,"Agriculture, construction, and mining machinery mfg.",58.666569014,3.471762006,56.292027000000004,7.0094933322,q3,2010
203,3332,Industrial machinery mfg.,67.775545934,3.2733540039,54.600356999999995,5.117139173,q3,2010
204,3333,Commercial and service industry machinery mfg.,78.521447243,3.5552281578,61.014275,8.3993897718,q3,2010
205,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",60.026223324,2.8718659645,59.920894999999994,5.7692669797,q3,2010
206,3335,Metalworking machinery mfg.,64.743672606,3.7902526383,57.780590000000004,3.8271495031,q3,2010
207,3336,"Engine, turbine, and power transmission equipment mfg.",56.356927984,2.842144814,83.09585,11.475524572,q3,2010
208,3339,Other general purpose machinery mfg.,64.635862376,2.3209110152,53.397293000000005,4.4382700869,q3,2010
209,3341,Computer and peripheral equipment mfg.,74.276939587,5.550219337,45.002316,3.7361115962,q3,2010
210,3342,Communications equipment mfg.,76.668496119,3.3998031077,65.6873,7.1895490126,q3,2010
211,334411,Electron tube mfg.,77.072402071,4.1695697518,51.101707,5.9166944293,q3,2010
212,334413,Semiconductor and related device mfg.,81.566194111,4.369477087,56.421882999999994,9.5273732274,q3,2010
213,3345,"Navigational, measuring, electromedical, and control instruments mfg.",70.505995635,2.977925895,44.919945,2.7656370677,q3,2010
214,3351,Electric lighting equipment mfg.,52.519107922,3.6242246148,40.42876,5.4337852995,q3,2010
215,3352,Household appliance mfg.,67.910725518,3.2698479915,55.819283,8.2935821787,q3,2010
216,336111,Automobile mfg.,55.054701868,3.025888502,77.901535,2.0948519546,q3,2010
217,336112,Light truck and utility vehicle mfg.,78.318857112,7.2103416969,86.96235,9.6067461714,q3,2010
218,33612,Heavy duty truck mfg.,34.890648953,2.3034111972,72.774574,8.037680139,q3,2010
219,3362,Motor vehicle body and trailer mfg.,54.629138808,3.9141973671,46.06092,3.2980750047,q3,2010
220,3363,Motor vehicle parts mfg.,53.581140879,5.479944121,67.21513,5.4804475404,q3,2010
221,3364,Aerospace product and parts mfg.,86.633565666,3.0871098381,77.91325,15.963497665,q3,2010
222,3371,Household and institutional furniture and kitchen cabinet mfg.,57.621326662,3.1030668328,39.70961,1.2864177665,q3,2010
223,3372,Office furniture (incl. fixtures) mfg.,64.293748377,3.78778323,46.828342,4.8259558042,q3,2010
224,3379,Other furniture related product mfg.,66.494696036,8.7083673437,45.244617,6.1689123571,q3,2010
225,3391,Medical equipment and supplies mfg.,73.477614407,2.622126724,49.345913,3.0735510034,q3,2010
226,33999,All other miscellaneous mfg.,79.600017632,10.08986943,60.981052000000005,8.957758203,q3,2010
227,51112,Periodical publishers,96.581030117,2.5702045992,40.030727,2.7109148224,q3,2010
228,31-33,All manufacturing 1/,69.582044992,1.0886862439,62.377586,0.9108247632,q4,2010
229,31191,Snack food mfg.,73.241970882,2.2084620573,74.81685,14.774306402,q4,2010
230,31192,Coffee and tea mfg.,73.818118957,4.6420827719,142.18974,7.6895828406,q4,2010
231,3121,Beverage mfg.,69.764295806,1.7847432191,73.81429,12.19487911,q4,2010
232,3122,Tobacco mfg.,61.775860554,2.5209435173,65.303635,18.689622647,q4,2010
233,3131,"Fiber, yarn, and thread mills",71.816398371,2.9129503319,106.613075,17.935356529,q4,2010
234,3132,Fabric mills,70.703689124,5.6938629482,80.26462,14.823610846,q4,2010
235,3133,"Textile and fabric finishing, and fabric coating mills",57.65839213,10.141251452,48.24211,7.3111372053,q4,2010
236,3141,Textile furnishings mills,43.537073554,8.1146217992,46.971325,4.1225040127,q4,2010
237,3149,Other textile product mills,70.967796455,5.473617691,55.239647,7.0064793495,q4,2010
238,31511,Hosiery and sock mills,50.009373603,6.0636977838,90.30529,9.8195893104,q4,2010
239,31519,Other apparel knitting mills,67.940163806,2.7927197031,46.173527,6.3781127373,q4,2010
240,31521,Cut and sew apparel contractors,43.612678512,3.9184779399,37.025043,9.0762587892,q4,2010
241,31522,Men's and boy's cut and sew apparel mfg.,64.708767998,4.7151787414,41.900757,1.597945108,q4,2010
242,31523,Women's and girl's cut and sew apparel mfg.,79.797151311,0.7624998858,30.013279999999998,2.1450241359,q4,2010
243,31529,Other cut and sew apparel mfg.,59.854410813,14.182905502,40.177147,0.2309768518,q4,2010
244,3159,Apparel accessories and other apparel mfg.,75.974705794,5.2712329271,36.831024,1.1655499218,q4,2010
245,3161,Leather and hide tanning and finishing,31.114463459,13.439900176,32.502037,0.5228524205,q4,2010
246,3162,Footwear mfg.,60.938275924,4.115067863,40.9574,1.2559620322,q4,2010
247,3169,Other leather and allied product mfg.,43.977973627,10.423879784,40.931644,2.2295323624,q4,2010
248,3211,Sawmills and wood preservation,49.750148701,4.5628452689,44.58745,2.6637260711,q4,2010
249,3212,"Veneer, plywood, and engineered wood product mfg.",49.950752303,4.9752453897,64.58921,6.9159042471,q4,2010
250,3219,Other wood product mfg.,51.252633067,2.6345038111,43.93235,1.4826038146,q4,2010
251,32211,Pulp mills,86.649659616,7.0893544297,136.00423999999998,18.284961998,q4,2010
252,32212,Paper mills,77.464267024,4.7665395427,142.26645,17.949204637,q4,2010
253,32213,Paperboard mills,86.749722184,4.3284579974,157.28728,5.1766020861,q4,2010
254,3222,Converted paper product mfg.,71.573849515,2.6425615308,90.33386,7.5135604126,q4,2010
255,3231,Printing and related support activities,62.077805474,3.0340389795,59.92560600000001,3.5998687418,q4,2010
256,32411,Petroleum refineries,87.418558027,0.9344782274,166.1473,0.9596444374,q4,2010
257,32511,Petrochemical mfg.,76.929420497,4.1578954834,165.43517,2.3540027018,q4,2010
258,325193,Ethyl alcohol mfg.,97.062945065,1.8599242614,154.2221,9.1902116041,q4,2010
259,325211,Plastics material and resin mfg.,73.395537882,3.1313666514,84.50943000000001,18.670502779,q4,2010
260,325212,Synthetic rubber mfg.,56.489056241,7.9212309992,58.81691,10.864547127,q4,2010
261,32522,Artificial and synthetic fibers and filaments mfg.,73.35261973,4.9529224221,59.294169999999994,17.889336713,q4,2010
262,32531,Fertilizer mfg.,70.921100481,4.5183738831,91.59998,12.190163858,q4,2010
263,32532,Pesticide and other agricultural chemical mfg.,60.372690297,7.0174189234,67.30157,16.549327665,q4,2010
264,3254,Pharmaceutical and medicine mfg.,80.702706132,3.3237099987,73.195786,16.304104321,q4,2010
265,3255,"Paint, coating, and adhesive mfg.",61.894280806,3.4348576998,53.509228,5.3620365116,q4,2010
266,3256,"Soap, cleaning compound, and toilet preparation mfg.",62.099149925,2.2434710639,58.30395,6.6017884334,q4,2010
267,3259,Other chemical product and preparation mfg.,64.063966134,3.139660549,83.710045,13.828121832,q4,2010
268,3261,Plastics product mfg.,62.385346678,3.7155193778,88.39338000000001,6.754204266,q4,2010
269,32621,Tire mfg.,85.38882443,1.8655414281,63.48379499999999,15.402499692,q4,2010
270,3271,Clay product and refractory mfg.,43.514107052,5.9208780901,72.867805,15.539238597,q4,2010
271,3272,Glass and glass product mfg.,78.984363682,2.9120030317,82.15574000000001,9.9697778852,q4,2010
272,32731,Cement mfg.,58.701460561,4.2241389356,133.15266,16.35522645,q4,2010
273,3274,Lime and gypsum product mfg.,38.783391138,6.6962196971,56.11266,9.7211020039,q4,2010
274,3279,Other nonmetallic mineral product mfg,57.641228757,1.7535540123,46.04405,4.4958403442,q4,2010
275,3313,Alumina and aluminum production and processing,55.524363338,13.030811901,115.68936000000001,24.249076912,q4,2010
276,3314,Nonferrous metal (except aluminum) production and processing,61.763953763,4.7444550789,90.9817,16.100223973,q4,2010
277,3315,Foundries,70.964573062,2.6101988323,75.287254,10.988420429,q4,2010
278,3331,"Agriculture, construction, and mining machinery mfg.",69.020914622,3.1350801069,65.44673,8.4267227591,q4,2010
