,carbon_content,carbon_content_uom,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,molecular_weight,molecular_weight_uom,month,reporting_year,unit_name
15,0.0091,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",250677,short tons/month,,,,,,April,2016,Roaster 1
16,0.0091,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",250677,short tons/month,,,,,,April,2016,Roaster 2
17,0,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,April,2016,EQT 0002 Kiln 1 Kiln Stack
18,0,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,April,2016,EQT 0003 Kiln 2 Kiln Stack
19,0.5191,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,9092,short tons/month,Subbituminous,,,,,April,2016,EU-0050
20,0.8366,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,1590,short tons/month,Coal Coke,,,,,April,2016,423
21,0.4097,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,1044,short tons/month,Bituminous,,,,,April,2016,423
22,0.9170,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,604.75,short tons/month,Coal Coke,,,,,April,2016,GP-Combustion and Annealing
23,0.901,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,2977.9,short tons/month,Petroleum Coke,,,,,April,2016,Unit 2 Kiln 2
24,0,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,April,2016,Unit 02 Kiln 1
25,0.5158,"percent by weight, expressed as a decimal fraction",1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,14760,short tons/month,Wood and Wood Residuals (dry basis),,,,,August,2016,No 6 Power Boiler
26,0.59,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,4556,short tons/month,Subbituminous,,,,,August,2016,BL1
27,0.548,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,4193,short tons/month,Bituminous,,,,,August,2016,Kiln #1
28,0.892,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,525.3,short tons/month,Petroleum Coke,,,,,August,2016,UNF0001/Kiln 1
29,0.0078,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",519681,short tons/month,,,,,,August,2016,Roaster 1
30,0.765,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,0,short tons/month,Tires,,,,,August,2016,Hogged Fuel Boiler No.2
31,0.0078,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",519681,short tons/month,,,,,,August,2016,Roaster 2
32,0.7845,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1519,short tons/month,Bituminous,,,,,August,2016,Thermal Dryer
33,0.875,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,880.5,short tons/month,Petroleum Coke,,,,,August,2016,EQT 0002 Kiln 1 Kiln Stack
34,0.765,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1680.9,short tons/month,Tires,,,,,August,2016,Hogged Fuel Boiler No.1
35,0.888,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,703.2,short tons/month,Petroleum Coke,,,,,August,2016,EQT 0003 Kiln 2 Kiln Stack
36,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,August,2016,GP-1
37,0.5271,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,8036,short tons/month,Subbituminous,,,,,August,2016,EU-0050
38,0.101700,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,307.70,short tons/month,Agricultural Byproducts,,,,,August,2016,Keeler Boiler/ES-62C
39,0.8287,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,6018,short tons/month,Coal Coke,,,,,August,2016,423
40,0.7221,"percent by weight, expressed as a decimal fraction",1001921,MEDICAL CENTER COMPANY,3269.577,short tons/month,Bituminous,,,,,August,2016,GP-Coal_Boilers
41,0.4042,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,2697,short tons/month,Bituminous,,,,,August,2016,423
42,0.088500,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,11305.00,short tons/month,Wood and Wood Residuals (dry basis),,,,,August,2016,Keeler Boiler/ES-62C
43,0.9177,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,746.55,short tons/month,Coal Coke,,,,,August,2016,GP-Combustion and Annealing
44,0.901,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,0,short tons/month,Petroleum Coke,,,,,August,2016,Kiln 1
45,0.901,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3863.7,short tons/month,Petroleum Coke,,,,,August,2016,Unit 2 Kiln 2
46,0.536075,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,866.10,short tons/month,Bituminous,,,,,August,2016,Keeler Boiler/ES-62C
47,0.915,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3161.2,short tons/month,Petroleum Coke,,,,,August,2016,Unit 02 Kiln 1
48,0.893,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,616.1,short tons/month,Petroleum Coke,,,,,August,2016,"GRP 001, Kiln"
49,0.878,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,1004.7,short tons/month,Petroleum Coke,,,,,August,2016,AA-001
50,0.62,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,9264,short tons/month,Subbituminous,,,,,December,2016,BL1
51,0.883,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,67.1,short tons/month,Petroleum Coke,,,,,December,2016,AA-001
52,0.904,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3885.1,short tons/month,Petroleum Coke,,,,,December,2016,Unit 2 Kiln 2
53,0.9150,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,510.15,short tons/month,Coal Coke,,,,,December,2016,GP-Combustion and Annealing
54,0.4209,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,2412,short tons/month,Bituminous,,,,,December,2016,423
55,0.8332,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,5620,short tons/month,Coal Coke,,,,,December,2016,423
56,0.5126,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,10094,short tons/month,Subbituminous,,,,,December,2016,EU-0050
57,0.882,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,2389.3,short tons/month,Petroleum Coke,,,,,December,2016,EQT 0003 Kiln 2 Kiln Stack
58,0.89,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,2543.2,short tons/month,Petroleum Coke,,,,,December,2016,EQT 0002 Kiln 1 Kiln Stack
59,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",499375.1,short tons/month,,,,,,December,2016,Roaster 2
60,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",499375.1,short tons/month,,,,,,December,2016,Roaster 1
61,0.559,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,2594,short tons/month,Bituminous,,,,,December,2016,Kiln #1
62,0.5038,"percent by weight, expressed as a decimal fraction",1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,20873,short tons/month,Wood and Wood Residuals (dry basis),,,,,December,2016,No 6 Power Boiler
63,0.570400,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,564.00,short tons/month,Bituminous,,,,,December,2016,Keeler Boiler/ES-62C
64,0.092575,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,11233.00,short tons/month,Wood and Wood Residuals (dry basis),,,,,December,2016,Keeler Boiler/ES-62C
65,0.096100,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,90.70,short tons/month,Agricultural Byproducts,,,,,December,2016,Keeler Boiler/ES-62C
66,0.754,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1253.25,short tons/month,Tires,,,,,December,2016,Hogged Fuel Boiler No.1
67,0.754,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1621.75,short tons/month,Tires,,,,,December,2016,Hogged Fuel Boiler No.2
68,0.892,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,3389.5,short tons/month,Petroleum Coke,,,,,December,2016,"GRP 001, Kiln"
69,0.7119,"percent by weight, expressed as a decimal fraction",1001921,MEDICAL CENTER COMPANY,3676.029,short tons/month,Bituminous,,,,,December,2016,GP-Coal_Boilers
70,0.8117,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1020,short tons/month,Bituminous,,,,,December,2016,Thermal Dryer
71,0.906,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,451.0,short tons/month,Petroleum Coke,,,,,December,2016,Kiln 1
72,0.896,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,163.6,short tons/month,Petroleum Coke,,,,,December,2016,UNF0001/Kiln 1
73,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,December,2016,GP-1
74,0.896,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3586.3,short tons/month,Petroleum Coke,,,,,December,2016,Unit 02 Kiln 1
75,0.61,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,13023,short tons/month,Subbituminous,,,,,February,2016,BL1
76,0.882,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,617.6,short tons/month,Petroleum Coke,,,,,February,2016,AA-001
77,0,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,February,2016,Unit 2 Kiln 2
78,0.9198,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,783.2,short tons/month,Coal Coke,,,,,February,2016,GP-Combustion and Annealing
79,0.4048,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,3600,short tons/month,Bituminous,,,,,February,2016,423
80,0.8352,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,6558,short tons/month,Coal Coke,,,,,February,2016,423
81,0.5149,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,8075,short tons/month,Subbituminous,,,,,February,2016,EU-0050
82,0.883,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,389.0,short tons/month,Petroleum Coke,,,,,February,2016,EQT 0003 Kiln 2 Kiln Stack
83,0.893,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,767.0,short tons/month,Petroleum Coke,,,,,February,2016,EQT 0002 Kiln 1 Kiln Stack
84,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",427268,short tons/month,,,,,,February,2016,Roaster 2
85,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",427268,short tons/month,,,,,,February,2016,Roaster 1
86,0.5305,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,1892,short tons/month,Bituminous,,,,,February,2016,Kiln #1
87,0.4865,"percent by weight, expressed as a decimal fraction",1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,18307,short tons/month,Wood and Wood Residuals (dry basis),,,,,February,2016,No 6 Power Boiler
88,0.530667,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,651.45,short tons/month,Bituminous,,,,,February,2016,Keeler Boiler/ES-62C
89,0.080300,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,10742.38,short tons/month,Wood and Wood Residuals (dry basis),,,,,February,2016,Keeler Boiler/ES-62C
90,0.128200,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,77.18,short tons/month,Agricultural Byproducts,,,,,February,2016,Keeler Boiler/ES-62C
91,0.683,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1254.08,short tons/month,Tires,,,,,February,2016,Hogged Fuel Boiler No.1
92,0.683,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1547.02,short tons/month,Tires,,,,,February,2016,Hogged Fuel Boiler No.2
93,0,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,0,short tons/month,Petroleum Coke,,,,,February,2016,"GRP 001, Kiln"
94,0.7378,"percent by weight, expressed as a decimal fraction",1001921,MEDICAL CENTER COMPANY,5319.845,short tons/month,Bituminous,,,,,February,2016,GP-Coal_Boilers
95,0.7907,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1500,short tons/month,Bituminous,,,,,February,2016,Thermal Dryer
96,0.912,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,48.8,short tons/month,Petroleum Coke,,,,,February,2016,Kiln 1
97,0.899,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,321.1,short tons/month,Petroleum Coke,,,,,February,2016,UNF0001/Kiln 1
98,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,February,2016,GP-1
99,0.879,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,863.9,short tons/month,Petroleum Coke,,,,,February,2016,Unit 02 Kiln 1
100,0.899,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,183.1,short tons/month,Petroleum Coke,,,,,January,2016,UNF0001/Kiln 1
101,0.896,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,0,short tons/month,Petroleum Coke,,,,,January,2016,Kiln 1
102,0.886,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,534.4,short tons/month,Petroleum Coke,,,,,January,2016,AA-001
103,0.60,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,10663,short tons/month,Subbituminous,,,,,January,2016,BL1
104,0.899,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3200.7,short tons/month,Petroleum Coke,,,,,January,2016,Unit 02 Kiln 1
105,0,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,January,2016,Unit 2 Kiln 2
106,0.9166,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,353.55,short tons/month,Coal Coke,,,,,January,2016,GP-Combustion and Annealing
107,0.4111,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,3220,short tons/month,Bituminous,,,,,January,2016,423
108,0.8346,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,6065,short tons/month,Coal Coke,,,,,January,2016,423
109,0.5202,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,10389,short tons/month,Subbituminous,,,,,January,2016,EU-0050
110,0,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,January,2016,EQT 0003 Kiln 2 Kiln Stack
111,0,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,January,2016,EQT 0002 Kiln 1 Kiln Stack
112,0.009,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",474546,short tons/month,,,,,,January,2016,Roaster 2
113,0.009,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",474546,short tons/month,,,,,,January,2016,Roaster 1
114,0.5375,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,2218,short tons/month,Bituminous,,,,,January,2016,Kiln #1
115,0.5368,"percent by weight, expressed as a decimal fraction",1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,13268,short tons/month,Wood and Wood Residuals (dry basis),,,,,January,2016,No 6 Power Boiler
116,0.536300,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,1418.40,short tons/month,Bituminous,,,,,January,2016,Keeler Boiler/ES-62C
117,0.086000,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,13199.80,short tons/month,Wood and Wood Residuals (dry basis),,,,,January,2016,Keeler Boiler/ES-62C
118,0.102400,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,53.13,short tons/month,Agricultural Byproducts,,,,,January,2016,Keeler Boiler/ES-62C
119,0.786,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1155.37,short tons/month,Tires,,,,,January,2016,Hogged Fuel Boiler No.1
120,0.786,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1485.13,short tons/month,Tires,,,,,January,2016,Hogged Fuel Boiler No.2
121,0.894,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,837.8,short tons/month,Petroleum Coke,,,,,January,2016,"GRP 001, Kiln"
122,0.7155,"percent by weight, expressed as a decimal fraction",1001921,MEDICAL CENTER COMPANY,6014.171,short tons/month,Bituminous,,,,,January,2016,GP-Coal_Boilers
123,0.7905,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1183,short tons/month,Bituminous,,,,,January,2016,Thermal Dryer
124,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,January,2016,GP-1
125,0.894,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,0,short tons/month,Petroleum Coke,,,,,July,2016,Kiln 1
126,0.895,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,593.0,short tons/month,Petroleum Coke,,,,,July,2016,UNF0001/Kiln 1
127,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,July,2016,GP-1
128,0.882,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,291.9,short tons/month,Petroleum Coke,,,,,July,2016,AA-001
129,0,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,0,short tons/month,Subbituminous,,,,,July,2016,BL1
130,0.894,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3400.1,short tons/month,Petroleum Coke,,,,,July,2016,Unit 02 Kiln 1
131,0.887,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,1527.6,short tons/month,Petroleum Coke,,,,,July,2016,Unit 2 Kiln 2
132,0.9172,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,779.5,short tons/month,Coal Coke,,,,,July,2016,GP-Combustion and Annealing
133,0.4085,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,3101,short tons/month,Bituminous,,,,,July,2016,423
134,0.8461,"percent by weight, expressed as a decimal fraction",1006738,ILLINOIS CEMENT CO,6820,short tons/month,Coal Coke,,,,,July,2016,423
135,0.5191,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,9849,short tons/month,Subbituminous,,,,,July,2016,EU-0050
136,0.874,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,23.3,short tons/month,Petroleum Coke,,,,,July,2016,EQT 0003 Kiln 2 Kiln Stack
137,0.891,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,24.5,short tons/month,Petroleum Coke,,,,,July,2016,EQT 0002 Kiln 1 Kiln Stack
138,0.0086,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",494686,short tons/month,,,,,,July,2016,Roaster 2
139,0.0086,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",494686,short tons/month,,,,,,July,2016,Roaster 1
140,0.570,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,6232,short tons/month,Bituminous,,,,,July,2016,Kiln #1
141,0.5391,"percent by weight, expressed as a decimal fraction",1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,20351,short tons/month,Wood and Wood Residuals (dry basis),,,,,July,2016,No 6 Power Boiler
142,0.533140,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,709.80,short tons/month,Bituminous,,,,,July,2016,Keeler Boiler/ES-62C
143,0.089225,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,10841.10,short tons/month,Wood and Wood Residuals (dry basis),,,,,July,2016,Keeler Boiler/ES-62C
144,0.101500,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,380.90,short tons/month,Agricultural Byproducts,,,,,July,2016,Keeler Boiler/ES-62C
145,0.662,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1021.72,short tons/month,Tires,,,,,July,2016,Hogged Fuel Boiler No.1
146,0.662,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,3.08,short tons/month,Tires,,,,,July,2016,Hogged Fuel Boiler No.2
147,0,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,0,short tons/month,Petroleum Coke,,,,,July,2016,"GRP 001, Kiln"
148,0.7396,"percent by weight, expressed as a decimal fraction",1001921,MEDICAL CENTER COMPANY,3433.739,short tons/month,Bituminous,,,,,July,2016,GP-Coal_Boilers
149,0.7916,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",486,short tons/month,Bituminous,,,,,July,2016,Thermal Dryer
150,0.907,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,297.2,short tons/month,Petroleum Coke,,,,,June,2016,Kiln 1
151,0.7874,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",929,short tons/month,Bituminous,,,,,June,2016,Thermal Dryer
152,0.3593,"percent by weight, expressed as a decimal fraction",1006024,Duluth Steam One,3545,short tons/month,Subbituminous,,,,,June,2016,GP-1
153,0.886,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,213.6,short tons/month,Petroleum Coke,,,,,June,2016,AA-001
154,0,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,0,short tons/month,Subbituminous,,,,,June,2016,BL1
155,0.888,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,2363.9,short tons/month,Petroleum Coke,,,,,June,2016,Unit 02 Kiln 1
156,0.893,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,952.5,short tons/month,Petroleum Coke,,,,,June,2016,Unit 2 Kiln 2
157,0.9167,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,853.87,short tons/month,Coal Coke,,,,,June,2016,GP-Combustion and Annealing
