,carbon_content,carbon_content_uom,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,molecular_weight,molecular_weight_uom,month,reporting_year,unit_name
1066,0.7404,kg C per kg,1003998,SYCAMORE COGENERATION Facility,696113040,scf/month,Natural Gas (Weighted U.S. Average),,,17.072,kg/kg-mole,December,2016,Unit A
1067,0.7404,kg C per kg,1003998,SYCAMORE COGENERATION Facility,0,scf/month,Natural Gas (Weighted U.S. Average),,,17.072,kg/kg-mole,December,2016,Unit B
1068,0.7404,kg C per kg,1003998,SYCAMORE COGENERATION Facility,685312182,scf/month,Natural Gas (Weighted U.S. Average),,,17.072,kg/kg-mole,December,2016,Unit C
1069,0.7404,kg C per kg,1003998,SYCAMORE COGENERATION Facility,0,scf/month,Natural Gas (Weighted U.S. Average),,,17.072,kg/kg-mole,December,2016,Unit D
1070,0.80,kg C per kg,1006307,CALCASIEU REFINING COMPANY,1911685.81,scf/month,Fuel Gas,,,40.78,kg/kg-mole,December,2016,H-701 VG
1071,0.74,kg C per kg,1006307,CALCASIEU REFINING COMPANY,43804350.91,scf/month,Fuel Gas,,,22.50,kg/kg-mole,December,2016,H-701
1072,0.74,kg C per kg,1006307,CALCASIEU REFINING COMPANY,53965370.29,scf/month,Fuel Gas,,,22.50,kg/kg-mole,December,2016,H-204
1073,0.74,kg C per kg,1006307,CALCASIEU REFINING COMPANY,124261049.59,scf/month,Fuel Gas,,,22.50,kg/kg-mole,December,2016,H-501
1074,0.74,kg C per kg,1006307,CALCASIEU REFINING COMPANY,29232345.89,scf/month,Fuel Gas,,,22.50,kg/kg-mole,December,2016,H-901
1075,0.805236296,kg C per kg,1004362,PARAMOUNT PETROLEUM CORPORATION,18318050.18,scf/month,,,,26.19091248,kg/kg-mole,December,2016,GP-807
1076,0.816458561,kg C per kg,1004362,PARAMOUNT PETROLEUM CORPORATION,10386678.81,scf/month,,,,27.84869892,kg/kg-mole,December,2016,GP-712
1077,0.6001365,kg C per kg,1003056,"Bridge Energy, LLC - Brea Stearns Facility",406600,scf/month,,,,21.713223,kg/kg-mole,December,2016,Microturbines (5 x 68kW)
1078,0.6001365,kg C per kg,1003056,"Bridge Energy, LLC - Brea Stearns Facility",22256600,scf/month,,,,21.713223,kg/kg-mole,December,2016,Turbine 1 (D182)
1079,0.6001365,kg C per kg,1003056,"Bridge Energy, LLC - Brea Stearns Facility",1125630,scf/month,,,,21.713223,kg/kg-mole,December,2016,Stearns Multi-Therm Heater (D86)
1080,0.6001365,kg C per kg,1003056,"Bridge Energy, LLC - Brea Stearns Facility",16776000,scf/month,,,,21.713223,kg/kg-mole,December,2016,Turbine 2 (D189)
1081,0.738,kg C per kg,1004340,"PCS NITROGEN FERTILIZER, L.P.",563527959,scf/month,Natural Gas (Weighted U.S. Average),,,16.83,kg/kg-mole,December,2016,CP-001
1082,,,1004218,Lycoming County Resource Management Services,1937032,scf/month,Landfill Gas,,,28.4,kg/kg-mole,December,2016,GP-002
1083,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,13731585,scf/month,Fuel Gas,,,19.25,kg/kg-mole,December,2016,CCR F-5 Heater
1084,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,17848372,scf/month,Fuel Gas,,,19.25,kg/kg-mole,December,2016,CCR F-101 Heater
1085,0.735,kg C per kg,1007844,Paulsboro Refining Company LLC,253668649,scf/month,Fuel Gas,,,16.834,kg/kg-mole,December,2016,A-Boiler
1086,0.8989,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,202161047.28,scf/month,Fuel Gas,,,9.1398,kg/kg-mole,December,2016,Furnace 6
1087,0.8989,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,196613827.82,scf/month,Fuel Gas,,,9.1398,kg/kg-mole,December,2016,Furnace 1
1088,0.8989,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,222645033.52,scf/month,Fuel Gas,,,9.1398,kg/kg-mole,December,2016,Furnace 9
1089,0.735,kg C per kg,1007844,Paulsboro Refining Company LLC,252472800,scf/month,Fuel Gas,,,16.834,kg/kg-mole,December,2016,B-Boiler
1090,0.735,kg C per kg,1007844,Paulsboro Refining Company LLC,252128102,scf/month,Fuel Gas,,,16.834,kg/kg-mole,December,2016,C-Boiler
1091,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,119545737,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-901C
1092,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,95086401,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-901B
1093,0.68178,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,188677468,scf/month,Fuel Gas,,,9.95955,kg/kg-mole,December,2016,DDB-901B
1094,0.68178,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,1803154036,scf/month,Fuel Gas,,,9.95955,kg/kg-mole,December,2016,GP-OL2 COMBUSTION
1095,0.5339,kg C per kg,1002565,SAN JOAQUIN REFINING CO INC,5132000,scf/month,,,,22.49,kg/kg-mole,December,2016,H-1 Heater OFG
1096,0.6914,kg C per kg,1002565,SAN JOAQUIN REFINING CO INC,13155771,scf/month,Fuel Gas,,,12.23,kg/kg-mole,December,2016,GP-Refinery Fuel Gas
1097,0.5339,kg C per kg,1002565,SAN JOAQUIN REFINING CO INC,3796000,scf/month,,,,22.49,kg/kg-mole,December,2016,Wicks Oilfield Gas
1098,0.686661058,kg C per kg,1002461,ULTRAMAR INC WILMINGTON REFINERY,573592342.74,scf/month,Fuel Gas,,,22.11340645,kg/kg-mole,December,2016,CP-88FQI945
1099,0.686661058,kg C per kg,1002461,ULTRAMAR INC WILMINGTON REFINERY,15360035.00,scf/month,Fuel Gas,,,22.11340645,kg/kg-mole,December,2016,56-H-1
1100,0.686661058,kg C per kg,1002461,ULTRAMAR INC WILMINGTON REFINERY,121907503.83,scf/month,Fuel Gas,,,22.11340645,kg/kg-mole,December,2016,56-H-2
1101,0.686661058,kg C per kg,1002461,ULTRAMAR INC WILMINGTON REFINERY,66886096.73,scf/month,Fuel Gas,,,22.11340645,kg/kg-mole,December,2016,58-H-1
1102,0.68178,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,426408107,scf/month,Fuel Gas,,,9.95955,kg/kg-mole,December,2016,DDB-105
1103,0.8624,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,16540858,scf/month,Fuel Gas,,,34.5906,kg/kg-mole,December,2016,CP-BOILERS
1104,0.68178,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,175326580,scf/month,Fuel Gas,,,9.95955,kg/kg-mole,December,2016,DDB-901A
1105,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,87722548,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-901A
1106,0.6856,kg C per kg,1000099,Robinson Refinery,143553346.454,scf/month,Fuel Gas,,,18.118,kg/kg-mole,December,2016,CP-69
1107,0.614,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10402231.08,scf/month,Fuel Gas,,,20.52,kg/kg-mole,December,2016,H-1501B
1108,0.575,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,5709485.833,scf/month,Fuel Gas,,,14.31,kg/kg-mole,December,2016,H-505B
1109,0.609,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10982776.92,scf/month,Fuel Gas,,,20.37,kg/kg-mole,December,2016,H-205
1110,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,269713873,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-106
1111,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,248085881,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-109
1112,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,254449530,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-107
1113,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,135159856,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,GP-OL1 COMBUSTION
1114,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,243378672,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-105
1115,0.73292,kg C per kg,1004368,INEOS CHOCOLATE BAYOU PLANT,256617627,scf/month,Fuel Gas,,,14.91911,kg/kg-mole,December,2016,DB-108
1116,0.497042,kg C per kg,1000696,Chevron Cogenerating Station,43878565,scf/month,Fuel Gas,,,18.18366,kg/kg-mole,December,2016,3
1117,0.497042,kg C per kg,1000696,Chevron Cogenerating Station,42733918.9,scf/month,Fuel Gas,,,18.18366,kg/kg-mole,December,2016,4
1118,0.719131005,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",87930692.88,scf/month,Fuel Gas,,,19.1622725,kg/kg-mole,December,2016,94-GDU
1119,0.75361,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",8400879.28,scf/month,Fuel Gas,,,20.4236,kg/kg-mole,December,2016,HTHC
1120,0.71858,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",73319562.67,scf/month,Fuel Gas,,,19.16307,kg/kg-mole,December,2016,HTHC
1121,0.72834,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",119280849.6,scf/month,Fuel Gas,,,18.07381,kg/kg-mole,December,2016,2004-10
1122,0.72821,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",93128546.4,scf/month,Fuel Gas,,,17.96457,kg/kg-mole,December,2016,94-43
1123,0.72484,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",121917600,scf/month,Fuel Gas,,,18.08781,kg/kg-mole,December,2016,2005-2
1124,0.72681,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",9853096.84,scf/month,Fuel Gas,,,18.11104,kg/kg-mole,December,2016,94-29
1125,0.72513,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",5445302.88,scf/month,Fuel Gas,,,18.06241,kg/kg-mole,December,2016,94-28
1126,0.71818,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",132948196.59,scf/month,Fuel Gas,,,19.163065,kg/kg-mole,December,2016,HCU Frac
1127,0.72778,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",94899856.8,scf/month,Fuel Gas,,,17.95993,kg/kg-mole,December,2016,94-45
1128,0.72415,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",58654159.70,scf/month,Fuel Gas,,,18.0122,kg/kg-mole,December,2016,DHT Feed Heaters
1129,0.718296754,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",145616138.40,scf/month,Fuel Gas,,,19.18304874,kg/kg-mole,December,2016,94-CCR
1130,0.717601359,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",71763435.37,scf/month,Fuel Gas,,,19.14264335,kg/kg-mole,December,2016,HCU Heaters
1131,0.725203026,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",367547280,scf/month,Fuel Gas,,,18.07141384,kg/kg-mole,December,2016,2005-1
1132,0.72548,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",207437698.56,scf/month,Fuel Gas,,,18.0859,kg/kg-mole,December,2016,Coker Heaters
1133,0.72626,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",57809436.01,scf/month,Fuel Gas,,,18.09486,kg/kg-mole,December,2016,6-81
1134,0.72577,kg C per kg,1009080,"Valero Refining - New Orleans, L.L.C.",12726768.68,scf/month,Fuel Gas,,,18.07591,kg/kg-mole,December,2016,94-30
1135,0.202326,kg C per kg,1006695,Dearborn Industrial Generation,1493999300,scf/month,Blast Furnace Gas,,,26.734643,kg/kg-mole,December,2016,BL1100
1136,0.202326,kg C per kg,1006695,Dearborn Industrial Generation,1422888300,scf/month,Blast Furnace Gas,,,26.734643,kg/kg-mole,December,2016,BL3100
1137,0.202326,kg C per kg,1006695,Dearborn Industrial Generation,3065233500,scf/month,Blast Furnace Gas,,,26.734643,kg/kg-mole,December,2016,BL2100
1138,0.151,kg C per kg,1000588,ArcelorMittal Indiana Harbor LLC,1800662603.38,scf/month,Blast Furnace Gas,,,35.52,kg/kg-mole,December,2016,SRC_IH3_BFG Stoves_S1A
1139,0,kg C per kg,1000588,ArcelorMittal Indiana Harbor LLC,0,scf/month,Blast Furnace Gas,,,0,kg/kg-mole,December,2016,SRC_UTL_Boiler 6_S8E
1140,0.1658,kg C per kg,1000588,ArcelorMittal Indiana Harbor LLC,1401217649.94,scf/month,Blast Furnace Gas,,,32.79,kg/kg-mole,December,2016,SRC_IH4_BFG Stoves_S1C
1141,0.1641,kg C per kg,1000588,ArcelorMittal Indiana Harbor LLC,4544829563.35,scf/month,Blast Furnace Gas,,,32.80,kg/kg-mole,December,2016,SRC_UTL_Boiler 8_S8G
1142,0.1641,kg C per kg,1000588,ArcelorMittal Indiana Harbor LLC,775148596.41,scf/month,Blast Furnace Gas,,,32.80,kg/kg-mole,December,2016,SRC_UTL_Boiler 7_S8F
1143,0.4904,kg C per kg,1000099,Robinson Refinery,0,scf/month,Fuel Gas,,,5.138,kg/kg-mole,December,2016,GP-1
1144,0.681,kg C per kg,1000099,Robinson Refinery,119531922.002,scf/month,Fuel Gas,,,17.956,kg/kg-mole,December,2016,GP-1
1145,0.7006,kg C per kg,1000099,Robinson Refinery,64618215.513,scf/month,Fuel Gas,,,16.668,kg/kg-mole,December,2016,GP-1
1146,0.6856,kg C per kg,1000099,Robinson Refinery,642972486.022,scf/month,Fuel Gas,,,18.118,kg/kg-mole,December,2016,GP-1
1147,0.5854,kg C per kg,1000099,Robinson Refinery,47440003.185,scf/month,Fuel Gas,,,6.708,kg/kg-mole,December,2016,GP-1
1148,0.7342,kg C per kg,1000099,Robinson Refinery,73943449.009,scf/month,Fuel Gas,,,16.588,kg/kg-mole,December,2016,GP-1
1149,0.681,kg C per kg,1000099,Robinson Refinery,98662940,scf/month,Fuel Gas,,,17.956,kg/kg-mole,December,2016,59F-3
1150,0.7342,kg C per kg,1000099,Robinson Refinery,345730934,scf/month,Fuel Gas,,,16.588,kg/kg-mole,December,2016,16F-3
1151,0.7006,kg C per kg,1000099,Robinson Refinery,75212733,scf/month,Fuel Gas,,,16.67,kg/kg-mole,December,2016,3F-2
1152,0.682,kg C per kg,1000099,Robinson Refinery,119531922,scf/month,Fuel Gas,,,17.956,kg/kg-mole,December,2016,59F-4
1153,0.6856,kg C per kg,1000099,Robinson Refinery,65326226,scf/month,Fuel Gas,,,18.118,kg/kg-mole,December,2016,60F-1
1154,0.7006,kg C per kg,1000099,Robinson Refinery,105039993,scf/month,Fuel Gas,,,16.668,kg/kg-mole,December,2016,3F-1
1155,0.729,kg C per kg,1007844,Paulsboro Refining Company LLC,373787931,scf/month,Fuel Gas,,,18.02,kg/kg-mole,February,2016,GTG/HRSG
1156,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,95130423,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,CU7 F-2 Heater
1157,0.63656,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,238894663.00,scf/month,Fuel Gas,,,7.8473,kg/kg-mole,February,2016,Furnace 3
1158,0.6366,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,258795522.78,scf/month,Fuel Gas,,,7.8473,kg/kg-mole,February,2016,Furnace 4
1159,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,69997842,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,CU7 F-1A Heater
1160,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,76298815,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,CU7 F-1 Heater
1161,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,91967673,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,CU6 Heater
1162,0.759,kg C per kg,1007844,Paulsboro Refining Company LLC,33743925,scf/month,Fuel Gas,,,22.37,kg/kg-mole,February,2016,Coker A-Heater
1163,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,26942169,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,FURF-1 BB-1 Heater
1164,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,4417956,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,FURF-1 BB-2 Heater
1165,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,26234581,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,FURF-2 B101 Heater
1166,0.689,kg C per kg,1002286,LUNDAY-THAGARD COMPANY,906166,scf/month,Fuel Gas,,,36.48,kg/kg-mole,February,2016,GP-1
1167,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,0,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,PDA BB-1 Heater
1168,0.714,kg C per kg,1007844,Paulsboro Refining Company LLC,23193925,scf/month,Fuel Gas,,,21.43,kg/kg-mole,February,2016,PDA BB-2 Heater
1169,0.728,kg C per kg,1007844,Paulsboro Refining Company LLC,7439475,scf/month,Fuel Gas,,,25.79,kg/kg-mole,February,2016,CHD-2 Heater
1170,0.728,kg C per kg,1007844,Paulsboro Refining Company LLC,11048680,scf/month,Fuel Gas,,,25.79,kg/kg-mole,February,2016,MLDW Heater
1171,0.691,kg C per kg,1007844,Paulsboro Refining Company LLC,10552240,scf/month,Fuel Gas,,,9.98,kg/kg-mole,February,2016,NHT Heater
1172,0.691,kg C per kg,1007844,Paulsboro Refining Company LLC,14203245,scf/month,Fuel Gas,,,9.98,kg/kg-mole,February,2016,FGDU Heater
1173,0.759,kg C per kg,1007844,Paulsboro Refining Company LLC,32709710,scf/month,Fuel Gas,,,22.37,kg/kg-mole,February,2016,Coker B-Heater
1174,0.691,kg C per kg,1007844,Paulsboro Refining Company LLC,75959545,scf/month,Fuel Gas,,,9.98,kg/kg-mole,February,2016,CHD-1 Heater
1175,0.74,kg C per kg,1004001,Kern River Cogeneration Facility,600812780,scf/month,Natural Gas (Weighted U.S. Average),,,17.073,kg/kg-mole,February,2016,Unit D
1176,0.74,kg C per kg,1004001,Kern River Cogeneration Facility,1505519,scf/month,Natural Gas (Weighted U.S. Average),,,17.073,kg/kg-mole,February,2016,Unit B
1177,0.740,kg C per kg,1004001,Kern River Cogeneration Facility,1482192,scf/month,Natural Gas (Weighted U.S. Average),,,17.073,kg/kg-mole,February,2016,Unit A
1178,0.74,kg C per kg,1004001,Kern River Cogeneration Facility,1418045,scf/month,Natural Gas (Weighted U.S. Average),,,17.073,kg/kg-mole,February,2016,Unit C
1179,0.737121427768708,kg C per kg,1008014,ERGON REFINING INC,771692.871191666,scf/month,Fuel Gas,,,16.64624309375,kg/kg-mole,February,2016,GP-RFG
1180,0.779428310165198,kg C per kg,1003589,SHELL CHEMICAL COMPANY,259404792.000000000000000,scf/month,Fuel Gas,,,16.352900000000000,kg/kg-mole,February,2016,GP- FG2
1181,0.816024536305739,kg C per kg,1003589,SHELL CHEMICAL COMPANY,181346702.400000000000000,scf/month,Fuel Gas,,,19.618600000000000,kg/kg-mole,February,2016,GP- FG1
1182,0.685,kg C per kg,1004211,SHELL PUGET SOUND REFINERY,325443682.9,scf/month,Fuel Gas,,,19.8,kg/kg-mole,February,2016,CP-COGEN
1183,0.598,kg C per kg,1007923,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,359622876,scf/month,Fuel Gas,,,10.57,kg/kg-mole,February,2016,GP-3
1184,0.722,kg C per kg,1007923,SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,515230643,scf/month,Fuel Gas,,,16.79,kg/kg-mole,February,2016,GP-2
1185,0.72,kg C per kg,1007322,Delaware City Refinery,477493876,scf/month,Fuel Gas,,,16.72,kg/kg-mole,February,2016,CP-Power Plant
1186,0.72,kg C per kg,1007322,Delaware City Refinery,1050720440,scf/month,Fuel Gas,,,16.72,kg/kg-mole,February,2016,CP-Heaters
1187,0.30620237,kg C per kg,1002150,Shute Creek Facility,2085982039.1773,scf/month,Natural Gas (Weighted U.S. Average),,,37.964366191,kg/kg-mole,February,2016,CP-Cogen Turbines - Primary fuel
1188,0.2527,kg C per kg,1006565,"Cos-Mar Company, Styrene Monomer Plant",220604779,scf/month,,,,5.7383,kg/kg-mole,February,2016,CP-2
1189,0.76,kg C per kg,1005789,ConocoPhillips Alaska Inc - KRU CPF1,19933900,scf/month,Fuel Gas,,,20.1925,kg/kg-mole,February,2016,G1-14-01
1190,0.647,kg C per kg,1007844,Paulsboro Refining Company LLC,166363398,scf/month,Fuel Gas,,,12.65,kg/kg-mole,February,2016,CCR Feed Heater
1191,0.647,kg C per kg,1007844,Paulsboro Refining Company LLC,15052387,scf/month,Fuel Gas,,,12.65,kg/kg-mole,February,2016,CCR F-5 Heater
1192,0.6366,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,258851057.37,scf/month,Fuel Gas,,,7.8473,kg/kg-mole,February,2016,Furnace 7
1193,0.6366,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,251421459.85,scf/month,Fuel Gas,,,7.8473,kg/kg-mole,February,2016,Furnace 8
1194,0.6546,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,144930107.24,scf/month,Fuel Gas,,,7.6545,kg/kg-mole,February,2016,Boiler B
1195,0.6366,kg C per kg,1002758,EQUISTAR CHEMICALS LAPORTE COMPLEX,216598938.49,scf/month,Fuel Gas,,,7.8473,kg/kg-mole,February,2016,Furnace 6
1196,0.7388,kg C per kg,1004004,Mid Set Cogeneration Facility,297162410,scf/month,Natural Gas (Weighted U.S. Average),,,17.035,kg/kg-mole,February,2016,Unit A
1197,0.6495,kg C per kg,1011345,Greka Refining Company,6761000,scf/month,Fuel Gas,,,25.935,kg/kg-mole,February,2016,GP-SMRC all Combustion Units
1198,0.78841566,kg C per kg,1006531,GOODWAY REFINING LLC,694523.0769,scf/month,Fuel Gas,,,38.25456905,kg/kg-mole,February,2016,GP-RFG
1199,0.1744,kg C per kg,1003195,"Ironside Energy, LLC",0,scf/month,Blast Furnace Gas,,,32.64,kg/kg-mole,February,2016,Boiler No. 9
1200,0.729,kg C per kg,1000099,Robinson Refinery,341836488.056,scf/month,Fuel Gas,,,16.950,kg/kg-mole,February,2016,1F-1
1201,0.681,kg C per kg,1000099,Robinson Refinery,106203470.002,scf/month,Fuel Gas,,,17.443,kg/kg-mole,February,2016,CP-69
1202,0.72,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10866817.09,scf/month,Fuel Gas,,,26.28,kg/kg-mole,February,2016,6F1-B
1203,0.72,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10115164.12,scf/month,Fuel Gas,,,26.28,kg/kg-mole,February,2016,6F1-A
1204,0.7,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,67354598.5,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,100-H2
1205,0.608,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,30789596.83,scf/month,Fuel Gas,,,13.96,kg/kg-mole,February,2016,H-1102
1206,0.612,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,27216330.08,scf/month,Fuel Gas,,,20.4,kg/kg-mole,February,2016,H-1401
1207,0.613,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,11515385.92,scf/month,Fuel Gas,,,20.49,kg/kg-mole,February,2016,H-1501A
1208,0.615,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,34880275.42,scf/month,Fuel Gas,,,20.56,kg/kg-mole,February,2016,H-201
1209,0.612,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,44348274.42,scf/month,Fuel Gas,,,20.47,kg/kg-mole,February,2016,H-202
1210,0.612,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,23576829.08,scf/month,Fuel Gas,,,20.49,kg/kg-mole,February,2016,H-203
1211,0.611,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,19838422.58,scf/month,Fuel Gas,,,20.47,kg/kg-mole,February,2016,H-204
1212,0.72,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,13019907.8,scf/month,Fuel Gas,,,26.28,kg/kg-mole,February,2016,H-101
1213,0.72,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10535997.18,scf/month,Fuel Gas,,,26.28,kg/kg-mole,February,2016,H-102
1214,0.581,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,20340209,scf/month,Fuel Gas,,,,,February,2016,H-505A
1215,0.7,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,81688973.91,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,100-H1
1216,0.7,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,11486247.1,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,H-047
1217,0.575,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,23221030.5,scf/month,Fuel Gas,,,14.27,kg/kg-mole,February,2016,H-28002
1218,0.575,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,16001200,scf/month,Fuel Gas,,,14.31,kg/kg-mole,February,2016,H-501
1219,0.56,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,19965006.2,scf/month,Fuel Gas,,,13.57,kg/kg-mole,February,2016,54 H-102
1220,0.667,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,1159693.083,scf/month,Fuel Gas,,,11.28,kg/kg-mole,February,2016,H-506
1221,0.57,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,7328971.583,scf/month,Fuel Gas,,,14.44,kg/kg-mole,February,2016,H-28001
1222,0.57,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,978066.5833,scf/month,Fuel Gas,,,14.25,kg/kg-mole,February,2016,H-3003
1223,0.575,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,21337373.33,scf/month,Fuel Gas,,,14.31,kg/kg-mole,February,2016,H-502
1224,0.7,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,55140075.71,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,14-H-1401
1225,0.72,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,14658880.45,scf/month,Fuel Gas,,,26.28,kg/kg-mole,February,2016,440h-1
1226,0.56,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,21153071.04,scf/month,Fuel Gas,,,13.57,kg/kg-mole,February,2016,54 H-101
1227,0.70,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,13520933.48,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,160H-1
1228,0.7,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,10372057.26,scf/month,Fuel Gas,,,13.01,kg/kg-mole,February,2016,160H-2
1229,0.582,kg C per kg,1008310,DIAMOND SHAMROCK REFINING VALERO,18575757.92,scf/month,Fuel Gas,,,,,February,2016,H-504
1230,0,kg C per kg,1002384,Santa Ynez Unit (SYU),0,scf/month,Natural Gas (Weighted U.S. Average),,,0,kg/kg-mole,February,2016,GP-POPCO Boilers
1231,0,kg C per kg,1002384,Santa Ynez Unit (SYU),0,scf/month,Natural Gas (Weighted U.S. Average),,,0,kg/kg-mole,February,2016,LFC GTG
