,carbon_content,carbon_content_uom,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,molecular_weight,molecular_weight_uom,month,reporting_year,unit_name
39,0.4265,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2383,short tons/month,Subbituminous,,,,,August,2017,Chena 1
40,0.4265,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2511,short tons/month,Subbituminous,,,,,August,2017,Chena 2
41,0.4265,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,514,short tons/month,Subbituminous,,,,,August,2017,Chena 3
42,0.4265,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,14215,short tons/month,Subbituminous,,,,,August,2017,Chena 5
43,0.873,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,6082.9,short tons/month,Petroleum Coke,,,,,August,2017,"GRP 001, Kiln"
44,0.3095,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,12300,short tons/month,Wood and Wood Residuals (dry basis),,,,,August,2017,Boiler BFB-1 (EP19)
45,0.535850,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,561.0,short tons/month,Bituminous,,,,,August,2017,Keeler Boiler/ES-62C
46,0,"percent by weight, expressed as a decimal fraction",1005991,Ahlstrom-Munksjo NA Specialty Solutions LLC,0,short tons/month,,,,,,August,2017,B26
47,0.716,"percent by weight, expressed as a decimal fraction",1000183,Pixelle Specialty Solutions LLC,922,short tons/month,Tires,,,,,August,2017,B013
48,0.913,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,680.3,short tons/month,Petroleum Coke,,,,,August,2017,Unit 02 Kiln 1
49,0.899,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3854.8,short tons/month,Petroleum Coke,,,,,August,2017,Unit 2 Kiln 2
50,0.6325,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,0,short tons/month,Bituminous,,,,,August,2017,"GP-Boilers 789 (EP07, EP08, EP09)"
51,0.6325,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,46,short tons/month,Bituminous,,,,,August,2017,Boiler 10 (EP10)
52,0.771,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1110.11,short tons/month,Tires,,,,,August,2017,Hogged Fuel Boiler No.2
53,0.917,"percent by weight, expressed as a decimal fraction",1006015,"United States Pipe and Foundry Company, LLC",2667.333,short tons/month,Coal Coke,,,,,August,2017,Cupola
54,0.59,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,3864,short tons/month,Subbituminous,,,,,August,2017,BL1
55,0.084750,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,7179.0,short tons/month,Wood and Wood Residuals (dry basis),,,,,August,2017,Keeler Boiler/ES-62C
56,0.101700,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,58.5,short tons/month,Agricultural Byproducts,,,,,August,2017,Keeler Boiler/ES-62C
57,0.6833,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",156.85,short tons/month,Subbituminous,,,,,August,2017,Roaster 2
58,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",505545.8,short tons/month,,,,,,August,2017,Roaster 2
59,0.6833,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",156.85,short tons/month,Subbituminous,,,,,August,2017,Roaster 1
60,0.0087,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",505545.8,short tons/month,,,,,,August,2017,Roaster 1
61,0.8445,"percent by weight, expressed as a decimal fraction",1000348,Resolute FP US Inc. - Catawba Operations,28,short tons/month,Tires,,,,,August,2017,08-2605
62,0.8445,"percent by weight, expressed as a decimal fraction",1000348,Resolute FP US Inc. - Catawba Operations,39,short tons/month,Tires,,,,,August,2017,08-3705
63,0.871,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,421.5,short tons/month,Petroleum Coke,,,,,August,2017,EQT 0003 Kiln 2 Kiln Stack
64,0.886,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,449.3,short tons/month,Petroleum Coke,,,,,August,2017,EQT 0002 Kiln 1 Kiln Stack
65,0.5493,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,2656,short tons/month,Bituminous,,,,,August,2017,Kiln #1
66,0.5663,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,16652.98,short tons/month,Bituminous,,,,,August,2017,C Boiler (GR-2-L)
67,0.5663,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,26536.02,short tons/month,Bituminous,,,,,August,2017,D Boiler (GR-3-W)
68,0.5207,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,9079,short tons/month,Subbituminous,,,,,August,2017,EU-0050
69,0.771,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1806.49,short tons/month,Tires,,,,,August,2017,Hogged Fuel Boiler No.1
70,0.9176,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,625.8,short tons/month,Coal Coke,,,,,August,2017,GP-Combustion and Annealing
71,0,"percent by weight, expressed as a decimal fraction",1005707,AMALGAMATED SUGAR CO LLC,0,short tons/month,Bituminous,,,,,August,2017,S-B3
72,0,"percent by weight, expressed as a decimal fraction",1007033,"CEMEX de Puerto Rico, Inc.",0,short tons/month,Bituminous,,,,,August,2017,Kiln 1 (Lime Plant)
73,0.870,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,28.6,short tons/month,Petroleum Coke,,,,,August,2017,Kiln 1
74,0.872,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,498.7,short tons/month,Petroleum Coke,,,,,August,2017,AA-001
75,0.8005,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1235,short tons/month,Bituminous,,,,,August,2017,Thermal Dryer
76,0.6296,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,1369,short tons/month,Bituminous,,,,,December,2017,Boiler 10 (EP10)
77,0.896,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,7233.7,short tons/month,Petroleum Coke,,,,,December,2017,"GRP 001, Kiln"
78,0.759,"percent by weight, expressed as a decimal fraction",1005991,Ahlstrom-Munksjo NA Specialty Solutions LLC,7402,short tons/month,,,,,,December,2017,B26
79,0.731,"percent by weight, expressed as a decimal fraction",1000183,Pixelle Specialty Solutions LLC,1086,short tons/month,Tires,,,,,December,2017,B013
80,0.901,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,8484.6,short tons/month,Petroleum Coke,,,,,December,2017,Unit 02 Kiln 1
81,0.898,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,December,2017,Unit 2 Kiln 2
82,0.6296,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,1613,short tons/month,Bituminous,,,,,December,2017,"GP-Boilers 789 (EP07, EP08, EP09)"
83,0.694,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1697.14,short tons/month,Tires,,,,,December,2017,Hogged Fuel Boiler No.2
84,0.919,"percent by weight, expressed as a decimal fraction",1006015,"United States Pipe and Foundry Company, LLC",2667.333,short tons/month,Coal Coke,,,,,December,2017,Cupola
85,0.60,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,10747,short tons/month,Subbituminous,,,,,December,2017,BL1
86,0.532850,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,441.0,short tons/month,Bituminous,,,,,December,2017,Keeler Boiler/ES-62C
87,0.091500,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,9370.0,short tons/month,Wood and Wood Residuals (dry basis),,,,,December,2017,Keeler Boiler/ES-62C
88,0.115700,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,113.9,short tons/month,Agricultural Byproducts,,,,,December,2017,Keeler Boiler/ES-62C
89,0.6810,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",90.41,short tons/month,Subbituminous,,,,,December,2017,Roaster 2
90,0.0086,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",509060.1,short tons/month,,,,,,December,2017,Roaster 2
91,0.6810,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",90.41,short tons/month,Subbituminous,,,,,December,2017,Roaster 1
92,0.0086,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",509060.1,short tons/month,,,,,,December,2017,Roaster 1
93,0.8146,"percent by weight, expressed as a decimal fraction",1000348,Resolute FP US Inc. - Catawba Operations,73,short tons/month,Tires,,,,,December,2017,08-2605
94,0.8146,"percent by weight, expressed as a decimal fraction",1000348,Resolute FP US Inc. - Catawba Operations,118,short tons/month,Tires,,,,,December,2017,08-3705
95,0.876,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,0,short tons/month,Petroleum Coke,,,,,December,2017,EQT 0003 Kiln 2 Kiln Stack
96,0.889,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,342.8,short tons/month,Petroleum Coke,,,,,December,2017,EQT 0002 Kiln 1 Kiln Stack
97,0.5640,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,3587,short tons/month,Bituminous,,,,,December,2017,Kiln #1
98,0.5681,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,17893.83,short tons/month,Bituminous,,,,,December,2017,C Boiler (GR-2-L)
99,0.5681,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,25801.17,short tons/month,Bituminous,,,,,December,2017,D Boiler (GR-3-W)
100,0.5554,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,9138,short tons/month,Subbituminous,,,,,December,2017,EU-0050
101,0.694,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1349.89,short tons/month,Tires,,,,,December,2017,Hogged Fuel Boiler No.1
102,0.9190,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,348.9,short tons/month,Coal Coke,,,,,December,2017,GP-Combustion and Annealing
103,0,"percent by weight, expressed as a decimal fraction",1005707,AMALGAMATED SUGAR CO LLC,0,short tons/month,Bituminous,,,,,December,2017,S-B3
104,0,"percent by weight, expressed as a decimal fraction",1007033,"CEMEX de Puerto Rico, Inc.",0,short tons/month,Bituminous,,,,,December,2017,Kiln 1 (Lime Plant)
105,0.898,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,0,short tons/month,Petroleum Coke,,,,,December,2017,Kiln 1
106,0.885,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,835.1,short tons/month,Petroleum Coke,,,,,December,2017,AA-001
107,0.8050,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1132,short tons/month,Bituminous,,,,,December,2017,Thermal Dryer
108,0.891,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,1414.2,short tons/month,Petroleum Coke,,,,,December,2017,UNF0001/Kiln 1
109,0.4326,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2237,short tons/month,Subbituminous,,,,,December,2017,Chena 1
110,0.4326,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2540,short tons/month,Subbituminous,,,,,December,2017,Chena 2
111,0.4326,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,1647,short tons/month,Subbituminous,,,,,December,2017,Chena 3
112,0.4326,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,13365,short tons/month,Subbituminous,,,,,December,2017,Chena 5
113,0.3242,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,12338,short tons/month,Wood and Wood Residuals (dry basis),,,,,December,2017,Boiler BFB-1 (EP19)
114,0.3182,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,12725,short tons/month,Wood and Wood Residuals (dry basis),,,,,February,2017,Boiler BFB-1 (EP19)
115,0.871,"percent by weight, expressed as a decimal fraction",1005645,Rain CII CARBON LLC - GRAMERCY COKE PLANT,4412.7,short tons/month,Petroleum Coke,,,,,February,2017,"GRP 001, Kiln"
116,0.739,"percent by weight, expressed as a decimal fraction",1005991,Ahlstrom-Munksjo NA Specialty Solutions LLC,8299,short tons/month,,,,,,February,2017,B26
117,0.921,"percent by weight, expressed as a decimal fraction",1000183,Pixelle Specialty Solutions LLC,604,short tons/month,Tires,,,,,February,2017,B013
118,0.902,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,1373.1,short tons/month,Petroleum Coke,,,,,February,2017,Unit 02 Kiln 1
119,0.897,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,2644.7,short tons/month,Petroleum Coke,,,,,February,2017,Unit 2 Kiln 2
120,0.6351,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,926,short tons/month,Bituminous,,,,,February,2017,"GP-Boilers 789 (EP07, EP08, EP09)"
121,0.6351,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,4091,short tons/month,Bituminous,,,,,February,2017,Boiler 10 (EP10)
122,0.917,"percent by weight, expressed as a decimal fraction",1006015,"United States Pipe and Foundry Company, LLC",2667.333,short tons/month,Coal Coke,,,,,February,2017,Cupola
123,0.60,"percent by weight, expressed as a decimal fraction",1006878,American Crystal Sugar Company - Drayton,9192,short tons/month,Subbituminous,,,,,February,2017,BL1
124,0.9160,"percent by weight, expressed as a decimal fraction",1004965,UNITED STATES PIPE & FOUNDRY CO LLC,600.5,short tons/month,Coal Coke,,,,,February,2017,GP-Combustion and Annealing
125,0.097033,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,7673.0,short tons/month,Wood and Wood Residuals (dry basis),,,,,February,2017,Keeler Boiler/ES-62C
126,0.109000,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,36.0,short tons/month,Agricultural Byproducts,,,,,February,2017,Keeler Boiler/ES-62C
127,,,1002877,"Barrick Goldstrike Mines, Inc.",,,Subbituminous,,,,,February,2017,Roaster 2
128,0.0070,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",358706.8,short tons/month,,,,,,February,2017,Roaster 2
129,,,1002877,"Barrick Goldstrike Mines, Inc.",,,Subbituminous,,,,,February,2017,Roaster 1
130,0.0070,"percent by weight, expressed as a decimal fraction",1002877,"Barrick Goldstrike Mines, Inc.",358706.8,short tons/month,,,,,,February,2017,Roaster 1
131,,,1000348,Resolute FP US Inc. - Catawba Operations,,,Tires,,,,,February,2017,08-2605
132,,,1000348,Resolute FP US Inc. - Catawba Operations,,,Tires,,,,,February,2017,08-3705
133,0.877,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,126.8,short tons/month,Petroleum Coke,,,,,February,2017,EQT 0003 Kiln 2 Kiln Stack
134,0.896,"percent by weight, expressed as a decimal fraction",1005848,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,112.4,short tons/month,Petroleum Coke,,,,,February,2017,EQT 0002 Kiln 1 Kiln Stack
135,0.5494,"percent by weight, expressed as a decimal fraction",1007985,NATIONAL CEMENT COMPANY INC.,1229,short tons/month,Bituminous,,,,,February,2017,Kiln #1
136,0.5531,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,14244.137,short tons/month,Bituminous,,,,,February,2017,C Boiler (GR-2-L)
137,0.5531,"percent by weight, expressed as a decimal fraction",1005040,Tata Chemicals (Soda Ash) Partners,18278.863,short tons/month,Bituminous,,,,,February,2017,D Boiler (GR-3-W)
138,0.4930,"percent by weight, expressed as a decimal fraction",1006852,Lake Road,8702,short tons/month,Subbituminous,,,,,February,2017,EU-0050
139,0.721,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1152.83,short tons/month,Tires,,,,,February,2017,Hogged Fuel Boiler No.1
140,0.721,"percent by weight, expressed as a decimal fraction",1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,1032.87,short tons/month,Tires,,,,,February,2017,Hogged Fuel Boiler No.2
141,0,"percent by weight, expressed as a decimal fraction",1005707,AMALGAMATED SUGAR CO LLC,0,short tons/month,Bituminous,,,,,February,2017,S-B3
142,0,"percent by weight, expressed as a decimal fraction",1007033,"CEMEX de Puerto Rico, Inc.",0,short tons/month,Bituminous,,,,,February,2017,Kiln 1 (Lime Plant)
143,0.884,"percent by weight, expressed as a decimal fraction",1005716,Rain CII CARBON LLC - NORCO COKE PLANT,0,short tons/month,Petroleum Coke,,,,,February,2017,Kiln 1
144,0.893,"percent by weight, expressed as a decimal fraction",1002172,RAIN CII CARBON LLC,712,short tons/month,Petroleum Coke,,,,,February,2017,AA-001
145,0.7910,"percent by weight, expressed as a decimal fraction",1001644,"METTIKI COAL, LLC",1301,short tons/month,Bituminous,,,,,February,2017,Thermal Dryer
146,0.893,"percent by weight, expressed as a decimal fraction",1005132,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,378.8,short tons/month,Petroleum Coke,,,,,February,2017,UNF0001/Kiln 1
147,0.4027,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2108,short tons/month,Subbituminous,,,,,February,2017,Chena 1
148,0.4027,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,2065,short tons/month,Subbituminous,,,,,February,2017,Chena 2
149,0.4027,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,1842,short tons/month,Subbituminous,,,,,February,2017,Chena 3
150,0.4027,"percent by weight, expressed as a decimal fraction",1004719,CHENA POWER PLANT,11017,short tons/month,Subbituminous,,,,,February,2017,Chena 5
151,0.527767,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,428.0,short tons/month,Bituminous,,,,,February,2017,Keeler Boiler/ES-62C
152,0.3038,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,13858,short tons/month,Wood and Wood Residuals (dry basis),,,,,January,2017,Boiler BFB-1 (EP19)
153,0.542400,"percent by weight, expressed as a decimal fraction",1012516,Ingredion Incorporated,632.0,short tons/month,Bituminous,,,,,January,2017,Keeler Boiler/ES-62C
154,0.738,"percent by weight, expressed as a decimal fraction",1005991,Ahlstrom-Munksjo NA Specialty Solutions LLC,9387,short tons/month,,,,,,January,2017,B26
155,0.869,"percent by weight, expressed as a decimal fraction",1000183,Pixelle Specialty Solutions LLC,1114,short tons/month,Tires,,,,,January,2017,B013
156,0.906,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3627.8,short tons/month,Petroleum Coke,,,,,January,2017,Unit 02 Kiln 1
157,0.899,"percent by weight, expressed as a decimal fraction",1005939,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,3485.5,short tons/month,Petroleum Coke,,,,,January,2017,Unit 2 Kiln 2
158,0.6319,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,0,short tons/month,Bituminous,,,,,January,2017,"GP-Boilers 789 (EP07, EP08, EP09)"
159,0.6319,"percent by weight, expressed as a decimal fraction",1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,5826,short tons/month,Bituminous,,,,,January,2017,Boiler 10 (EP10)
160,0.916,"percent by weight, expressed as a decimal fraction",1006015,"United States Pipe and Foundry Company, LLC",2667.333,short tons/month,Coal Coke,,,,,January,2017,Cupola
