,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
218,1006608,2010,FINCH PAPER LLC,182278.8,57.93,"Boilers 6,7,8,10",Chemical Recovery Furnace,9.655,,
219,1006668,2010,International Paper - Texarkana Mill,974648.9,311.18,RB2,Chemical Recovery Furnace,51.86,,
220,1006668,2010,International Paper - Texarkana Mill,503501.5,160.75,RB1,Chemical Recovery Furnace,26.79,,
221,1006668,2010,International Paper - Texarkana Mill,,,LK1,Pulp Mill Lime Kiln,,,
222,1006668,2010,International Paper - Texarkana Mill,,,LK2,Pulp Mill Lime Kiln,,,
223,1006703,2010,International Paper - Columbus Mill,1198631,381,Recovery Boiler,Chemical Recovery Furnace,63,,
224,1006703,2010,International Paper - Columbus Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
225,1006731,2010,International Paper - Augusta Mill,949687.9,303.78,RB3,Chemical Recovery Furnace,50.63,,
226,1006731,2010,International Paper - Augusta Mill,,,LK2,Pulp Mill Lime Kiln,,,
227,1006731,2010,International Paper - Augusta Mill,215490.3,68.93,RB2,Chemical Recovery Furnace,11.49,,
228,1006731,2010,International Paper - Augusta Mill,,,LK1,Pulp Mill Lime Kiln,,,
229,1006760,2010,International Paper ROME LINERBOARD MILL,,,LK2,Pulp Mill Lime Kiln,,,
230,1006760,2010,International Paper ROME LINERBOARD MILL,851003.6,270.45,RF5,Chemical Recovery Furnace,45.07,,
231,1006760,2010,International Paper ROME LINERBOARD MILL,,,LK1,Pulp Mill Lime Kiln,,,
232,1006776,2010,International Paper - Valliant Mill,1012715.3,322.31,Recovery Furnace (EUG D6),Chemical Recovery Furnace,53.72,,
233,1006776,2010,International Paper - Valliant Mill,,,Lime Kiln (EUG E7),Pulp Mill Lime Kiln,,,
234,1006788,2010,International Paper-Riverdale Mill,236141.6,75.33,RB1,Chemical Recovery Furnace,12.55,,
235,1006788,2010,International Paper-Riverdale Mill,,,LK3,Pulp Mill Lime Kiln,,,
236,1006788,2010,International Paper-Riverdale Mill,360804.8,115.1,RB2,Chemical Recovery Furnace,19.18,,
237,1006803,2010,INTERNATIONAL PAPER SAVANNA MILL,,,LK07,Pulp Mill Lime Kiln,,,
238,1006803,2010,INTERNATIONAL PAPER SAVANNA MILL,1163802.2,370.84,RF15,Chemical Recovery Furnace,61.81,,
239,1006885,2010,International Paper Ticonderoga Mill,312200.9,99.78,RF1,Chemical Recovery Furnace,16.63,,
240,1006885,2010,International Paper Ticonderoga Mill,,,LK1,Pulp Mill Lime Kiln,,,
241,1006892,2010,International Paper-Prattville Mill,,,Lime Kiln No. 2/ Z013,Pulp Mill Lime Kiln,,,
242,1006892,2010,International Paper-Prattville Mill,516705,164.57,Recovery Boiler No. 1/ Z001,Chemical Recovery Furnace,27.43,,
243,1006892,2010,International Paper-Prattville Mill,614984,195.87,Recovery Boiler No. 2/ Z011,Chemical Recovery Furnace,32.65,,
244,1006892,2010,International Paper-Prattville Mill,,,Lime Kiln No. 1/ Z003,Pulp Mill Lime Kiln,,,
245,1006958,2010,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",500573,159,RB1,Chemical Recovery Furnace,27,,
246,1006958,2010,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",505584,161,RB2,Chemical Recovery Furnace,27,,
247,1006958,2010,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",,,LK1,Pulp Mill Lime Kiln,,,
248,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,765129,244.24,X024,Chemical Recovery Furnace,40.707,,
249,1006962,2010,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,,,X026,Pulp Mill Lime Kiln,,,
250,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,480023,153.35,RF01,Chemical Recovery Furnace,25.558,,
251,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK01,Pulp Mill Lime Kiln,,,
252,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK02,Pulp Mill Lime Kiln,,,
253,1006975,2010,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,756791,241.76,RF02,Chemical Recovery Furnace,40.293,,
254,1007069,2010,Expera Old Town LLC,339182,108.6,recovery furnace,Chemical Recovery Furnace,18.1,,
255,1007135,2010,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,,,EU 017 No. 4 Lime Kiln,Pulp Mill Lime Kiln,,,
256,1007135,2010,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,803432,256.28,EU 018 No. 4 Recovery Boiler,Chemical Recovery Furnace,42.713,,
257,1007196,2010,Wickliffe Paper Company,557676,178.34,03,Chemical Recovery Furnace,29.72,,
258,1007196,2010,Wickliffe Paper Company,,,08,Pulp Mill Lime Kiln,,,
259,1007214,2010,"GEORGIA-PACIFIC, LLC-CROSSETT",,,Lime Kiln (SN25),Pulp Mill Lime Kiln,,,
260,1007214,2010,"GEORGIA-PACIFIC, LLC-CROSSETT",1045318,333.91,8R Boiler (SN26),Chemical Recovery Furnace,55.652,,
261,1007226,2010,International Paper-Riegelwood,1159963.4,369.84,RB5,Chemical Recovery Furnace,61.64,,
262,1007226,2010,International Paper-Riegelwood,,,LK4,Pulp Mill Lime Kiln,,,
263,1007226,2010,International Paper-Riegelwood,454665,144.96,RB4,Chemical Recovery Furnace,24.16,,
264,1007226,2010,International Paper-Riegelwood,,,LK3,Pulp Mill Lime Kiln,,,
265,1007273,2010,Expera Specialty Solutions LLC - Mosinee Mill,,,Lime Kiln (P36),Pulp Mill Lime Kiln,,,
266,1007273,2010,Expera Specialty Solutions LLC - Mosinee Mill,156608.2,49.9,#14 Recovery Boiler (B21),Chemical Recovery Furnace,8.31,0.0019,0.00042
267,1007627,2010,GEORGIA PACIFIC MONTICELLO LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
268,1007627,2010,GEORGIA PACIFIC MONTICELLO LLC,518150,164.67,#1 Recovery Boiler,Chemical Recovery Furnace,27.444,,
269,1007627,2010,GEORGIA PACIFIC MONTICELLO LLC,543672,172.78,#2 Recovery Boiler,Chemical Recovery Furnace,28.796,,
270,1007867,2010,Packaging Corporation of America,262321.3,83.46,Recovery Boiler #2,Chemical Recovery Furnace,13.909,,
271,1007867,2010,Packaging Corporation of America,,,Lime Kiln #2,Pulp Mill Lime Kiln,,,
272,1007867,2010,Packaging Corporation of America,,,Lime Kiln #1,Pulp Mill Lime Kiln,,,
273,1007867,2010,Packaging Corporation of America,585225.9,186.19,Recovery Boiler #3,Chemical Recovery Furnace,31.031,,
274,1007867,2010,Packaging Corporation of America,265273.2,84.4,Recovery Boiler #1,Chemical Recovery Furnace,14.066,,
275,1007912,2010,International Paper - Georgetown Mill,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
276,1007912,2010,International Paper - Georgetown Mill,758750.9,241.56,No. 2 Recovery Boiler,Chemical Recovery Furnace,40.261,,
277,1007912,2010,International Paper - Georgetown Mill,,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
278,1007912,2010,International Paper - Georgetown Mill,567389.7,180.65,No. 1 Recovery Boiler,Chemical Recovery Furnace,30.108,,
279,1007917,2010,"ALABAMA RIVER CELLULOSE, LLC",,,X014,Pulp Mill Lime Kiln,,,
280,1007917,2010,"ALABAMA RIVER CELLULOSE, LLC",1113663,353.92,X012,Chemical Recovery Furnace,58.986,,
281,1007917,2010,"ALABAMA RIVER CELLULOSE, LLC",979210,313.02,X001,Chemical Recovery Furnace,52.171,,
282,1007917,2010,"ALABAMA RIVER CELLULOSE, LLC",,,X003,Pulp Mill Lime Kiln,,,
283,1007964,2010,"West Rock Mill Company, LLC",799662,255,RF3,Chemical Recovery Furnace,43,,
284,1007964,2010,"West Rock Mill Company, LLC",,,LK3,Pulp Mill Lime Kiln,,,
285,1007994,2010,BOISE WHITE PAPER LLC,517662,165.48,Recovery Furnace EU 320,Chemical Recovery Furnace,27.58,,
286,1007994,2010,BOISE WHITE PAPER LLC,,,Lime Kiln EU 340,Pulp Mill Lime Kiln,,,
287,1008025,2010,LEAF RIVER CELLULOSE LLC,,,AA-013,Pulp Mill Lime Kiln,,,
288,1008025,2010,LEAF RIVER CELLULOSE LLC,1161580,369.15,AA-011,Chemical Recovery Furnace,61.52,,
289,1008042,2010,WAUNA MILL,652712.4,207.94,Chem Rec Furn / EU-24,Chemical Recovery Furnace,34.656,,
290,1008042,2010,WAUNA MILL,,,LK / EU-21,Pulp Mill Lime Kiln,,,
291,1008553,2010,"WestRock CP, LLC - Stevenson Mill",127340,41,RB1,Chemical Recovery Furnace,7,,
292,1008708,2010,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",450388,143,RB1,Chemical Recovery Furnace,24,,
293,1008708,2010,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,LK1,Pulp Mill Lime Kiln,,,
