,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
217,1006668,2011,International Paper - Texarkana Mill,,,LK1,Pulp Mill Lime Kiln,,,
218,1006668,2011,International Paper - Texarkana Mill,966544.2,308.6,RB2,Chemical Recovery Furnace,51.4,,
219,1006703,2011,International Paper - Columbus Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
220,1006703,2011,International Paper - Columbus Mill,1189441,378,Recovery Boiler,Chemical Recovery Furnace,63,,
221,1006731,2011,Graphic Packaging International - Augusta,916963.7,293.28,RB3,Chemical Recovery Furnace,48.88,,
222,1006731,2011,Graphic Packaging International - Augusta,,,LK1,Pulp Mill Lime Kiln,,,
223,1006731,2011,Graphic Packaging International - Augusta,,,LK2,Pulp Mill Lime Kiln,,,
224,1006731,2011,Graphic Packaging International - Augusta,230081.7,73.59,RB2,Chemical Recovery Furnace,12.27,,
225,1006760,2011,International Paper ROME LINERBOARD MILL,1002462.7,318.58,RF5,Chemical Recovery Furnace,53.1,,
226,1006760,2011,International Paper ROME LINERBOARD MILL,,,LK2,Pulp Mill Lime Kiln,,,
227,1006760,2011,International Paper ROME LINERBOARD MILL,,,LK1,Pulp Mill Lime Kiln,,,
228,1006776,2011,International Paper - Valliant Mill,1021573.9,325.16,Recovery Furnace (EUG D6),Chemical Recovery Furnace,54.19,,
229,1006776,2011,International Paper - Valliant Mill,,,Lime Kiln (EUG E7),Pulp Mill Lime Kiln,,,
230,1006788,2011,International Paper-Riverdale Mill,353404,112.7,RB2,Chemical Recovery Furnace,18.8,,
231,1006788,2011,International Paper-Riverdale Mill,,,LK3,Pulp Mill Lime Kiln,,,
232,1006788,2011,International Paper-Riverdale Mill,229148,73.1,RB1,Chemical Recovery Furnace,12.2,,
233,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,1211302.5,385.36,RF15,Chemical Recovery Furnace,64.23,,
234,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,,,LK07,Pulp Mill Lime Kiln,,,
235,1006885,2011,International Paper Ticonderoga Mill,356460.1,113.92,RF1,Chemical Recovery Furnace,18.99,,
236,1006885,2011,International Paper Ticonderoga Mill,,,LK1,Pulp Mill Lime Kiln,,,
237,1006892,2011,International Paper-Prattville Mill,604658,192.6,Recovery Boiler No. 2/ Z011,Chemical Recovery Furnace,32.1,,
238,1006892,2011,International Paper-Prattville Mill,,,Lime Kiln No. 1/ Z003,Pulp Mill Lime Kiln,,,
239,1006892,2011,International Paper-Prattville Mill,,,Lime Kiln No. 2/ Z013,Pulp Mill Lime Kiln,,,
240,1006892,2011,International Paper-Prattville Mill,477922.6,152.2,Recovery Boiler No. 1/ Z001,Chemical Recovery Furnace,25.4,,
241,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",,,LK#1,Pulp Mill Lime Kiln,,,
242,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",510943,162,RF#2,Chemical Recovery Furnace,27,,
243,1006958,2011,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",518034,165,RF#1,Chemical Recovery Furnace,27,,
244,1006962,2011,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,875736,279.74,X024,Chemical Recovery Furnace,46.623,,
245,1006962,2011,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,,,X026,Pulp Mill Lime Kiln,,,
246,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,757393,241.95,RF02,Chemical Recovery Furnace,40.325,,
247,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK02,Pulp Mill Lime Kiln,,,
248,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,LK01,Pulp Mill Lime Kiln,,,
249,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,443377,141.64,RF01,Chemical Recovery Furnace,23.606,,
250,1007069,2011,Expera Old Town LLC,327516,104.9,recovery furnace,Chemical Recovery Furnace,17.5,,
251,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,,,EU 017 No. 4 Lime Kiln,Pulp Mill Lime Kiln,,,
252,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,754415,240.64,EU 018 No. 4 Recovery Boiler,Chemical Recovery Furnace,40.107,,
253,1007196,2011,Verso Wickliffe LLC,571178.1,182.68,03,Chemical Recovery Furnace,30.45,,
254,1007196,2011,Verso Wickliffe LLC,,,08,Pulp Mill Lime Kiln,,,
255,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,996922.8,318.45,8R Boiler (SN26),Chemical Recovery Furnace,53.075,,
256,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,,,Lime Kiln (SN25),Pulp Mill Lime Kiln,,,
257,1007226,2011,International Paper-Riegelwood,,,LK3,Pulp Mill Lime Kiln,,,
258,1007226,2011,International Paper-Riegelwood,411223,131.15,RB4,Chemical Recovery Furnace,21.86,,
259,1007226,2011,International Paper-Riegelwood,,,LK4,Pulp Mill Lime Kiln,,,
260,1007226,2011,International Paper-Riegelwood,1190964.9,379.81,RB5,Chemical Recovery Furnace,63.3,,
261,1007273,2011,Expera Specialty Solutions LLC - Mosinee Mill,172066,54.8,#14 Recovery Boiler (B21),Chemical Recovery Furnace,9.13,0.0019,0.00042
262,1007273,2011,Expera Specialty Solutions LLC - Mosinee Mill,,,Lime Kiln (P36),Pulp Mill Lime Kiln,,,
263,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,517699,164.52,#1 Recovery Boiler,Chemical Recovery Furnace,27.421,,
264,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,526749,167.4,#2 Recovery Boiler,Chemical Recovery Furnace,27.9,,
265,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
266,1007867,2011,Packaging Corporation of America,523825.6,166.64,Recovery Boiler #3,Chemical Recovery Furnace,27.77,0.0019,0.00042
267,1007867,2011,Packaging Corporation of America,202472.6,64.41,Recovery Boiler #2,Chemical Recovery Furnace,10.735,0.0019,0.00042
268,1007867,2011,Packaging Corporation of America,,,Lime Kiln #2,Pulp Mill Lime Kiln,,,
269,1007867,2011,Packaging Corporation of America,198503.4,63.15,Recovery Boiler #1,Chemical Recovery Furnace,10.52,0.0019,0.00042
270,1007867,2011,Packaging Corporation of America,,,Lime Kiln #1,Pulp Mill Lime Kiln,,,
271,1007912,2011,International Paper - Georgetown Mill,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
272,1007912,2011,International Paper - Georgetown Mill,727924.4,231.74,No. 2 Recovery Boiler,Chemical Recovery Furnace,38.62,,
273,1007912,2011,International Paper - Georgetown Mill,601124.5,191.37,No. 1 Recovery Boiler,Chemical Recovery Furnace,31.9,,
274,1007912,2011,International Paper - Georgetown Mill,,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
275,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",,,X003,Pulp Mill Lime Kiln,,,
276,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",,,X014,Pulp Mill Lime Kiln,,,
277,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",896953,286,X001,Chemical Recovery Furnace,47.667,0.0019,0.00042
278,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",1098355,349.05,X012,Chemical Recovery Furnace,58.176,0.0019,0.00042
279,1007964,2011,"West Rock Mill Company, LLC",,,LK3,Pulp Mill Lime Kiln,,,
280,1007964,2011,"West Rock Mill Company, LLC",790162,252,RF3,Chemical Recovery Furnace,42,,
281,1007994,2011,BOISE WHITE PAPER LLC,,,Lime Kiln EU 340,Pulp Mill Lime Kiln,,,
282,1007994,2011,BOISE WHITE PAPER LLC,509614,162.86,Recovery Furnace EU 320,Chemical Recovery Furnace,27.143,,
283,1008025,2011,LEAF RIVER CELLULOSE LLC,1176193,373.79,AA-011,Chemical Recovery Furnace,62.298,,
284,1008025,2011,LEAF RIVER CELLULOSE LLC,,,AA-013,Pulp Mill Lime Kiln,,,
285,1008042,2011,WAUNA MILL,532913,169.76,Chem Rec Furn / EU-24,Chemical Recovery Furnace,28.293,,
286,1008042,2011,WAUNA MILL,,,LK / EU-21,Pulp Mill Lime Kiln,,,
287,1008553,2011,"WestRock CP, LLC - Stevenson Mill",129383,41,RB1,Chemical Recovery Furnace,7,,
288,1008708,2011,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,LK1,Lime Kiln,,,
289,1008708,2011,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",509812,162,RF1,Chemical Recovery Furnace,27,,
290,1008999,2011,Cosmopolis Pulp Mill,21657.3,6.88,Combined Recovery Stack AP10,Chemical Recovery Furnace,1.147,,
