,boiler_heat_uom,boiler_ratio_b,facility_id,facility_name,fuel_type,mass_of_steam,mass_of_steam_uom,month,reporting_year,unit_name
75,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),22422182,pounds steam,December,2016,2
76,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,14021309.77,pounds steam,December,2016,2
77,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,129999166,pounds steam,December,2016,GP-Boilers 1 and 2
78,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,40342005,pounds steam,December,2016,GP-Facility Stack
79,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,48483600,pounds steam,December,2016,A Boiler
80,mmBtu/pounds steam,0.001724378,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,136787100,pounds steam,December,2016,GP-1
81,mmBtu/pounds steam,0.001724378,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,140391300,pounds steam,February,2016,GP-1
82,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,37351770,pounds steam,February,2016,GP-Facility Stack
83,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,65402917,pounds steam,February,2016,GP-01
84,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,104675083.3,pounds steam,February,2016,GP-Combustors
85,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,54040056,pounds steam,February,2016,GP-Facility Stack
86,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,82806250,pounds steam,February,2016,GP-Stack
87,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12283350.7,pounds steam,February,2016,South Unit
88,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15375758.3,pounds steam,February,2016,North Unit
89,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,52976206,pounds steam,February,2016,1
90,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,53534241,pounds steam,February,2016,2
91,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,29559000,pounds steam,February,2016,Boiler A
92,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,35320000,pounds steam,February,2016,Boiler B
93,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21468473.7,pounds steam,February,2016,Unit 3
94,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,9802784.6,pounds steam,February,2016,Unit 1
95,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10356301.4,pounds steam,February,2016,Unit 2
96,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),175155,pounds steam,February,2016,EU 001
97,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,23856118,pounds steam,February,2016,EU 001
98,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),88082,pounds steam,February,2016,EU 002
99,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,31822640,pounds steam,February,2016,EU 002
100,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),13423197,pounds steam,February,2016,1
101,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,10625120,pounds steam,February,2016,1
102,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),21881246,pounds steam,February,2016,2
103,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,17312869.81,pounds steam,February,2016,2
104,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,129999166,pounds steam,February,2016,GP-Boilers 1 and 2
105,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,45016000,pounds steam,February,2016,A Boiler
106,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,43568800,pounds steam,February,2016,B Boiler
107,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,152849889,pounds steam,February,2016,GP-MWC
108,mmBtu/pounds steam,0.001724378,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,144327000,pounds steam,January,2016,GP-1
109,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,42756237,pounds steam,January,2016,GP-Facility Stack
110,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,65402917,pounds steam,January,2016,GP-01
111,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,104675083.3,pounds steam,January,2016,GP-Combustors
112,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,57923760,pounds steam,January,2016,GP-Facility Stack
113,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,82806250,pounds steam,January,2016,GP-Stack
114,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12283350.7,pounds steam,January,2016,South Unit
115,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15375758.3,pounds steam,January,2016,North Unit
116,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,10169603,pounds steam,January,2016,1
117,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,25873987,pounds steam,January,2016,2
118,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,39393000,pounds steam,January,2016,Boiler A
119,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,37323000,pounds steam,January,2016,Boiler B
120,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21468473.7,pounds steam,January,2016,Unit 3
121,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,9802784.6,pounds steam,January,2016,Unit 1
122,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10356301.4,pounds steam,January,2016,Unit 2
123,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),66160,pounds steam,January,2016,EU 001
124,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,65736496,pounds steam,January,2016,EU 001
125,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),61765,pounds steam,January,2016,EU 002
126,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,67035153,pounds steam,January,2016,EU 002
127,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),14266981,pounds steam,January,2016,1
128,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,10779011.4,pounds steam,January,2016,1
129,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),22170674,pounds steam,January,2016,2
130,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,16758867.28,pounds steam,January,2016,2
131,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,129999166,pounds steam,January,2016,GP-Boilers 1 and 2
132,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,46317300,pounds steam,January,2016,A Boiler
133,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,51473100,pounds steam,January,2016,B Boiler
134,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,152849889,pounds steam,January,2016,GP-MWC
135,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15375758.3,pounds steam,July,2016,North Unit
136,mmBtu/pounds steam,0.001724378,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,146079200,pounds steam,July,2016,GP-1
137,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,152849889,pounds steam,July,2016,GP-MWC
138,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,65402917,pounds steam,July,2016,GP-01
139,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,104675083.3,pounds steam,July,2016,GP-Combustors
140,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,57251160,pounds steam,July,2016,GP-Facility Stack
141,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,82806250,pounds steam,July,2016,GP-Stack
142,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12283350.7,pounds steam,July,2016,South Unit
143,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,62590600,pounds steam,July,2016,1
144,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,67110598,pounds steam,July,2016,2
145,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,33564000,pounds steam,July,2016,Boiler A
146,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,22541000,pounds steam,July,2016,Boiler B
147,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21468473.7,pounds steam,July,2016,Unit 3
148,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,9802784.6,pounds steam,July,2016,Unit 1
149,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10356301.4,pounds steam,July,2016,Unit 2
150,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),91084,pounds steam,July,2016,EU 001
151,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,52018321,pounds steam,July,2016,EU 001
152,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),73482,pounds steam,July,2016,EU 002
153,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,62701210,pounds steam,July,2016,EU 002
154,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),20236364,pounds steam,July,2016,1
155,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16705005,pounds steam,July,2016,1
156,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),17468695,pounds steam,July,2016,2
157,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,14417172.04,pounds steam,July,2016,2
158,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,129999166,pounds steam,July,2016,GP-Boilers 1 and 2
159,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,41186325,pounds steam,July,2016,GP-Facility Stack
160,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,50674700,pounds steam,July,2016,A Boiler
161,mmBtu/pounds steam,0.00130456,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,49604000,pounds steam,July,2016,B Boiler
162,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15375758.3,pounds steam,June,2016,North Unit
163,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,45009018,pounds steam,June,2016,GP-Facility Stack
164,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,152849889,pounds steam,June,2016,GP-MWC
165,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,65402917,pounds steam,June,2016,GP-01
166,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,104675083.3,pounds steam,June,2016,GP-Combustors
167,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,50438760,pounds steam,June,2016,GP-Facility Stack
168,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,82806250,pounds steam,June,2016,GP-Stack
169,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12283350.7,pounds steam,June,2016,South Unit
170,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,50206387,pounds steam,June,2016,1
171,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,52554136,pounds steam,June,2016,2
172,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,31596000,pounds steam,June,2016,Boiler A
173,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,27778000,pounds steam,June,2016,Boiler B
174,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21468473.7,pounds steam,June,2016,Unit 3
175,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,9802784.6,pounds steam,June,2016,Unit 1
176,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10356301.4,pounds steam,June,2016,Unit 2
177,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),41832,pounds steam,June,2016,EU 001
178,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,70165265,pounds steam,June,2016,EU 001
179,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),38605,pounds steam,June,2016,EU 002
180,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,68801892,pounds steam,June,2016,EU 002
181,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),22826571,pounds steam,June,2016,1
182,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16886650,pounds steam,June,2016,1
183,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),22466491,pounds steam,June,2016,2
184,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,16618450.2,pounds steam,June,2016,2
185,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,129999166,pounds steam,June,2016,GP-Boilers 1 and 2
