,,ghgrp_fac,FACILITY_ID
55099,322110,,1.0
55115,322121,,1.0
55127,327999,,1.0
56003,212325,,1.0
56003,311313,,1.0
56003,327420,,1.0
56005,213112,,1.0
56007,324110,,1.0
56007,486210,,1.0
56009,211112,,1.0
56009,213112,,1.0
56009,324110,,1.0
56013,211112,,1.0
56015,311313,,1.0
56019,211111,,1.0
56019,213112,,1.0
56021,324110,,1.0
56021,325311,,1.0
56023,211111,,2.0
56023,211112,,1.0
56025,324110,,1.0
56029,211111,,1.0
56029,327410,,1.0
56033,211111,,2.0
56035,211111,,6.0
56037,212391,,4.0
56037,324199,,1.0
56037,325312,,1.0
56041,211112,,2.0
56041,324110,,1.0
56043,311313,,1.0
56045,324110,,1.0
72017,325411,,1.0
72057,325412,,1.0
72077,325412,,1.0
72113,327310,,1.0
72127,212312,,1.0
78010,324110,,1.0
