C_T3EQC3C8MONTHLYINPUTS.FACILITY_ID,C_T3EQC3C8MONTHLYINPUTS.REPORTING_YEAR,C_T3EQC3C8MONTHLYINPUTS.FACILITY_NAME,C_T3EQC3C8MONTHLYINPUTS.UNIT_NAME,C_T3EQC3C8MONTHLYINPUTS.FUEL_TYPE,C_T3EQC3C8MONTHLYINPUTS.CARBON_CONTENT,C_T3EQC3C8MONTHLYINPUTS.CARBON_CONTENT_UOM,C_T3EQC3C8MONTHLYINPUTS.FUEL_COMBUSTED,C_T3EQC3C8MONTHLYINPUTS.FUEL_COMBUSTED_UOM,C_T3EQC3C8MONTHLYINPUTS.HIGH_HEAT_VALUE,C_T3EQC3C8MONTHLYINPUTS.HIGH_HEAT_VALUE_UOM,C_T3EQC3C8MONTHLYINPUTS.MONTH
1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545,short tons/month,,,December
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.74,percent by weight  expressed as a decimal fraction,4626.689,short tons/month,,,February
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7217,percent by weight  expressed as a decimal fraction,4877.76,short tons/month,,,April
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7412,percent by weight  expressed as a decimal fraction,3315.216,short tons/month,,,August
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7282,percent by weight  expressed as a decimal fraction,3319.392,short tons/month,,,September
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,321.1,short tons/month,,,February
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.902,percent by weight  expressed as a decimal fraction,146.5,short tons/month,,,March
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.895,percent by weight  expressed as a decimal fraction,260.3,short tons/month,,,October
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.896,percent by weight  expressed as a decimal fraction,163.6,short tons/month,,,December
1006015,2017,United States Pipe and Foundry Company  LLC,Cupola,Coal Coke,0.918,percent by weight  expressed as a decimal fraction,2667.333,short tons/month,,,April
1006015,2017,United States Pipe and Foundry Company  LLC,Cupola,Coal Coke,0.917,percent by weight  expressed as a decimal fraction,2667.333,short tons/month,,,September
1005716,2017,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.881,percent by weight  expressed as a decimal fraction,295.8,short tons/month,,,January
1005716,2017,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.891,percent by weight  expressed as a decimal fraction,656.0,short tons/month,,,May
1005716,2017,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.870,percent by weight  expressed as a decimal fraction,58.1,short tons/month,,,October
1005132,2017,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.884,percent by weight  expressed as a decimal fraction,106.1,short tons/month,,,June
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.499,percent by weight  expressed as a decimal fraction,21671,short tons/month,,,October
1004512,2015,OAK GROVE MINE,Unit 1 Thermal Dryer,Bituminous,0.781,percent by weight  expressed as a decimal fraction,1326.25,short tons/month,,,October
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.772,percent by weight  expressed as a decimal fraction,808.25,short tons/month,,,April
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.772,percent by weight  expressed as a decimal fraction,549.35,short tons/month,,,April
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.769,percent by weight  expressed as a decimal fraction,0,short tons/month,,,October
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.754,percent by weight  expressed as a decimal fraction,1621.75,short tons/month,,,December
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9198,percent by weight  expressed as a decimal fraction,783.2,short tons/month,,,February
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9156,percent by weight  expressed as a decimal fraction,833.95,short tons/month,,,September
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.62,percent by weight  expressed as a decimal fraction,2041,short tons/month,,,May
1007985,2016,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5739,percent by weight  expressed as a decimal fraction,4349,short tons/month,,,March
1007985,2016,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.548,percent by weight  expressed as a decimal fraction,4833,short tons/month,,,September
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.880,percent by weight  expressed as a decimal fraction,1615.4,short tons/month,,,May
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.886,percent by weight  expressed as a decimal fraction,55.7,short tons/month,,,June
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.870,percent by weight  expressed as a decimal fraction,1462.7,short tons/month,,,October
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.883,percent by weight  expressed as a decimal fraction,1365.2,short tons/month,,,January
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.887,percent by weight  expressed as a decimal fraction,149.4,short tons/month,,,July
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8285,percent by weight  expressed as a decimal fraction,34,short tons/month,,,April
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8321,percent by weight  expressed as a decimal fraction,122,short tons/month,,,June
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8656,percent by weight  expressed as a decimal fraction,76,short tons/month,,,November
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-3705,Tires,0.8576,percent by weight  expressed as a decimal fraction,493,short tons/month,,,May
1006852,2017,Lake Road,EU-0050,Subbituminous,0.5207,percent by weight  expressed as a decimal fraction,9079,short tons/month,,,August
1006852,2017,Lake Road,EU-0050,Subbituminous,0.4882,percent by weight  expressed as a decimal fraction,2828,short tons/month,,,September
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8345,percent by weight  expressed as a decimal fraction,212.64,short tons/month,,,March
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8297,percent by weight  expressed as a decimal fraction,327.78,short tons/month,,,June
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-3705,Tires,0.8345,percent by weight  expressed as a decimal fraction,399.65,short tons/month,,,March
1006852,2015,Lake Road,EU-0050,Subbituminous,0.5211,percent by weight  expressed as a decimal fraction,7857,short tons/month,,,September
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,6328,short tons/month,,,February
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,1066,short tons/month,,,April
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,6891,short tons/month,,,June
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,6136,short tons/month,,,December
1007985,2015,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5371,percent by weight  expressed as a decimal fraction,5690,short tons/month,,,October
1005991,2017,Expera Specialty Solutions  LLC,B26,,0.759,percent by weight  expressed as a decimal fraction,7402,short tons/month,,,December
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.902,percent by weight  expressed as a decimal fraction,1373.1,short tons/month,,,February
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.913,percent by weight  expressed as a decimal fraction,4868.6,short tons/month,,,March
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.902,percent by weight  expressed as a decimal fraction,4027.1,short tons/month,,,July
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,3854.8,short tons/month,,,August
1000183,2017,P H Glatfelter Company - Chillicothe Fac,B013,Tires,0.683,percent by weight  expressed as a decimal fraction,856,short tons/month,,,June
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.879,percent by weight  expressed as a decimal fraction,863.9,short tons/month,,,February
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.915,percent by weight  expressed as a decimal fraction,3161.2,short tons/month,,,August
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.904,percent by weight  expressed as a decimal fraction,3885.1,short tons/month,,,December
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.8846,percent by weight  expressed as a decimal fraction,149.4,short tons/month,,,July
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.8984,percent by weight  expressed as a decimal fraction,2589.6,short tons/month,,,February
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.8902,percent by weight  expressed as a decimal fraction,5.67,short tons/month,,,April
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.8916,percent by weight  expressed as a decimal fraction,263.2,short tons/month,,,July
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.8924,percent by weight  expressed as a decimal fraction,29.5,short tons/month,,,September
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.881,percent by weight  expressed as a decimal fraction,265.9,short tons/month,,,March
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.874,percent by weight  expressed as a decimal fraction,23.3,short tons/month,,,July
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,May
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.89,percent by weight  expressed as a decimal fraction,2543.2,short tons/month,,,December
1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0086,percent by weight  expressed as a decimal fraction,400415,short tons/month,,,May
1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0087,percent by weight  expressed as a decimal fraction,517711.9,short tons/month,,,September
1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0078,percent by weight  expressed as a decimal fraction,543431.6,short tons/month,,,November
1005991,2015,Expera Specialty Solutions  LLC,B26,,0.654,percent by weight  expressed as a decimal fraction,6809,short tons/month,,,July
1005991,2015,Expera Specialty Solutions  LLC,B26,,0.643,percent by weight  expressed as a decimal fraction,5263,short tons/month,,,December
1006852,2016,Lake Road,EU-0050,Subbituminous,0.5202,percent by weight  expressed as a decimal fraction,10389,short tons/month,,,January
1006852,2016,Lake Road,EU-0050,Subbituminous,0.5191,percent by weight  expressed as a decimal fraction,9092,short tons/month,,,April
1006852,2016,Lake Road,EU-0050,Subbituminous,0.5191,percent by weight  expressed as a decimal fraction,9849,short tons/month,,,July
1005707,2017,AMALGAMATED SUGAR CO LLC,S-B3,Bituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,September
1005707,2017,AMALGAMATED SUGAR CO LLC,S-B3,Bituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,December
1006878,2017,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.60,percent by weight  expressed as a decimal fraction,10967,short tons/month,,,March
1006878,2017,American Crystal Sugar Company - Drayton,BL1,Subbituminous,,,,,,,June
1006878,2017,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.59,percent by weight  expressed as a decimal fraction,3864,short tons/month,,,August
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.4362,percent by weight  expressed as a decimal fraction,2311,short tons/month,,,January
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.4027,percent by weight  expressed as a decimal fraction,2108,short tons/month,,,February
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.4355,percent by weight  expressed as a decimal fraction,1904,short tons/month,,,June
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.443,percent by weight  expressed as a decimal fraction,2309,short tons/month,,,October
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.4326,percent by weight  expressed as a decimal fraction,2237,short tons/month,,,December
1004719,2017,CHENA POWER PLANT,Chena 2,Subbituminous,0.4332,percent by weight  expressed as a decimal fraction,1786,short tons/month,,,April
1004719,2017,CHENA POWER PLANT,Chena 2,Subbituminous,0.4412,percent by weight  expressed as a decimal fraction,2036,short tons/month,,,May
1004719,2017,CHENA POWER PLANT,Chena 2,Subbituminous,0.443,percent by weight  expressed as a decimal fraction,2845,short tons/month,,,October
1004719,2017,CHENA POWER PLANT,Chena 2,Subbituminous,0.4383,percent by weight  expressed as a decimal fraction,2233,short tons/month,,,November
1004719,2017,CHENA POWER PLANT,Chena 5,Subbituminous,0.4362,percent by weight  expressed as a decimal fraction,12834,short tons/month,,,January
1005040,2017,Tata Chemicals (Soda Ash) Partners,C Boiler (GR-2-L),Bituminous,0.5628,percent by weight  expressed as a decimal fraction,15154.109,short tons/month,,,September
1005040,2017,Tata Chemicals (Soda Ash) Partners,D Boiler (GR-3-W),Bituminous,0.5531,percent by weight  expressed as a decimal fraction,18278.863,short tons/month,,,February
1005040,2017,Tata Chemicals (Soda Ash) Partners,D Boiler (GR-3-W),Bituminous,0.5512,percent by weight  expressed as a decimal fraction,24540.484,short tons/month,,,June
1005040,2017,Tata Chemicals (Soda Ash) Partners,D Boiler (GR-3-W),Bituminous,0.5678,percent by weight  expressed as a decimal fraction,26223.729,short tons/month,,,October
1005040,2017,Tata Chemicals (Soda Ash) Partners,D Boiler (GR-3-W),Bituminous,0.5681,percent by weight  expressed as a decimal fraction,25801.17,short tons/month,,,December
1007985,2017,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5493,percent by weight  expressed as a decimal fraction,2656,short tons/month,,,August
1007985,2017,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5235,percent by weight  expressed as a decimal fraction,2732,short tons/month,,,October
1007985,2017,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5493,percent by weight  expressed as a decimal fraction,2887,short tons/month,,,November
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Bituminous,0.641,percent by weight  expressed as a decimal fraction,67,short tons/month,,,March
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,2099,short tons/month,,,November
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.080300,percent by weight  expressed as a decimal fraction,10742.38,short tons/month,,,February
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.086660,percent by weight  expressed as a decimal fraction,13215.00,short tons/month,,,October
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.104100,percent by weight  expressed as a decimal fraction,75.28,short tons/month,,,April
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Bituminous,0.6556,percent by weight  expressed as a decimal fraction,0,short tons/month,,,September
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,0,short tons/month,,,July
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,6406,short tons/month,,,October
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,5346,short tons/month,,,December
1006412,2014,AMALGAMATED SUGAR CO LLC,GP-01,Subbituminous,0.5553,percent by weight  expressed as a decimal fraction,4107,short tons/month,,,January
1006412,2014,AMALGAMATED SUGAR CO LLC,GP-01,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,0,short tons/month,,,May
1003048,2017,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.7,percent by weight  expressed as a decimal fraction,1431.81,short tons/month,,,March
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler BFB-1 (EP19),Wood and Wood Residuals (dry basis),0.3038,percent by weight  expressed as a decimal fraction,13858,short tons/month,,,January
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler BFB-1 (EP19),Wood and Wood Residuals (dry basis),0.3030,percent by weight  expressed as a decimal fraction,14718,short tons/month,,,May
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler BFB-1 (EP19),Wood and Wood Residuals (dry basis),0.3118,percent by weight  expressed as a decimal fraction,11774,short tons/month,,,October
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,Subbituminous,,,,,,,February
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,Subbituminous,0.6810,percent by weight  expressed as a decimal fraction,90.41,short tons/month,,,December
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 1,Subbituminous,0.6833,percent by weight  expressed as a decimal fraction,156.85,short tons/month,,,August
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0080,percent by weight  expressed as a decimal fraction,454968.1,short tons/month,,,June
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Bituminous,0.535850,percent by weight  expressed as a decimal fraction,561.0,short tons/month,,,August
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.097033,percent by weight  expressed as a decimal fraction,7673.0,short tons/month,,,February
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.079200,percent by weight  expressed as a decimal fraction,2926.0,short tons/month,,,November
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.091500,percent by weight  expressed as a decimal fraction,9370.0,short tons/month,,,December
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.099000,percent by weight  expressed as a decimal fraction,39.0,short tons/month,,,May
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.101700,percent by weight  expressed as a decimal fraction,58.5,short tons/month,,,August
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.115700,percent by weight  expressed as a decimal fraction,113.9,short tons/month,,,December
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.924,percent by weight  expressed as a decimal fraction,4474,short tons/month,,,April
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,2428,short tons/month,,,August
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,September
1002172,2015,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.875,percent by weight  expressed as a decimal fraction,1082,short tons/month,,,February
1005645,2015,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.892,percent by weight  expressed as a decimal fraction,196.19,short tons/month,,,December
1001644,2015,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7844,percent by weight  expressed as a decimal fraction,1471,short tons/month,,,August
1005132,2015,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.889,percent by weight  expressed as a decimal fraction,138.23,short tons/month,,,February
1005132,2015,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.905,percent by weight  expressed as a decimal fraction,112.99,short tons/month,,,May
1005132,2015,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.884,percent by weight  expressed as a decimal fraction,197.82,short tons/month,,,September
1006024,2015,Duluth Steam One,GP-1,Subbituminous,0.3535,percent by weight  expressed as a decimal fraction,3564.5,short tons/month,,,March
1002172,2017,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.891,percent by weight  expressed as a decimal fraction,72,short tons/month,,,April
1002172,2017,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.885,percent by weight  expressed as a decimal fraction,835.1,short tons/month,,,December
1005645,2017,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.873,percent by weight  expressed as a decimal fraction,6480.7,short tons/month,,,July
1005645,2016,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.903,percent by weight  expressed as a decimal fraction,413.8,short tons/month,,,March
1005645,2016,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,October
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.914,percent by weight  expressed as a decimal fraction,449.0,short tons/month,,,May
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.894,percent by weight  expressed as a decimal fraction,0,short tons/month,,,July
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.901,percent by weight  expressed as a decimal fraction,0,short tons/month,,,August
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.889,percent by weight  expressed as a decimal fraction,0,short tons/month,,,October
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.911,percent by weight  expressed as a decimal fraction,0,short tons/month,,,November
1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7905,percent by weight  expressed as a decimal fraction,1183,short tons/month,,,January
1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7907,percent by weight  expressed as a decimal fraction,1500,short tons/month,,,February
1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7874,percent by weight  expressed as a decimal fraction,929,short tons/month,,,June
1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7916,percent by weight  expressed as a decimal fraction,486,short tons/month,,,July
1001921,2014,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.74,percent by weight  expressed as a decimal fraction,4296.455,short tons/month,,,April
1005716,2015,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.882,percent by weight  expressed as a decimal fraction,42.07,short tons/month,,,October
